,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,code,y,x
169,202101,3호선,동대입구,9,0,1172,706,1769,7844,4100,10932,5811,38203,4320,19027,3771,10329,5222,9700,5090,8819,6005,7850,7518,7788,10746,6000,12650,5804,26394,6101,25234,6523,11804,4510,8233,3198,8446,4521,3779,2174,772,978,1,119,0,0,1,0,0,0,322.0,37.559052,127.005602
170,202001,3호선,동대입구,9,4,1412,1101,2384,7681,4760,19222,8457,57030,6800,31870,6873,25328,8877,22889,11256,18843,14826,20500,15471,17439,18389,14063,21703,13424,37664,15961,44942,17369,23276,10292,24262,5983,16193,5416,12827,4644,4255,3304,477,1323,2,110,0,0,0,0,322.0,37.559052,127.005602
171,202201,3호선,매봉,17,4,1338,504,5898,7727,12950,18756,18026,62480,11996,39141,10358,14211,10556,11177,11635,10940,12804,12049,14555,10157,16383,10971,19437,11978,34103,16066,58156,21075,21112,13883,16451,8263,19577,11089,5347,6034,905,2033,1,206,0,0,0,0,0,0,333.0,37.486947,127.046769
172,202101,3호선,매봉,7,0,1079,524,5285,7579,12075,18460,15028,58256,10697,35504,8335,11951,8323,8714,8937,8956,10453,9629,11233,8401,13235,9087,16265,9633,30276,13191,54473,17736,22193,12300,15513,7623,16264,8825,4840,3989,989,1696,0,176,0,0,0,0,0,0,333.0,37.486947,127.046769
173,202001,3호선,매봉,5,0,1495,429,6009,8759,13541,18342,19405,68807,13907,35089,11378,14198,12816,13670,12909,12607,14381,12837,16651,12086,18227,12229,20251,12750,30442,16381,61780,21814,24102,16425,15592,9375,16369,8578,10686,8409,4142,5709,505,1536,6,78,0,0,0,0,333.0,37.486947,127.046769
174,202201,3호선,무악재,14,0,1442,197,4577,2666,11696,2295,14157,4776,8894,2997,6347,3027,5717,3310,5550,3580,5302,3993,4871,4230,4589,5120,5096,6594,5430,8155,5722,13916,2496,11221,1983,7072,2049,9211,966,4916,178,1832,0,1,0,0,0,0,0,0,315.0,37.582299,126.950291
175,202101,3호선,무악재,7,1,1346,272,3830,1854,11281,2337,13996,4720,7629,2274,5242,2390,4552,2588,4593,2944,4476,3390,4085,3752,3749,4333,4139,5379,4523,7378,5107,13225,2202,11560,1731,6617,1823,7935,896,3755,205,1455,0,1,0,0,0,0,0,0,315.0,37.582299,126.950291
176,202001,3호선,무악재,24,0,1746,236,4383,1565,14357,2703,17496,5043,10937,3529,7978,3604,6876,3589,6784,4059,6432,4820,5506,5312,5157,6529,5497,7686,5923,9460,6828,14182,3300,13605,2393,8772,2001,8068,1356,8051,604,5427,130,1520,3,12,0,0,0,0,315.0,37.582299,126.950291
177,202201,3호선,불광,13,0,7912,939,16349,4859,43671,8504,53797,27186,31020,26254,22389,23136,21507,21216,22704,22958,23653,25356,24270,25500,25425,26969,26470,29361,26061,35480,26722,51619,14243,42012,12390,24984,11904,29881,4721,16544,977,6526,1,164,0,1,0,0,0,0,312.0,37.610469,126.929887
178,202101,3호선,불광,17,1,7128,839,14723,4279,38787,7402,48947,24845,26824,23767,18573,20087,17792,18235,18712,19165,19555,19744,20706,21150,21223,23678,21452,26150,22152,31115,24360,47911,13626,40284,11780,22333,10130,24863,3506,12170,937,5100,2,116,0,0,1,1,0,0,312.0,37.610469,126.929887
179,202001,3호선,불광,35,1,8656,978,17296,5797,49435,8935,62901,30909,35783,30289,26832,26955,26789,25619,27336,28059,29493,33162,28860,33514,30232,33910,31946,37646,32809,42582,34845,61197,20039,51840,15809,31443,14168,27801,10420,25260,4554,17240,759,5561,2,35,0,0,0,0,312.0,37.610469,126.929887
180,202201,3호선,수서,226,13,4115,1844,9861,12960,26935,25848,39446,48519,25523,28810,24798,20655,21550,16272,27181,20714,24697,20823,20523,21368,28138,24227,31188,26845,37177,32044,44393,45245,20343,33086,21006,21637,15799,25075,11267,15769,2555,3811,1,341,1,1,0,0,0,0,339.0,37.487371,127.10188
181,202101,3호선,수서,160,1,3889,1533,9454,11161,25492,21170,32417,42074,20227,22262,17800,15390,15098,12888,17656,15816,18397,15632,15035,15273,19779,17360,22072,19391,28994,24970,39172,37373,18174,29577,16542,18330,12156,18814,7777,9760,2664,2998,5,325,0,0,0,0,0,0,339.0,37.487371,127.10188
182,202001,3호선,수서,179,4,4529,2107,11654,13450,33443,26078,45311,52268,32182,34174,32843,22766,27210,19802,32954,25314,32457,24549,24625,25412,32340,29223,35992,32226,40414,38746,54958,53056,26313,41896,25302,29329,17762,23553,17771,23955,8338,10767,917,4443,85,348,0,0,0,0,339.0,37.487371,127.10188
183,202201,3호선,신사,28,2,2282,1327,4449,18634,8417,42364,15007,108273,12908,137101,17133,69159,23598,49292,28262,50051,33238,53877,40597,51627,51572,48993,63248,50345,89072,53016,130816,57941,90797,25609,82907,10425,102432,12251,24819,5544,3902,2535,0,40,0,0,0,0,0,0,327.0,37.516334,127.020114
184,202101,3호선,신사,18,4,1850,1286,4389,16845,7983,36161,14530,95577,11109,120893,14718,59065,20118,41707,24580,40616,28156,44427,35094,44268,43528,39831,52892,38366,76522,39747,116548,44597,85853,22058,67508,9799,73237,9928,15539,4197,3444,2237,1,95,0,0,0,0,0,0,327.0,37.516334,127.020114
185,202001,3호선,신사,87,11,4732,1526,6752,19003,11504,42799,19681,115131,17898,136145,19682,73163,26650,56279,33158,59537,40903,65648,48827,63730,58331,59388,68234,58937,91951,65572,145239,85687,106968,54600,73613,23936,78715,17328,68417,13340,30815,9884,4120,3737,14,29,0,0,0,0,327.0,37.516334,127.020114
186,202201,3호선,안국,5,1,1161,1266,2544,16774,5026,68910,7838,87704,7664,50083,8559,34336,12564,37144,17610,35289,19706,36695,26660,34560,34636,27385,44699,23004,89146,19401,94585,17007,38961,8125,37372,4449,35952,5864,7390,2990,1524,1231,0,22,1,1,0,0,0,0,318.0,37.576477,126.985443
187,202101,3호선,안국,3,1,1311,1188,2310,14756,4439,62592,6817,79306,5667,41411,6148,22847,8829,20034,10862,18471,12855,20752,16721,20001,20978,16218,27423,13585,71287,11819,82396,10973,32330,6143,25028,3782,21832,4283,5768,2005,1387,1003,1,15,1,0,0,0,0,0,318.0,37.576477,126.985443
188,202001,3호선,안국,40,2,1726,2109,3221,18483,5757,82014,8855,113771,9575,69746,12311,53406,19810,58196,29009,53392,34959,50800,43799,48114,53817,38597,63978,32229,109346,27963,123783,25873,53159,14652,41401,8177,37631,6578,22708,6779,7665,3793,999,1174,6,9,0,0,0,0,318.0,37.576477,126.985443
189,202201,3호선,압구정,32,1,2478,1898,6665,22003,12487,38230,20036,127974,16943,154029,22289,72570,29227,57422,34783,49400,38185,55510,45895,50620,54574,44997,65263,44913,93703,51321,128942,52603,89061,25809,78513,12527,70367,14567,26705,6319,2947,2371,2,445,0,0,0,0,0,0,326.0,37.527072,127.028461
190,202101,3호선,압구정,51,5,2219,1821,6179,18028,12044,36347,18403,114846,14634,139657,17688,63380,23631,46706,28099,38972,31081,43154,37847,40593,45417,34990,54625,34712,76977,36303,113015,37943,84617,21307,72152,11279,54157,11432,14588,4514,2500,1988,4,470,0,0,0,0,0,0,326.0,37.527072,127.028461
191,202001,3호선,압구정,45,1,3165,1989,8577,20730,15314,43485,27420,150257,20730,163194,26188,81825,35360,72855,41639,58937,47597,65472,58081,59404,66634,56541,74496,53783,91914,60870,147349,69848,106922,44384,82382,19750,62176,15415,48757,12693,18366,7739,2199,2988,11,360,0,6,0,0,326.0,37.527072,127.028461
192,202201,3호선,약수,100,2,5075,735,8374,4896,19698,10365,34757,30342,24275,18445,17051,13288,15797,13760,17776,13674,18172,14282,17342,16071,17875,16777,19814,20753,23928,25293,29790,37212,14743,23532,14493,15312,16874,21770,5725,10735,1292,4039,1,707,0,0,0,0,0,0,323.0,37.55434,127.010655
193,202101,3호선,약수,98,2,4872,721,7684,4409,18073,9578,31070,27669,20884,17077,14287,11562,13746,10759,14620,11646,15493,12151,15356,13447,15296,14772,16074,17209,19906,22628,26618,33549,14236,22520,12443,14607,12290,17449,4198,7286,1107,3177,1,609,0,0,0,0,0,0,323.0,37.55434,127.010655
194,202001,3호선,약수,88,1,5448,1039,9533,5220,22711,9966,41408,33857,28783,23674,20026,17153,20256,16036,22204,16372,23836,18053,22096,19294,21991,20605,23257,23168,26521,29156,35352,43058,20997,31902,16573,20539,15846,19277,12819,17596,6416,11477,1163,4406,9,773,0,0,0,0,323.0,37.55434,127.010655
195,202201,3호선,연신내,288,12,21977,1528,43181,8613,112182,13315,137650,29368,79874,29917,53001,30891,49020,33808,53826,37355,52216,41947,49463,44079,48135,54743,49340,63246,46410,79956,40999,122796,27757,104734,27573,56393,31586,77108,11222,44029,2356,18657,2,916,0,1,0,0,0,0,311.0,37.619001,126.921008
196,202101,3호선,연신내,250,9,20111,1442,39970,8594,106281,13056,132115,26702,70365,26613,44632,26223,40739,28438,44329,30467,44513,36037,42285,38166,41236,47213,41193,53743,40362,70874,37820,114881,25474,102742,24814,56044,25246,64671,7927,33520,2075,14228,2,681,0,0,0,0,0,0,311.0,37.619001,126.921008
197,202001,3호선,연신내,277,24,24985,2154,47069,11980,132452,18341,166905,35518,96064,40858,67442,38064,62083,39506,69431,46058,67706,52322,61543,55824,60252,64726,64051,75960,63317,92099,58244,141335,41311,138548,33332,80884,31726,74505,28504,69072,15101,46876,2705,15557,21,142,0,0,0,0,311.0,37.619001,126.921008
198,202201,3호선,오금,33,0,3332,2,6197,1827,21044,4350,27389,11720,13988,4962,7864,4501,6724,4102,7438,4927,7484,5760,6261,5549,6164,7178,6909,7508,9206,12085,10596,18564,3902,13861,3209,8971,3031,10771,1667,8465,228,2552,2,605,0,1,0,0,0,0,342.0,37.502162,127.128111
199,202101,3호선,오금,4,0,3067,11,5600,1792,19262,4359,24325,11659,12054,4808,6479,3501,5617,3165,6076,4103,6109,4642,5016,4418,5046,5989,5821,6690,7930,10269,9769,17199,4180,13942,3216,8441,2854,10492,1458,4998,203,1993,1,648,0,0,0,0,0,0,342.0,37.502162,127.128111
200,202001,3호선,오금,16,0,3196,21,6453,1802,23856,4924,32609,14024,16819,6311,10284,5448,9154,5012,9374,5795,9690,6345,7819,6903,7756,8205,8164,9631,10912,12524,14059,21006,6001,16945,4261,11712,3907,10375,3699,11285,1121,7123,174,2326,1,28,0,0,0,0,342.0,37.502162,127.128111
201,202201,3호선,옥수,149,20,2470,751,7473,4182,17614,6891,25447,12786,18062,10205,12731,8154,12453,9463,13024,10392,13695,11788,13008,12149,13121,13964,14301,16033,15619,21541,15447,29945,8939,21625,7988,13804,9141,18974,3088,10011,838,3231,2,47,0,0,0,0,0,0,325.0,37.540685,127.017965
202,202101,3호선,옥수,155,14,2189,966,6908,3280,16895,6508,24494,12559,15392,9085,10530,6948,9989,7086,10711,8529,11549,9835,11152,9845,11368,11567,12020,13776,13195,18520,13715,27731,8319,21343,6789,13619,6698,16337,2422,6240,742,2585,10,198,0,0,0,0,0,0,325.0,37.540685,127.017965
203,202001,3호선,옥수,158,12,2893,1077,8316,3920,22711,6333,34948,15416,23070,11650,15909,8809,15740,10294,15497,11773,16211,13493,15281,14100,15267,16414,15570,19026,18060,23461,18966,35034,11763,27933,8914,19022,8185,17318,5723,16971,2661,9785,486,2679,3,20,0,0,0,0,325.0,37.540685,127.017965
204,202201,3호선,을지로3가,4,0,662,804,845,7330,1877,29007,2883,68143,3591,29906,4809,14715,6795,12461,8388,11415,9701,11864,12220,10545,13803,10668,17083,10295,34578,11920,58158,12193,22824,4684,20101,2055,24278,2606,5408,1000,1321,569,0,43,0,0,0,0,0,0,320.0,37.566295,126.99191
205,202101,3호선,을지로3가,4,0,421,679,779,6539,1506,27732,2280,63921,3081,30484,3616,13518,5013,10371,6164,9303,7587,9773,9784,8836,11406,8358,14676,7393,29892,7460,56489,7128,24228,3327,16170,1592,15926,1520,4422,623,1087,397,0,39,0,0,0,0,0,0,320.0,37.566295,126.99191
206,202001,3호선,을지로3가,7,0,501,879,1151,7840,2022,30430,3579,80850,6290,39223,9028,19680,11141,16550,11369,15524,13963,16441,15940,15060,18103,13859,20744,14505,35745,15504,69979,17936,32105,10777,21087,5008,19845,3829,15712,2905,8363,2119,1448,519,7,9,0,1,0,0,320.0,37.566295,126.99191
207,202201,3호선,일원,8,0,1868,1164,6722,8659,16524,23266,19677,19823,14248,16378,13667,14438,15071,10005,15208,12398,13971,14291,14770,12591,17704,13275,21773,10437,32347,12525,16019,17603,7671,14047,4988,9117,4017,12542,2827,8702,704,2158,0,37,0,0,0,0,0,0,338.0,37.483681,127.08439
208,202101,3호선,일원,6,1,1803,1401,6507,7881,16769,22154,17761,20256,12132,15021,11565,12050,12267,9165,12276,10867,11762,12715,12956,10026,14851,9615,18075,8410,27065,10424,13783,15924,6898,12861,5121,8909,3574,11264,2344,4834,602,1726,1,50,0,0,0,0,0,0,338.0,37.483681,127.08439
209,202001,3호선,일원,0,0,1860,1453,7580,8192,20281,23206,23021,21625,16782,19542,16703,18577,18372,14551,19047,15988,17952,17629,18547,16213,21208,14833,23264,13490,31496,16088,18090,21128,10461,18344,7945,11428,5382,11135,3631,11511,1446,6138,184,1838,1,25,0,0,0,0,338.0,37.483681,127.08439
210,202201,3호선,잠원,2,0,887,573,3869,4347,8964,5119,13739,8600,8921,6451,6406,4481,6349,4602,7166,5342,7024,6175,6258,5540,6643,6399,8422,6617,10236,9183,8738,12382,4717,9230,3569,5827,4338,8850,1712,5095,293,1728,0,8,0,0,0,0,0,0,328.0,37.512759,127.01122
211,202101,3호선,잠원,1,0,746,381,3500,3493,8546,5628,12011,7474,7571,5920,5011,3770,4687,4067,5608,4430,5801,4785,5163,4449,5709,5005,6291,5382,8155,7794,7818,12205,4660,8674,3492,5193,4191,7463,1006,2645,248,1303,0,1,0,0,0,0,0,0,328.0,37.512759,127.01122
212,202001,3호선,잠원,2,0,1361,726,5729,4042,14770,6470,24182,9573,15715,8199,10096,5876,10364,6161,10795,7287,10493,8838,9438,8537,9605,9328,10393,10470,12228,13154,12957,19230,7381,15502,4780,10030,4320,10015,3288,11580,1153,6211,175,1827,0,14,1,1,0,0,328.0,37.512759,127.01122
213,202201,3호선,종로3가,17,7,399,863,877,4915,1249,12807,2003,42002,2864,41244,4546,28363,7289,23008,8752,21817,10097,20509,12465,20139,17218,18239,18960,15673,29234,14372,49377,11882,28209,4925,21562,2024,24071,2448,6205,1217,1581,621,1,69,0,1,0,0,0,0,319.0,37.571607,126.991806
214,202101,3호선,종로3가,7,2,308,676,777,4519,1261,11924,1777,35909,2464,37438,3909,24441,5303,17312,6482,15174,7496,14944,9438,14518,11381,12458,14606,10455,24646,9066,44790,7652,25974,3225,15313,1583,12517,1964,3826,833,1126,528,4,56,0,0,0,0,0,0,319.0,37.571607,126.991806
215,202001,3호선,종로3가,15,2,833,749,1379,4875,1922,13420,2966,50311,4614,50234,7131,34394,10325,29112,12087,30514,13795,28375,17333,29147,22681,26338,24555,21548,32343,20682,55460,21447,39418,13150,20960,6356,21437,4787,16895,3957,7527,2813,952,951,11,22,0,0,0,0,319.0,37.571607,126.991806
216,202201,3호선,지축,2,0,1871,825,6330,4779,17334,3185,17624,3025,8803,2256,6337,2085,5841,2885,6029,3549,6185,3944,5344,4411,5800,5226,8112,6796,6197,8147,3828,15915,1682,13336,1126,8834,1022,10300,862,6648,208,1680,0,0,0,0,0,0,0,0,309.0,37.648048,126.913951
217,202101,3호선,지축,3,0,1255,262,4133,1861,12683,2081,12971,2615,5979,1599,4116,1427,3827,1904,3707,2462,3769,2610,3477,2764,3617,3583,4339,4488,3984,5779,2688,12532,1200,10159,839,6377,758,7036,541,3444,177,944,0,0,0,0,0,0,0,0,309.0,37.648048,126.913951
218,202001,3호선,지축,4,0,577,314,2798,1425,8007,2267,9151,2169,5258,1430,3750,1465,3257,1780,3368,2046,3350,2252,2798,2650,3063,3254,3445,4177,3713,4455,2675,7907,1239,6822,836,4768,603,4070,382,3739,209,2201,55,534,1,1,0,0,0,0,309.0,37.648048,126.913951
219,202201,3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,2,0,1,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,321.0,37.561243,126.99428
220,202101,3호선,충무로,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,3,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,321.0,37.561243,126.99428
221,202001,3호선,충무로,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,1,0,2,0,1,0,3,0,2,0,3,0,7,0,2,0,3,0,3,0,2,0,3,0,0,0,0,0,0,0,321.0,37.561243,126.99428
222,202201,3호선,학여울,3,0,493,257,1380,1261,2929,2769,3529,7164,2360,3728,2024,2809,2153,2020,2486,2149,2589,2457,2751,2499,3791,2563,3866,2401,4791,2949,5463,3637,2410,2933,1511,1845,1697,2578,785,1252,130,492,0,0,0,0,0,0,0,0,336.0,37.496663,127.070594
223,202101,3호선,학여울,2,0,371,222,1443,1500,2642,2680,3130,5939,2035,2938,1588,1733,1496,1501,1709,1592,1692,1567,1823,1654,2449,1704,2847,1874,3369,2462,5082,3424,2463,2725,1524,1660,1758,1964,615,995,105,453,0,0,0,0,0,0,0,0,336.0,37.496663,127.070594
224,202001,3호선,학여울,1,0,444,167,1460,1505,3347,2995,4696,7725,3194,5809,2366,3665,2683,2842,3159,3236,3689,3733,3498,3586,4312,3471,5030,3019,6231,3342,7653,4423,3293,3719,2183,2372,1653,2203,1314,2108,337,1383,38,429,0,12,0,0,0,0,336.0,37.496663,127.070594
225,202201,3호선,홍제,43,6,8342,1076,19586,5963,50651,8994,59779,22042,36692,15145,26926,14662,24411,15305,27352,16828,25008,18518,23867,21660,23639,24939,24373,28519,24458,35119,22050,55773,11270,44697,10084,25362,9306,34028,4239,18438,929,7002,0,0,0,0,0,0,0,0,314.0,37.589066,126.943736
226,202101,3호선,홍제,60,3,7284,1181,17516,7572,46507,8675,57019,18705,32619,12984,22007,12138,20224,12316,21021,14021,20545,15380,19541,17763,19580,21580,19951,24776,20731,31880,19899,51405,10647,44556,8788,24818,7623,27583,3003,12482,697,5275,0,0,0,0,0,0,0,0,314.0,37.589066,126.943736
227,202001,3호선,홍제,58,2,7893,1389,19472,7774,57109,10384,73255,23589,46043,18136,32965,17047,31338,17246,32589,20490,31783,23982,29058,24760,28510,30170,29114,34592,31022,41539,30073,61303,16550,54740,12046,33664,10224,31108,7738,28289,3523,18292,547,5208,4,33,0,0,0,0,314.0,37.589066,126.943736
228,202201,4호선,길음,27,2,8200,1667,24710,5762,69101,9502,76039,24024,41585,20195,29121,14843,25363,15951,27651,19486,27552,21630,24102,23818,24021,25729,27497,30407,27943,43746,25586,69781,13500,56510,11887,34277,11232,44946,7990,24540,1620,9009,0,11,0,1,0,0,0,0,417.0,37.603407,127.025053
229,202101,4호선,길음,6,0,7291,1738,22346,7435,64325,8452,71487,21280,36562,17059,23165,12218,20166,13024,21806,15589,22142,16734,19889,17605,19608,21426,21061,26060,22714,37156,21933,66383,12660,54486,11029,31788,9392,36648,4790,17138,1309,6382,1,0,0,0,0,0,0,0,417.0,37.603407,127.025053
230,202001,4호선,길음,14,0,8875,1766,26891,8003,80938,11615,92256,27086,50389,23400,35229,20080,31295,20998,33964,23921,33075,28857,30249,28406,30569,31676,33260,36019,36458,46042,35188,71244,23237,65767,16238,40082,12235,38279,10881,38517,4809,26464,763,6220,11,74,0,0,0,0,417.0,37.603407,127.025053
231,202201,4호선,남태령,65,0,418,83,782,953,1892,2541,2643,3659,2312,1656,1814,1051,1834,1149,1893,1286,1773,1070,1581,1289,1549,1275,2164,1404,3038,1584,3059,1740,1142,1478,850,984,593,1068,316,593,95,238,1,11,0,0,0,0,0,0,434.0,37.463873,126.989134
232,202101,4호선,남태령,49,0,400,100,653,1186,1737,2357,2078,4105,1885,1146,1310,931,1355,775,1209,1056,1257,1018,1266,997,1243,1026,1905,1207,2755,1301,2465,1398,1507,1295,1567,802,850,877,344,398,126,185,0,22,0,0,0,0,0,0,434.0,37.463873,126.989134
233,202001,4호선,남태령,63,0,426,135,961,901,2592,3344,4297,5484,3083,1995,2316,1387,2252,1095,2181,1458,2264,1460,2137,1545,2238,1513,2569,1537,3701,1711,3991,2018,1612,2150,989,1298,722,1308,379,1017,166,623,25,265,0,5,0,0,0,0,434.0,37.463873,126.989134
234,202201,4호선,노원,129,0,9297,409,19758,5920,45632,9197,49303,26248,29941,26521,22814,21098,21986,21632,25970,25234,26666,29939,26718,30404,26985,33608,28772,39929,29593,50180,29641,73141,21270,53599,29537,29867,35430,37645,11158,21591,1837,8875,4,1558,0,0,0,0,0,0,411.0,37.655128,127.061368
235,202101,4호선,노원,62,1,8768,410,18883,5650,44227,8821,45968,22204,25880,25269,19686,19206,19057,17955,20822,20704,21211,24067,22077,25336,22541,28345,23572,32977,23296,40957,26008,61998,18636,50364,26262,27723,25281,30333,5565,15199,1352,6678,1,1392,0,0,0,0,0,0,411.0,37.655128,127.061368
236,202001,4호선,노원,83,1,12249,599,24011,8236,54008,11369,59001,30570,35607,36667,29781,26847,29600,26586,32487,32345,33847,36101,33342,37898,34260,40626,37040,46829,39066,59084,40770,88839,30504,81439,31495,47285,29577,40626,30763,36084,16252,27678,3103,9414,21,410,0,0,0,0,411.0,37.655128,127.061368
237,202201,4호선,당고개,40,0,7137,16,16909,5225,46811,6832,48636,11503,28666,10772,20007,11068,18224,10260,18688,12079,18629,12524,17345,13904,16226,16284,16546,20210,15402,24248,14047,36937,8371,34177,5754,22797,5418,27453,2966,18028,579,6686,0,147,0,0,0,0,0,0,409.0,37.670272,127.079066
238,202101,4호선,당고개,47,0,6790,25,15507,5463,40628,5730,40855,9933,24221,8911,15834,9626,14891,9036,14638,10445,15274,10700,14625,11411,13642,14581,13403,17064,13252,21028,12066,33006,7655,30473,5568,20651,4627,22975,2453,11365,564,5097,0,81,0,0,0,0,0,0,409.0,37.670272,127.079066
239,202001,4호선,당고개,81,0,7890,19,16134,6934,48450,7299,51316,12725,32265,12419,24477,12124,21653,11741,22615,13520,22337,15101,20117,15754,19043,19078,19186,23026,20048,27525,18416,37944,12183,37786,8264,26056,6662,23790,4936,22650,2256,16980,433,5920,8,586,0,4,0,0,409.0,37.670272,127.079066
240,202201,4호선,동대문,141,15,4566,2280,2689,11940,4522,29357,5528,67373,9305,59084,13664,47583,19834,41141,23657,36731,27434,34256,35726,32608,42520,26744,52277,19792,76081,13639,56124,10297,25314,11609,19406,7792,22697,5480,7208,3196,2061,3561,2,70,0,1,0,0,0,0,421.0,37.57142,127.009745
241,202101,4호선,동대문,197,9,5086,2386,2709,11221,4008,29531,5366,62971,8711,57299,12890,43261,16711,37812,20496,29834,23235,30898,30141,29042,36764,23430,46627,17230,73719,11360,58798,8008,24607,10243,21494,7175,16864,5665,4628,3117,1337,4359,3,53,0,0,0,0,0,0,421.0,37.57142,127.009745
242,202001,4호선,동대문,380,3,7950,2547,3530,12171,5388,33133,7618,74922,11880,70648,17108,58927,24648,53206,32710,47371,39370,49334,50060,45796,59470,39642,67371,31625,88089,25586,82966,22000,41207,25598,28793,17457,25242,11811,23842,8547,11814,7257,1604,1985,4,21,0,1,0,0,421.0,37.57142,127.009745
243,202201,4호선,명동,8,0,599,787,2297,12542,3401,31132,5513,91016,6480,56350,8705,32258,13799,31743,18507,31669,21517,32551,25538,30136,32354,28686,39028,25650,56220,25659,96031,22793,44778,12310,42657,6453,35969,6946,10999,3071,2127,1190,0,83,0,0,0,0,0,0,424.0,37.560989,126.986325
244,202101,4호선,명동,23,0,518,783,1532,9292,2337,29962,4039,80203,4724,48556,5645,26317,8539,22674,11416,20465,14930,22005,18795,20678,24119,18821,30551,16136,45391,14777,80072,12702,35733,7350,31659,3675,23063,3382,6124,1426,1234,584,1,97,0,0,1,0,0,0,424.0,37.560989,126.986325
245,202001,4호선,명동,44,0,1252,1284,3325,16368,5630,43947,10919,121440,22014,92164,32023,63827,37079,71159,38843,74974,46261,80602,55780,74903,64866,75939,76535,75947,96835,76088,144235,72182,95153,53234,81957,35902,84004,26808,77508,17188,34421,9927,2326,3071,8,116,0,0,0,0,424.0,37.560989,126.986325
246,202201,4호선,미아사거리,39,3,12269,1688,31394,6409,79514,12116,92817,29443,55122,30487,38201,25524,36419,26136,37441,30087,39169,32012,38146,36398,38887,42580,40153,48457,38993,61727,38859,94783,26306,72251,28914,41704,20169,52961,8132,30506,2272,10315,5,14,0,2,0,0,0,0,416.0,37.613292,127.030053
247,202101,4호선,미아사거리,47,1,11328,1714,29354,6225,75130,11606,85753,26926,48283,28926,32463,22958,30067,22787,30826,25212,32504,27458,31616,31743,32694,37888,33534,41663,32691,56121,34672,90016,24403,69862,28298,39872,17507,45035,6222,19722,1910,8232,0,0,0,0,0,0,0,0,416.0,37.613292,127.030053
248,202001,4호선,미아사거리,33,8,13514,2212,34069,7867,92891,14112,110239,32489,67039,35857,46887,30397,44159,32412,47617,37095,48450,39336,45242,44003,47488,51301,48683,58713,49460,71447,52055,105804,39187,97170,36836,56726,23845,50989,18948,48628,10443,29659,1617,7485,22,54,0,0,0,0,416.0,37.613292,127.030053
249,202201,4호선,사당,175,49,8867,1020,19868,13972,57065,17226,77505,29874,59476,24079,35755,19614,31103,23067,33092,25138,33719,24619,31915,24470,30952,28526,32236,37366,37003,50920,41543,73431,26965,46521,30486,29056,39085,37978,12409,19497,2784,9226,9,650,0,5,0,0,0,0,433.0,37.47653,126.981685
250,202101,4호선,사당,80,1,7796,744,18006,12679,50562,15827,68847,27093,47760,21012,28458,16851,23208,17229,24332,18601,25327,19492,23779,19770,22936,23470,24232,30632,29838,40381,34592,59255,23636,42494,25881,25654,27471,28056,8676,13463,2165,6843,6,735,0,0,0,0,0,0,433.0,37.47653,126.981685
251,202001,4호선,사당,106,1,9795,958,23552,16653,68806,22667,91027,35828,65540,29071,45703,24783,39939,30762,42223,32728,43846,30431,42436,30278,39450,35170,39700,45982,47878,61943,54327,97383,38479,73946,33571,39485,37180,35542,36061,34085,19695,22950,2678,8005,8,915,0,5,0,0,433.0,37.47653,126.981685
252,202201,4호선,삼각지,5,0,564,304,1756,3183,5735,7846,9376,16555,5766,9375,3853,6612,4211,7065,5146,7536,5823,7556,6129,6580,6376,7284,8026,8346,12345,10921,16211,14871,7399,8428,9021,4867,12535,7695,2263,3048,748,1258,1,97,0,0,0,0,0,0,428.0,37.534777,126.97311
253,202101,4호선,삼각지,4,2,504,257,1412,3244,3863,9039,5675,21678,3936,9030,2744,4968,2975,4513,3575,4607,4101,4626,4340,4532,4892,4575,5949,5153,11127,6472,18868,8721,7790,5642,6354,3364,6714,4301,1756,1580,490,789,0,99,0,0,0,0,0,0,428.0,37.534777,126.97311
