,grid_idx,pp_pop,pp_od,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count
2090,30654,88314.19683814136,5438481.140811796,1115302832768.783,"POLYGON ((956935.230213883 1943265.54807064, 956935.230213883 1943365.54807064, 957035.230213883 1943365.54807064, 957035.230213883 1943265.54807064, 956935.230213883 1943265.54807064))",서초구,서울특별시 서초구 서초동 1597-4번지,127.013522816,37.487833814,956993.1348298176,1943287.691410456,"청호나이스, 신영빌딩, 홍인빌딩",3183.9,1690.24,22932.78,53,1.0,29074.0,154941.0,36.4,23552500.0,24.5,6
2091,30655,88442.57078538391,5656135.13485311,1168318535983.4878,"POLYGON ((956935.230213883 1943365.54807064, 956935.230213883 1943465.54807064, 957035.230213883 1943465.54807064, 957035.230213883 1943365.54807064, 956935.230213883 1943365.54807064))",서초구,서울특별시 서초구 서초동 1565-23번지,127.013185497,37.488961423,956963.9609704504,1943412.9464192684,"상원빌딩, 엠엘빌딩, 우진빌딩, 선우빌딩, 동혜빌딩, 지온빌딩, 에벤에셀빌딩, 동성빌딩",3445.8,1908.57,11539.0,67,0.8,111871.0,102100.0,18.705000000000002,13678500.0,20.6,6
2092,30656,88563.56660481903,5972228.585031435,1195231570252.4788,"POLYGON ((956935.230213883 1943465.54807064, 956935.230213883 1943565.54807064, 957035.230213883 1943565.54807064, 957035.230213883 1943465.54807064, 956935.230213883 1943465.54807064))",서초구,서울특별시 서초구 서초동 1576-10번지,127.013730916,37.490252515,957012.918038824,1943555.935474858,"서울빌딩, 희원BD, 앱코파크, 서안빌딩, 현빌딩, 서진벤처빌딩, 청예단빌딩",3570.42,1971.03,11096.32,60,0.7777777777777778,69088.0,129088.0,19.38888888888889,13354111.111111112,20.555555555555557,6
2093,30657,87021.23223415337,6226686.511059186,1215143321934.0183,"POLYGON ((956935.230213883 1943565.54807064, 956935.230213883 1943665.54807064, 957035.230213883 1943665.54807064, 957035.230213883 1943565.54807064, 956935.230213883 1943565.54807064))",서초구,서울특별시 서초구 서초동 1576-15번지,127.013644376,37.491041913,957005.7201703398,1943643.5535831584,"충신교회, 거북빌딩, 서교빌딩, 크라운빌딩, 삼덕빌딩, 삼아빌딩, 동일빌딩, 한림빌딩",2271.9,1553.25,9674.75,56,0.75,84473.0,117157.0,19.80625,17378750.0,23.0,6
2094,30658,88913.9129363777,6552539.251007802,1238337593991.385,"POLYGON ((956935.230213883 1943665.54807064, 956935.230213883 1943765.54807064, 957035.230213883 1943765.54807064, 957035.230213883 1943665.54807064, 956935.230213883 1943665.54807064))",서초구,서울특별시 서초구 서초동 1575-12번지,127.013494349,37.491741923,956992.8589327912,1943721.2836938065,"문영빌딩, 백송빌딩, 삼화빌딩, 영한빌딩, 자연빌딩",2459.0,1408.28,12726.08,65,0.7142857142857143,35489.0,120977.0,26.092857142857145,23447142.85714286,21.285714285714285,6
2095,30659,88981.31034607165,6795969.249161698,1263047370719.217,"POLYGON ((956935.230213883 1943765.54807064, 956935.230213883 1943865.54807064, 957035.230213883 1943865.54807064, 957035.230213883 1943765.54807064, 956935.230213883 1943765.54807064))",서초구,서울특별시 서초구 서초동 1574-15번지,127.013666314,37.492254168,957008.354358504,1943778.0354136075,"훈민타워, KETI 빌딩, 우진빌딩, JS 호텔, 대진빌딩, 이레 오피스텔, 우서빌딩, 웅진타워, 로이어즈타워",5618.5,3108.65,43174.76,118,1.3333333333333333,272666.0,615575.0,37.650000000000006,26658888.888888888,19.444444444444443,9
2096,30660,89060.0850346972,6988881.323272429,1285571587182.7537,"POLYGON ((956935.230213883 1943865.54807064, 956935.230213883 1943965.54807064, 957035.230213883 1943965.54807064, 957035.230213883 1943865.54807064, 956935.230213883 1943865.54807064))",서초구,서울특별시 서초구 서초동 1715-9번지,127.0128771,37.493816528,956939.4848013693,1943951.7299326272,"석정빌딩, 서초프라자",2374.8,1165.72,16382.29,23,1.5,245145.0,181757.0,33.224999999999994,38385000.0,27.5,9
2097,30661,89195.31253252442,6949022.311186972,1310532048078.1233,"POLYGON ((956935.230213883 1943965.54807064, 956935.230213883 1944065.54807064, 957035.230213883 1944065.54807064, 957035.230213883 1943965.54807064, 956935.230213883 1943965.54807064))",서초구,서울특별시 서초구 서초동 1715-5번지,127.013248431,37.494103915,956972.4746664272,1943983.44386864,"하이마트 서초점, 중산빌딩, 중산빌딩, 한성빌딩, 원동빌딩, 삼하빌딩, 우림빌딩",4582.3,2522.04,18683.53,62,0.75,87157.0,295954.0,24.4375,27147500.0,22.125,9
2098,30662,88469.25920501433,6862067.175422303,1332125631064.877,"POLYGON ((956935.230213883 1944065.54807064, 956935.230213883 1944165.54807064, 957035.230213883 1944165.54807064, 957035.230213883 1944065.54807064, 956935.230213883 1944065.54807064))",서초구,서울특별시 서초구 서초동 1714-35번지,127.012957199,37.495331687,956947.4351877756,1944119.790470047,"서초법조타운, 정암빌딩, 블루원빌딩, 기계설비건설 서초회관, 우민빌딩",5440.7,3164.35,29681.4,74,1.2857142857142858,271087.0,248940.0,33.41428571428572,28450000.0,16.428571428571427,9
2099,30663,88883.69931620112,6783931.372161231,1356983162107.7097,"POLYGON ((956935.230213883 1944165.54807064, 956935.230213883 1944265.54807064, 957035.230213883 1944265.54807064, 957035.230213883 1944165.54807064, 956935.230213883 1944165.54807064))",서초구,서울특별시 서초구 서초동 1699-12번지,127.013792284,37.495965264,957021.6167953712,1944189.7001509308,"서종빌딩, 남계빌딩, 법률센터, 로펌타워, 신한국빌딩",3531.53,1966.48,21024.7,64,0.8333333333333334,206967.0,218648.0,29.765,24996666.666666668,23.5,9
2100,30664,87424.31389630132,6633158.9973143125,1388097011841.1863,"POLYGON ((956935.230213883 1944265.54807064, 956935.230213883 1944365.54807064, 957035.230213883 1944365.54807064, 957035.230213883 1944265.54807064, 956935.230213883 1944265.54807064))",서초구,서울특별시 서초구 서초동 1698-1번지,127.013856104,37.496653076,957027.6523328618,1944265.979363019,한울빌딩,778.0,427.24,4255.36,20,1.0,50669.0,38099.0,37.489999999999995,18615000.0,23.5,9
2101,30665,89034.54868922576,6587416.3557225615,1416459620271.5618,"POLYGON ((956935.230213883 1944365.54807064, 956935.230213883 1944465.54807064, 957035.230213883 1944465.54807064, 957035.230213883 1944365.54807064, 956935.230213883 1944365.54807064))",서초구,서울특별시 서초구 서초동 1685-4번지,127.013098067,37.497678384,956961.2342081324,1944380.0771169192,서초한샘빌딩,750.2,333.43,4661.68,11,1.0,0.0,35492.0,30.05,24980000.0,18.0,9
2102,30694,10958.829470367153,5103.722799802374,998093524630.4232,"POLYGON ((957035.230213883 1939865.54807064, 957035.230213883 1939965.54807064, 957135.230213883 1939965.54807064, 957135.230213883 1939865.54807064, 957035.230213883 1939865.54807064))",서초구,서울특별시 서초구 우면동 757번지,127.015325052,37.457145536,957134.9398221906,1939882.21490932,서초타워,492.1,294.3,2426.63,9,1.0,12117.0,27191.0,27.88,9536000.0,8.0,9
