platplc_short,jijigu,approvyear,platarea_py,bdarea_py,tyyyymm,tyyyymm,totalprc,etcprc
서울특별시 강남구 역삼동,1종일반,19.10.24,130,285,202007,202007,1100000,"토:7,712 만
건:341 만"
서울특별시 강남구 논현동,2종일반,18.05.18,104,332,202008,202008,1100000,"토:9,601 만
건:305 만"
서울특별시 강남구 논현동,2종일반,20.05.28,109,279,202012,202012,1100000,"토:9,067 만
건:400 만"
서울특별시 서대문구 창천동,3종일반,83.11.11,72,180,202012,202012,1100000,"토:15,277 만"
서울특별시 강남구 역삼동,2종일반,83.11.09,146,350,202101,202101,1100000,"토:7,534 만"
서울특별시 강남구 역삼동,1종일반,02.07.03,78,168,202104,202104,1100000,"토:14,102 만"
서울특별시 서초구 서초동,3종일반,11.09.01,86,271,202104,202104,1100000,"토:12,318 만
건:150 만"
서울특별시 관악구 남현동,준주거,87.10.02,181.3,433,202104,202104,1100000,"토:6,077 만"
서울특별시 동대문구 장안동,2종일반,16.07.01,234,845,202104,202104,1100000,"토:3,707 만
건:275 만"
서울특별시 강남구 청담동,2종일반,78.11.14,101,69,202106,202106,1100000,"토:10,891 만"
서울특별시 송파구 가락동,3종일반,11.10.31,77,259,202105,202105,1100000,"토:13,781 만
건:150 만"
서울특별시 강동구 성내동,3종일반,95.10.04,230,539,202107,202107,1100000,"토:4,782 만"
서울특별시 강남구 신사동,2종일반,21.05.21,79,233,202106,202106,1100000,"토:12,833 만
건:369 만"
서울특별시 송파구 삼전동,준주거,90.05.17,104,313,202112,202112,1100000,"토:10,576 만"
서울특별시 종로구 관철동,일반상업,�상,75.9,121,20211,202110,1100000,"토:14,666 만"
서울특별시 관악구 봉천동,3종일반,06.12.07,316,626,202205,202205,1100000,"토:3,481 만"
서울특별시 강서구 등촌동,3종일반,98.06.18,172,221,202111,202111,1100000,"토:6,395 만"
서울특별시 영등포구 당산동,준공업,78.11.06,300,826,202201,202201,1100000,"토:3,666 만"
서울특별시 마포구 연남동,2종일반,80.07.09,201.6,79,202201,202201,1100000,"토:5,472 만"
서울특별시 강남구 역삼동,3종일반,85.07.29,73,145,202205,202205,1100000,"토:15,068 만"
서울특별시 강남구 신사동,2종일반,84.04.10,56,125,202203,202203,1100000,"토:19,642 만"
서울특별시 강남구 신사동,2종일반,90.06.19,59,149,202205,202205,1100000,"토:18,644 만"
서울특별시 마포구 합정동,2종일반,73.12.10,122,210,202206,202206,1100000,"토:9,016 만"
서울특별시 서초구 반포동,3종일반,74.11.25,100,133,202206,202206,1100000,"토:11,000 만"
서울특별시 강남구 역삼동,2종일반,22.08.10,86,222,202211,202211,1100000,"토:11,758 만
건:400 만"
서울특별시 강남구 역삼동,1종전용,80.10.24,98,96,202212,202212,1100000,"토:11,224 만"
서울특별시 강남구 삼성동,3종일반,02.05.04,99,60,202212,202212,1100000,"토:11,111 만"
서울특별시 성동구 성수동1,준공업,75.11.17,100,236,202301,202301,1100000,"토:11,000 만"
서울특별시 강남구 삼성동,2종일반,85.11.07,76,147,202304,202304,1100000,"토:14,473 만"
서울특별시 마포구 서교동,2종일반,84.11.15,115,288,202305,202305,1100000,"토:9,565 만"
서울특별시 송파구 가락동,2종일반,93.03.10,283,381,202305,202305,1100000,"토:3,886 만"
서울특별시 중구 장충동2가,3종일반,80.10.31,98,211,202305,202305,1100000,"토:11,224 만"
서울특별시 강동구 명일동,2종일반,91.04.29,232,771,202204,202204,1098000,"토:4,732 만"
서울특별시 동대문구 장안동,3종일반,67.11.10,366.6,156.6,202002,202002,1096000,"토:2,994 만"
서울특별시 강남구 신사동,2종일반,01.05.26,103,317,202006,202006,1095000,"토:10,631 만"
서울특별시 동작구 사당동,일반상업,80.08.28,92,174,202103,202103,1095000,"토:11,902 만"
서울특별시 영등포구 대림동,3종일반,01.05.18,200,658,202109,202109,1095000,"토:5,475 만"
서울특별시 강남구 논현동,3종일반,89.10.17,67,157,202111,202111,1095000,"토:16,343 만"
서울특별시 중구 인현동1가,일반상업,64.01.20,102,512,20201,202010,1092500,"토:10,710 만"
서울특별시 강동구 둔촌동,3종일반,91.08.13,271,352,202106,202106,1090100,"토:4,022 만"
서울특별시 강남구 삼성동,3종일반,02.04.01,125,315,202003,202003,1090000,"토:8,720 만"
서울특별시 강동구 길동,준주거,85.03.14,223.8,506,202104,202104,1090000,"토:4,887 만"
서울특별시 강남구 개포동,준주거,04.08.18,111,554,202004,202004,1088500,"토:9,806 만"
서울특별시 중구 신당동,3종일반,92.09.25,179.1,806,202101,202101,1085000,"토:6,061 만"
서울특별시 강남구 신사동,2종일반,05.05.07,73,217,202011,202011,1085000,"토:14,788 만
건:25 만"
서울특별시 중구 명동2가,중심상업,61.12.10,21,73,202001,202001,1080000,"토:51,428 만"
서울특별시 서초구 방배동,2종일반,07.01.30,203,690,202003,202003,1080000,"토:5,065 만
건:75 만"
서울특별시 강동구 성내동,3종일반,88.05.27,216,656,202009,202009,1080000,"토:5,000 만"
서울특별시 송파구 석촌동,3종일반,86.12.29,246,620,202011,202011,1080000,"토:4,390 만"
서울특별시 용산구 이태원동,3종일반,91.07.22,101,295,202104,202104,1080000,"토:10,693 만"
서울특별시 강남구 삼성동,2종일반,84.06.28,94,89,202107,202107,1080000,"토:11,489 만"
서울특별시 마포구 서교동,근린상업,91.12.26,131,412,202206,202206,1080000,"토:8,244 만"
서울특별시 광진구 능동,3종일반,86.08.21,194,454,202207,202207,1080000,"토:5,567 만"
서울특별시 구로구 개봉동,3종일반,19.12.20,185,792,202207,202207,1080000,"토:4,446 만
건:325 만"
서울특별시 성동구 성수동1,준공업,92.07.29,60,150,20221,202210,1080000,"토:18,000 만"
서울특별시 용산구 한남동,3종일반,93.05.03,95.9,49,202212,202212,1080000,"토:11,368 만"
서울특별시 강서구 방화동,2종일반,85.07.31,392.6,132.1,202012,202012,1079900,"토:1,283 만"
서울특별시 종로구 혜화동,3종일반,89.06.07,299,544,202102,202102,1079755,"토:3,611 만"
서울특별시 강남구 신사동,3종일반,99.11.12,96,297,202007,202007,1079610,"토:11,245 만"
서울특별시 광진구 군자동,3종일반,86.10.25,210,573,202302,202302,1075000,"토:5,119 만"
서울특별시 용산구 한강로2,일반상업,60.02.10,54,75,202111,202111,1073875,"토:19,886 만"
서울특별시 강남구 역삼동,3종일반,01.06.21,71,213,202002,202002,1070000,"토:15,070 만"
서울특별시 강남구 삼성동,2종일반,�상,143.3,47,202004,202004,1070000,"토:7,482 만"
서울특별시 서초구 서초동,3종일반,92.07.30,134,78,202006,202006,1070000,"토:7,985 만"
서울특별시 강남구 삼성동,일반상업,91.09.20,90,217,202006,202006,1070000,"토:11,888 만"
서울특별시 강남구 신사동,3종일반,18.05.25,77,269,202011,202011,1070000,"토:12,498 만
건:400 만"
서울특별시 서초구 서초동,3종일반,91.07.24,119,590,202101,202101,1070000,"토:8,991 만"
서울특별시 강남구 논현동,2종일반,95.06.22,112,195,202101,202101,1070000,"토:9,553 만"
서울특별시 강남구 신사동,3종일반,86.11.28,106,245,202106,202106,1070000,"토:10,094 만"
서울특별시 구로구 구로동,준공업,01.09.20,254,886,202109,202109,1070000,"토:4,212 만"
서울특별시 강서구 내발산동,3종일반,03.12.24,186,222,20211,202110,1070000,"토:5,752 만"
서울특별시 서초구 방배동,2종일반,84.10.31,123,325,20211,202110,1070000,"토:8,699 만"
서울특별시 마포구 서교동,2종일반,03.12.17,112,347,202201,202201,1070000,"토:9,553 만"
서울특별시 마포구 서교동,2종일반,01.03.23,83,440,202009,202009,1069000,"토:12,879 만"
서울특별시 용산구 이태원동,준주거,61.05.16,107,24,202104,202104,1068000,"토:9,981 만"
서울특별시 강남구 역삼동,3종일반,09.10.23,118,410,202007,202007,1065000,"토:8,591 만
건:125 만"
서울특별시 서초구 방배동,2종일반,83.10.26,133,335,202201,202201,1065000,"토:8,007 만"
서울특별시 서초구 서초동,일반상업,04.10.26,80,524,202003,202003,1060000,"토:13,250 만"
서울특별시 강남구 청담동,3종일반,02.10.28,67,198,202007,202007,1060000,"토:15,820 만"
서울특별시 강동구 성내동,2종일반,88.11.02,264.7,588,202011,202011,1060000,"토:4,015 만"
서울특별시 강서구 내발산동,근린상업,08.02.05,163,1288,202106,202106,1060000,"토:5,910 만
건:75 만"
서울특별시 송파구 거여동,2종일반,93.03.17,227.5,503,202106,202106,1060000,"토:4,669 만"
서울특별시 중랑구 중화동,준주거,77.03.18,136,288,202109,202109,1060000,"토:7,794 만"
서울특별시 송파구 석촌동,3종일반,83.12.12,153.4,300,20211,202110,1060000,"토:6,928 만"
서울특별시 영등포구 신길동,일반상업,78.08.31,106,230,202204,202204,1060000,"토:10,000 만"
서울특별시 강남구 역삼동,2종일반,22.09.15,83,222,20221,202210,1060000,"토:10,898 만
건:700 만"
서울특별시 용산구 한남동,2종일반,57.10.10,60,49,20211,202110,1055627,"토:17,593 만"
서울특별시 송파구 방이동,일반상업,88.11.17,89,237,202208,202208,1055000,"토:12,191 만"
서울특별시 중구 남대문로5,일반상업,�상,45.8,159,202203,202203,1050738,"토:23,349 만"
서울특별시 서초구 양재동,2종일반,92.09.02,139,200,202006,202006,1050000,"토:7,553 만"
서울특별시 강남구 역삼동,1종일반,12.08.09,122,271,20201,202010,1050000,"토:8,162 만
건:200 만"
서울특별시 마포구 동교동,근린상업,84.05.07,101,191,202101,202101,1050000,"토:10,396 만"
서울특별시 강남구 논현동,1종일반,00.09.22,115,314,202102,202102,1050000,"토:9,130 만"
서울특별시 성북구 안암동5,2종일반,96.11.18,116.2,494,202103,202103,1050000,"토:9,210 만"
서울특별시 중구 북창동,일반상업,75.12.31,162.2,572,202103,202103,1050000,"토:6,481 만"
서울특별시 강남구 청담동,3종일반,16.12.23,71,222,202106,202106,1050000,"토:13,732 만
건:337 만"
서울특별시 마포구 동교동,2종일반,95.02.17,158,149,202107,202107,1050000,"토:6,645 만"
서울특별시 마포구 성산동,3종일반,79.11.09,200,164,20211,202110,1050000,"토:5,250 만"
서울특별시 서초구 양재동,3종일반,89.10.30,111,326,202204,202204,1050000,"토:9,459 만"
서울특별시 은평구 구산동,3종일반,76.06.16,222,288,202208,202208,1050000,"토:4,729 만"
서울특별시 서초구 양재동,2종일반,93.04.16,105,304,202211,202211,1050000,"토:10,000 만"
서울특별시 영등포구 양평동,준공업,75.08.09,235,124,202001,202001,1045000,"토:4,446 만"
서울특별시 서초구 반포동,3종일반,12.06.14,113,293,202204,202204,1045000,"토:8,923 만
건:125 만"
서울특별시 송파구 풍납동,3종일반,77.10.24,140,257,202105,202105,1044000,"토:7,457 만"
서울특별시 송파구 풍납동,2종일반,83.10.18,415,169,202101,202101,1041100,"토:2,508 만"
서울특별시 종로구 종로2가,일반상업,83.06.15,42,244,202101,202101,1040000,"토:24,761 만"
서울특별시 노원구 상계동,준주거,89.12.08,170,530,202101,202101,1040000,"토:6,117 만"
서울특별시 영등포구 영등포,준공업,81.05.08,198.2,335,202102,202102,1040000,"토:5,252 만"
서울특별시 중구 수표동,일반상업,65.06.17,80,343,202106,202106,1040000,"토:13,000 만"
서울특별시 은평구 대조동,일반상업,79.10.04,59,147,202112,202112,1040000,"토:17,796 만"
서울특별시 중구 오장동,일반상업,84.08.06,87,294,202203,202203,1040000,"토:11,954 만"
서울특별시 강남구 신사동,2종일반,02.03.12,65,160,202204,202204,1040000,"토:15,380 만
건:251 만"
서울특별시 동작구 사당동,3종일반,04.04.08,92.3,365,202206,202206,1040000,"토:11,304 만"
서울특별시 강남구 역삼동,2종일반,03.03.25,80,212,202206,202206,1040000,"토:13,000 만"
서울특별시 강남구 도곡동,3종일반,96.06.03,141,328,202207,202207,1040000,"토:7,375 만"
서울특별시 서초구 양재동,3종일반,89.08.19,107.8,432,202209,202209,1040000,"토:9,811 만"
서울특별시 중구 남대문로5,일반상업,59.10.30,34,116,202107,202107,1038500,"토:30,544 만"
서울특별시 영등포구 양평동,준공업,00.01.26,350,253.5,202109,202109,1038300,"토:2,966 만"
서울특별시 강동구 성내동,2종일반,87.09.25,215.8,592,202008,202008,1035000,"토:4,813 만"
서울특별시 서초구 방배동,2종일반,85.09.25,187,418,202007,202007,1030000,"토:5,508 만"
서울특별시 성동구 성수동2,준공업,91.09.12,129,299,202011,202011,1030000,"토:7,984 만"
서울특별시 강남구 논현동,1종일반,21.03.19,93,253.3,202103,202103,1030000,"토:9,987 만
건:400 만"
서울특별시 중구 필동3가,2종일반,09.06.29,160.6,527,202106,202106,1030000,"토:6,108 만
건:100 만"
서울특별시 강남구 청담동,1종일반,74.06.19,104,88,20211,202110,1030000,"토:9,903 만"
서울특별시 강남구 대치동,2종일반,02.12.12,99.2,247,20211,202110,1030000,"토:10,404 만"
서울특별시 동대문구 장안동,3종일반,78.11.27,216,546,202201,202201,1030000,"토:4,768 만"
서울특별시 서초구 잠원동,3종일반,02.10.14,85.4,269,202203,202203,1030000,"토:12,117 만"
서울특별시 관악구 봉천동,3종일반,80.11.24,165,323,202208,202208,1030000,"토:6,242 만"
서울특별시 강남구 논현동,2종일반,19.05.21,73,221,202205,202205,1030000,"토:13,029 만
건:356 만"
서울특별시 도봉구 창동,준공업,74.02.13,325,783,202209,202209,1030000,"토:3,169 만"
서울특별시 서초구 서초동,2종일반,96.08.28,133,425,202007,202007,1026000,"토:7,714 만"
서울특별시 강남구 역삼동,3종일반,91.03.23,133,528,202005,202005,1025000,"토:7,706 만"
서울특별시 용산구 갈월동,일반상업,68.10.05,98,348,202101,202101,1025000,"토:10,459 만"
서울특별시 도봉구 방학동,3종일반,92.08.14,259,901,202102,202102,1025000,"토:3,957 만"
서울특별시 강서구 등촌동,준주거,96.03.21,171.5,908,202011,202011,1024000,"토:5,988 만"
서울특별시 서초구 서초동,3종일반,90.06.20,131,424,202012,202012,1023000,"토:7,809 만"
서울특별시 노원구 상계동,3종일반,88.12.17,225,424,20211,202110,1022385,"토:4,543 만"
서울특별시 종로구 숭인동,일반상업,89.11.08,159,482,202005,202005,1020000,"토:6,415 만"
서울특별시 강남구 역삼동,3종일반,80.09.12,99,181,20201,202010,1020000,"토:10,303 만"
서울특별시 강남구 역삼동,1종일반,15.07.08,121,348,202011,202011,1020000,"토:7,471 만
건:333 만"
서울특별시 종로구 종로2가,일반상업,70.10.30,33,277,202101,202101,1020000,"토:30,909 만"
서울특별시 서초구 서초동,3종일반,87.10.15,119,300,202103,202103,1020000,"토:8,571 만"
서울특별시 서대문구 창천동,일반상업,67.09.11,97.8,273,20211,202110,1020000,"토:21,250 만"
서울특별시 종로구 인사동,일반상업,16.03.02,54,206,202207,202207,1020000,"토:17,935 만
건:250 만"
서울특별시 송파구 오금동,준주거,90.07.14,176,567,20211,202110,1019364,"토:5,791 만"
서울특별시 강남구 신사동,3종일반,80.07.26,68,87,202012,202012,1016000,"토:14,941 만"
서울특별시 강남구 신사동,2종일반,90.02.16,106,338,202003,202003,1015000,"토:9,575 만"
서울특별시 동대문구 장안동,준주거,07.02.09,166,679,202107,202107,1015000,"토:5,909 만
건:50 만"
서울특별시 강남구 역삼동,3종일반,95.05.22,114,79,202106,202106,1015000,"토:8,903 만"
서울특별시 서초구 서초동,3종일반,93.10.12,75,90,202107,202107,1015000,"토:13,533 만"
서울특별시 동작구 대방동,3종일반,82.12.13,181,326,202305,202305,1015000,"토:5,607 만"
서울특별시 동대문구 장안동,2종일반,87.07.02,526,340,202202,202202,1010000,"토:1,920 만"
서울특별시 강남구 청담동,3종일반,93.02.01,52,65,202303,202303,1010000,"토:19,423 만"
서울특별시 강남구 역삼동,2종일반,92.10.12,62,182,202206,202206,1007433,"토:16,248 만"
서울특별시 금천구 시흥동,2종일반,93.12.06,244,620,202208,202208,1007000,"토:4,127 만"
서울특별시 서초구 서초동,3종일반,84.08.14,104,270,202304,202304,1005850,"토:9,671 만"
서울특별시 중구 북창동,일반상업,83.05.00,83,769,202012,202012,1000009,"토:12,048 만"
서울특별시 서초구 서초동,3종일반,80.08.25,118,219,202102,202102,1000003,"토:8,474 만"
서울특별시 서초구 서초동,일반상업,87.09.21,60,138,202012,202012,1000000,"토:16,666 만"
서울특별시 강남구 논현동,3종일반,78.07.18,107,255,202002,202002,1000000,"토:9,345 만"
서울특별시 송파구 삼전동,3종일반,20.01.22,100,339,202002,202002,1000000,"토:8,644 만
건:400 만"
서울특별시 서초구 반포동,3종일반,85.06.20,125,271,202003,202003,1000000,"토:8,000 만"
서울특별시 동작구 본동,일반상업,70.08.01,194.2,300,202002,202002,1000000,"토:5,154 만"
서울특별시 구로구 개봉동,3종일반,70.10.10,481.3,176,202003,202003,1000000,"토:3,204 만"
서울특별시 강남구 논현동,3종일반,89.08.14,112,269,202003,202003,1000000,"토:8,928 만"
서울특별시 강남구 신사동,3종일반,05.03.08,101.5,415,202005,202005,1000000,"토:10,641 만
건:25 만"
서울특별시 양천구 목동,일반상업,12.04.18,151,413,202008,202008,1000000,"토:6,622 만"
서울특별시 영등포구 당산동,준공업,79.06.01,310,434,202004,202004,1000000,"토:3,225 만"
서울특별시 강남구 청담동,2종일반,96.09.10,92,328,202006,202006,1000000,"토:10,869 만"
서울특별시 중구 순화동,일반상업,�상,120,22.6,202007,202007,1000000,"토:8,333 만"
서울특별시 영등포구 영등포,일반상업,87.08.11,198,360,202006,202006,1000000,"토:5,050 만"
서울특별시 강남구 신사동,2종일반,93.06.28,106,288,202006,202006,1000000,"토:9,433 만"
서울특별시 송파구 거여동,3종일반,00.04.27,145.5,302,202008,202008,1000000,"토:6,944 만"
서울특별시 송파구 가락동,2종일반,92.11.18,220,792,202009,202009,1000000,"토:4,545 만"
서울특별시 송파구 석촌동,준주거,82.10.20,103,91,20201,202010,1000000,"토:9,708 만"
서울특별시 송파구 오금동,3종일반,90.12.11,171,495,202011,202011,1000000,"토:5,847 만"
서울특별시 강남구 논현동,2종일반,19.11.22,84,263,202011,202011,1000000,"토:10,730 만
건:375 만"
서울특별시 송파구 방이동,일반상업,91.10.26,100,317,202012,202012,1000000,"토:10,000 만"
서울특별시 강남구 논현동,3종일반,84.10.24,99,268,202012,202012,1000000,"토:10,101 만"
서울특별시 서초구 서초동,3종일반,85.01.17,125,322,202101,202101,1000000,"토:8,000 만"
서울특별시 중랑구 상봉동,근린상업,70.06.10,111,108,202012,202012,1000000,"토:9,009 만"
서울특별시 강남구 논현동,2종일반,96.08.24,100,360,202102,202102,1000000,"토:10,000 만"
서울특별시 용산구 한남동,2종일반,57.10.10,60,49,202103,202103,1000000,"토:16,666 만"
서울특별시 동대문구 제기동,3종일반,88.12.30,184,640,202103,202103,1000000,"토:5,434 만"
서울특별시 도봉구 방학동,2종일반,94.01.08,409,1124,202012,202012,1000000,"토:2,444 만"
서울특별시 서초구 양재동,3종일반,90.11.03,111,326,202104,202104,1000000,"토:9,009 만"
서울특별시 강서구 등촌동,준공업,78.12.22,202,128,202104,202104,1000000,"토:4,950 만"
서울특별시 동작구 상도동,3종일반,19.11.07,68,216,202105,202105,1000000,"토:13,558 만
건:361 만"
서울특별시 강서구 화곡동,3종일반,93.12.30,182,483,202104,202104,1000000,"토:5,494 만"
서울특별시 양천구 신월동,3종일반,89.07.17,290,812,202105,202105,1000000,"토:3,448 만"
서울특별시 송파구 잠실동,3종일반,89.12.26,115,320,202105,202105,1000000,"토:8,695 만"
서울특별시 중구 충무로4가,일반상업,57.11.01,77,304,202107,202107,1000000,"토:12,987 만"
서울특별시 서초구 서초동,3종일반,93.05.10,148,149,202107,202107,1000000,"토:6,756 만"
서울특별시 강남구 청담동,2종일반,16.10.12,70,196,202108,202108,1000000,"토:13,515 만
건:275 만"
서울특별시 강남구 논현동,3종일반,02.12.17,82,225,202109,202109,1000000,"토:12,195 만"
서울특별시 종로구 동숭동,3종일반,77.10.13,123,132,202112,202112,1000000,"토:8,130 만"
서울특별시 서초구 서초동,3종일반,91.09.14,106,446,202201,202201,1000000,"토:9,433 만"
서울특별시 관악구 봉천동,3종일반,80.02.09,237,384.3,202202,202202,1000000,"토:4,219 만"
서울특별시 강남구 신사동,2종일반,96.07.02,61,138,202203,202203,1000000,"토:16,393 만"
서울특별시 강남구 개포동,준주거,87.12.24,103,251,202204,202204,1000000,"토:9,708 만"
서울특별시 서초구 방배동,3종일반,80.03.03,89,187,202207,202207,1000000,"토:11,235 만"
서울특별시 관악구 신림동,일반상업,72.04.14,66,175,202206,202206,1000000,"토:15,151 만"
서울특별시 용산구 이태원동,3종일반,94.11.03,82.9,328,202111,202111,1000000,"토:12,195 만"
서울특별시 종로구 종로3가,일반상업,972.09.0,40,144,202207,202207,1000000,"토:25,000 만"
서울특별시 양천구 신정동,3종일반,93.01.09,203,746,202208,202208,1000000,"토:4,926 만"
서울특별시 강남구 청담동,2종일반,21.12.06,50,139,202301,202301,1000000,"토:18,584 만
건:509 만"
서울특별시 강남구 논현동,3종일반,22.08.12,75,202,202302,202302,1000000,"토:11,246 만
건:775 만"
서울특별시 송파구 송파동,3종일반,03.12.29,91,342,202302,202302,1000000,"토:10,989 만"
서울특별시 중구 오장동,일반상업,11.12.06,69,269,202303,202303,1000000,"토:14,102 만
건:100 만"
서울특별시 중구 남대문로5,일반상업,84.11.29,6156.1,25064,202112,202112,112706778,"토:18,308 만"
서울특별시 중구 남대문로5,일반상업,20.07.08,2526,37925,202007,202007,93933417,"토:31,181 만
건:400 만"
서울특별시 중구 을지로6가,일반상업,99.10.14,2847,37082,202009,202009,80000000,"토:28,099 만"
서울특별시 강서구 가양동,준공업,00.02.28,6919,16060,202106,202106,68200000,"토:9,856 만"
서울특별시 종로구 평동,일반상업,20.06.17,1930,26083,202001,202001,65630000,"토:28,599 만
건:400 만"
서울특별시 영등포구 여의도,일반상업,95.05.24,1441,21167,202201,202201,63950000,"토:44,378 만"
서울특별시 종로구 종로2가,일반상업,99.09.02,1515,18332,20221,202210,62145141,"토:41,019 만"
서울특별시 구로구 오류동,2종일반,01.03.28,16646.2,121,202203,202203,55100000,"토:3,310 만"
서울특별시 중구 남대문로5,일반상업,02.01.03,1158,18153,202207,202207,49014025,"토:42,326 만"
서울특별시 강남구 대치동,일반상업,95.10.14,1089,13670,202211,202211,48112100,"토:44,180 만"
서울특별시 중구 남대문로5,일반상업,94.06.18,1847,17416,202303,202303,46153000,"토:24,988 만"
서울특별시 종로구 관철동,일반상업,70.06.05,695.9,12294.5,202105,202105,44200000,"토:63,597 만"
서울특별시 서초구 서초동,일반상업,99.05.25,538,9050,202206,202206,43000000,"토:79,925 만"
서울특별시 중구 남대문로5,일반상업,70.08.20,1199,9818,202212,202212,41581400,"토:34,680 만"
서울특별시 서초구 양재동,일반상업,12.07.09,1060,13338,202201,202201,40000000,"토:32,870 만
건:386 만"
서울특별시 강남구 역삼동,일반상업,01.08.31,693,10583,202007,202007,36050000,"토:52,020 만"
서울특별시 서초구 서초동,일반상업,79.04.04,605,2680,202007,202007,34000000,"토:56,198 만"
서울특별시 영등포구 여의도,일반상업,98.05.29,961,13570,202104,202104,33600000,"토:34,963 만"
서울특별시 강서구 등촌동,준공업,99.02.21,3156,2591.2,202205,202205,31250000,"토:9,901 만"
서울특별시 중구 남대문로5,일반상업,85.08.01,932,8439,202301,202301,30800000,"토:33,047 만"
서울특별시 중구 을지로2가,중심상업,87.09.00,827,8477,202203,202203,30600000,"토:37,001 만"
서울특별시 송파구 문정동,준주거,00.07.12,3282,22560,202304,202304,28500000,"토:8,683 만"
서울특별시 중구 을지로2가,일반상업,16.03.23,598,9327,202009,202009,27981400,"토:42,112 만
건:300 만"
서울특별시 강남구 도곡동,일반상업,02.12.04,817,12535,202004,202004,27130700,"토:33,207 만"
서울특별시 금천구 가산동,준공업,04.10.14,3194,17135,202201,202201,27044224,"토:8,467 만"
서울특별시 영등포구 여의도,일반상업,94.03.04,961,12233,20201,202010,26660000,"토:27,741 만"
서울특별시 중구 서소문동,일반상업,70.07.18,433,5742,202304,202304,26320000,"토:30,268 만"
서울특별시 강남구 역삼동,일반상업,97.08.28,398,6435,202205,202205,25818700,"토:64,871 만"
서울특별시 용산구 이태원동,2종일반,98.01.21,2120.8,99,202111,202111,25500000,"토:12,028 만"
서울특별시 중구 순화동,일반상업,07.01.02,826,10337,202001,202001,25200000,"토:26,672 만
건:306 만"
서울특별시 금천구 가산동,준공업,06.06.05,2653,1964,20221,202210,24500000,"토:9,131 만
건:140 만"
서울특별시 영등포구 여의도,일반상업,92.08.08,1285,11255,202211,202211,24500000,"토:19,066 만"
서울특별시 강남구 청담동,일반상업,94.09.26,634.6,4343.5,202212,202212,24000000,"토:37,854 만"
서울특별시 서대문구 미근동,일반상업,10.12.30,584,9115,202206,202206,22800000,"토:33,376 만
건:362 만"
서울특별시 용산구 한강로2,일반상업,05.09.26,720,8088,202108,202108,22555550,"토:31,327 만"
서울특별시 강남구 삼성동,일반상업,92.07.02,397,1292,202109,202109,22543200,"토:56,783 만"
서울특별시 종로구 운니동,일반상업,80.10.14,1541,9499,202212,202212,22323000,"토:14,486 만"
서울특별시 용산구 한강로3,일반상업,81.11.03,2959.1,5835.8,202202,202202,22110330,"토:7,472 만"
서울특별시 관악구 신림동,일반상업,09.06.30,1064.4,11422,20201,202010,22000000,"토:19,334 만
건:125 만"
서울특별시 마포구 동교동,3종일반,�상,1430,2821,202108,202108,21510000,"토:15,041 만"
서울특별시 강남구 역삼동,일반상업,84.10.11,379,1974,202104,202104,21100000,"토:55,672 만"
서울특별시 중구 남대문로5,일반상업,85.08.01,932,8439,202105,202105,20591100,"토:22,093 만"
서울특별시 구로구 구로동,준공업,05.10.19,4866.3,18119,202011,202011,20000000,"토:4,017 만
건:25 만"
서울특별시 강남구 역삼동,일반상업,20.08.25,423,5496,202102,202102,20000000,"토:41,397 만
건:452 만"
서울특별시 용산구 한강로3,준주거,90.05.15,1502,2523,202303,202303,20000000,"토:13,315 만"
서울특별시 중구 순화동,일반상업,02.04.29,581,8352,202211,202211,19651400,"토:33,823 만"
서울특별시 중구 순화동,일반상업,07.02.09,553,6586,202206,202206,18600000,"토:33,634 만"
서울특별시 강남구 역삼동,일반상업,85.10.29,893.7,7416,202005,202005,18100000,"토:20,268 만"
서울특별시 도봉구 방학동,근린상업,03.11.19,2397,11652,202101,202101,17500000,"토:7,300 만"
서울특별시 강남구 역삼동,일반상업,94.12.01,439,4373,202106,202106,17480000,"토:39,817 만"
서울특별시 중구 회현동1가,준주거,79.11.30,732,8220,202204,202204,17347937,"토:23,699 만"
서울특별시 강남구 역삼동,일반상업,07.12.14,480,5943,202011,202011,17234439,"토:34,543 만
건:110 만"
서울특별시 강남구 대치동,일반상업,03.12.19,344,4593,202107,202107,17000000,"토:49,418 만"
서울특별시 강남구 삼성동,일반상업,93.12.30,423,6088,202009,202009,16742688,"토:39,580 만"
서울특별시 강남구 대치동,일반상업,95.07.21,192,1404,202209,202209,16300000,"토:84,895 만"
서울특별시 중구 초동,일반상업,12.05.01,1134.9,1355,202103,202103,16000000,"토:11,911 만
건:200 만"
서울특별시 서초구 잠원동,3종일반,79.05.02,921,4938,202008,202008,15927113,"토:17,293 만"
서울특별시 동대문구 용두동,준주거,05.12.27,2395,13061,202112,202112,15900000,"토:6,638 만"
서울특별시 강서구 가양동,준공업,00.10.10,3449,13641,202012,202012,15412900,"토:4,468 만"
서울특별시 강동구 길동,일반상업,77.11.15,2334,4022.7,202008,202008,15212344,"토:6,517 만"
서울특별시 강남구 논현동,노선상업,85.05.24,984,3721,202004,202004,15200000,"토:15,447 만"
서울특별시 서초구 방배동,2종일반,86.04.16,1499,458,202306,202306,14743760,"토:9,835 만"
서울특별시 서초구 서초동,일반상업,94.04.30,517,994,202007,202007,14500000,"토:28,046 만"
서울특별시 용산구 한남동,일반상업,71.09.15,566.9,223.4,202201,202201,14500000,"토:25,618 만"
