,grid_idx,bd_diff,bs_diff,pp_diff,sum_diff,phase,geom_dist,geom_feature_dist,pw_dist,final_cal
125,36187,0.7023044679383372,0.49394129893716,0.35413685619140733,4.520264958400589,60,1.676305461424021,7.577344836850532,9.729411226260119,93.80077288481392
99,37651,0.917488121571491,0.5282812921131907,0.9903185881925126,4.707689219976511,60,3.1016124838541645,14.601427654784821,9.729411226260119,93.80077288481392
124,37714,0.7637712922150739,0.7570903152007531,1.0501035035264865,4.463518638839336,61,3.195309061734091,14.262321553902346,9.759640378186452,120.53758073025098
125,37715,1.3406217958865085,1.1888065339986111,1.061981513307711,4.499902996486656,61,3.2310988842807022,14.539631551319424,9.759640378186452,120.53758073025098
128,36188,0.6052436312706158,0.4251576516785939,0.4133618247578022,4.6556867872656165,61,1.772004514666935,8.24989800590987,9.759640378186452,120.53758073025098
158,37779,0.49605685912477304,0.7073240024853451,1.0306362106977738,3.4193965024010504,62,3.361547262794322,11.49446295305473,9.752473639245064,120.05587761167459
157,37778,0.6848773520322304,0.6674073573085468,1.0301360685609988,4.162626541829265,62,3.3241540277189325,13.837211784911483,9.752473639245064,120.05587761167459
20,36934,0.6471456882642476,0.3910606814063414,0.8964392407992305,4.684883128544116,62,2.4758836806279896,11.599225683611776,9.752473639245064,120.05587761167459
176,37840,0.540469008125678,0.6460549431557218,1.0083531099954082,4.459501548840486,63,3.4176014981270124,15.240799174216978,9.736815584063832,110.14291046576199
87,37119,0.7361673250338129,0.6289562807926505,0.5807905595299975,4.705139776091905,63,2.1840329667841556,10.276180384312141,9.736815584063832,110.14291046576199
1,36353,0.8101421587026147,0.5683106461191862,0.46894103019225114,4.706384558852385,63,1.7888543819998317,8.419036641479433,9.736815584063832,110.14291046576199
3,36354,0.8082841036153358,0.5301703054323565,0.5205686535900708,3.53113750828948,64,1.8788294228055935,6.634405046546705,9.727700783780625,104.3804493302688
9,37903,0.9592126578224576,0.9145725184589324,1.069485944906482,4.414660548860123,64,3.54682957019364,15.65804857706437,9.727700783780625,104.3804493302688
24,36928,0.6640907124268105,0.3203325432167909,0.4880439266039819,4.6922114960918675,64,2.1095023109728985,9.898230994579396,9.727700783780625,104.3804493302688
30,37964,0.31300884159120207,0.8100522714071571,1.196899373236092,3.845691604042087,65,3.6769552621700474,14.140435980165723,9.761075559657579,123.56777050451186
3,36355,0.5427103909716119,0.424449613847315,0.5512230412367546,4.081961503849831,65,1.969771560359221,8.040531680764554,9.761075559657579,123.56777050451186
12,37904,1.3592601918741989,1.6221530760280882,1.100033663188374,4.406725633100679,65,3.5846896657869842,15.79674383693461,9.761075559657579,123.56777050451186
195,37843,0.7448382704884381,0.7724291562204376,1.1363097293506557,3.022615106780846,66,3.5341194094144583,10.682282716063543,9.792299876848114,118.96946183810385
50,38025,1.1066318398269948,0.9041658979373156,1.3224248705087276,3.4528544929898266,66,3.8078865529319543,13.148078193086642,9.792299876848114,118.96946183810385
12,37905,0.47534808568580306,0.7122746023178107,1.1712369569768462,3.4807724788491776,66,3.6249137920783716,12.617500165667206,9.792299876848114,118.96946183810385
195,37844,1.147117620191058,0.8653899419194885,1.2475899274249749,3.5867203322909376,67,3.5777087639996634,12.832240766853072,9.83582774653449,138.02108821486783
50,38024,0.7267719547952108,0.780399345742965,1.2522412812495862,3.6685031309684306,67,3.769615364994153,13.828845769027755,9.83582774653449,138.02108821486783
30,37965,0.7358265310720498,0.8288689994685203,1.2415499061955964,4.153824566860072,67,3.7161808352124095,15.436363248199887,9.83582774653449,138.02108821486783
30,37966,0.6627512583440418,0.7177313131986133,1.3042394257414849,4.390888008485945,68,3.757658845611187,16.4994591651753,9.834431989557887,144.4246215070689
12,37906,0.8142926707089245,0.7963827851098493,1.2411316400556878,4.436104346160162,68,3.6674241641784495,16.26907627392482,9.834431989557887,144.4246215070689
162,37259,0.711792448637887,0.4314257947974049,0.594904132670239,4.6355455686641385,68,2.435159132377184,11.288291125083063,9.834431989557887,144.4246215070689
132,36686,0.5814675864686405,0.3534101540476631,0.6973263958999043,4.643018757782376,69,2.2022715545545237,10.225188137527207,9.7953672564373,93.14303703013088
116,36137,0.7161352803927543,0.5989502376553565,0.3943286071337724,4.657924622663737,69,1.8439088914585775,8.588788627473503,9.7953672564373,93.14303703013088
3,36865,0.8291773101373847,0.5703779653580785,0.40638339660065287,4.667617677425246,69,2.080865204668481,9.712683213649704,9.7953672564373,93.14303703013088
95,36089,0.8726342474927411,0.5973734860370158,0.41238136176767853,4.240284149251317,70,1.9235384061671346,8.156349414146643,9.756262753641957,87.98701091565226
119,36138,0.4751570503453641,0.4720069618354312,0.4465598089662936,4.305882778914507,70,1.9416487838947598,8.360512061272741,9.756262753641957,87.98701091565226
165,36745,0.6604386514888279,0.4760033618154401,0.6771172984393421,4.64841524175346,70,2.2671568097509267,10.538686269891357,9.756262753641957,87.98701091565226
122,36139,0.6095573481341733,0.5718965178282316,0.508000259543362,3.5303329091908138,71,2.039607805437114,7.200494557377098,9.721575693228015,75.23036972365175
98,36090,0.5852973125833354,0.5438835151211876,0.472798809033385,3.7113878715591744,71,2.0223748416156684,7.505817458918798,9.721575693228015,75.23036972365175
147,36191,0.818843988496141,0.6156515068161704,0.54377599363073,4.127555899211121,71,2.0615528128088303,8.509174474044366,9.721575693228015,75.23036972365175
148,36192,0.3365957065806551,0.5108269243630156,0.6802041196112476,3.96545337416848,72,2.15870331449229,8.560237342282132,9.691460595536268,84.2105622311012
74,36043,0.991044540293922,0.6886162460402496,0.37291229979195784,4.287882504099695,72,1.9104973174542799,8.191988021641608,9.691460595536268,84.2105622311012
99,36091,0.5160509222359956,0.5733379165418048,0.5961821768280336,4.3912400850857445,72,2.1213203435596424,9.315226925946964,9.691460595536268,84.2105622311012
