,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
36261,31371,POINT (958185.230213883 1940415.54807064),25405.406351011745,25253.635929876862,24650.43712967167,313371.6081798735,215416.28423763678,249405.96599890513
36262,31372,POINT (958185.230213883 1940515.54807064),28911.826767478324,28681.76345288223,27894.078930515956,344642.70099550043,236927.64109558944,274312.647310991
36263,31373,POINT (958185.230213883 1940615.54807064),33836.82293160445,33525.95365201219,32616.363897883613,378888.3930234644,260487.88801312092,301591.8120636729
36264,31374,POINT (958185.230213883 1940715.54807064),36881.45196024636,36532.29225009382,35540.72593073517,416357.3879670426,286268.8464793633,331442.45701622573
36265,31375,POINT (958185.230213883 1940815.54807064),41164.94451742687,40939.584554092886,40100.25059318477,491023.508879786,341950.5535460264,395430.3686449437
36266,31376,POINT (958185.230213883 1940915.54807064),44812.34692400382,44556.56924386283,43646.75090236916,538528.3137635608,375002.49108544877,433660.23536581674
36267,31377,POINT (958185.230213883 1941015.54807064),48744.88413926273,48454.83976333741,47469.50963823839,590242.2751637474,410979.63436259225,475274.9279748755
36268,31378,POINT (958185.230213883 1941115.54807064),53329.41397712772,52986.532972762914,51922.00131413982,697807.2894037556,486763.32655476255,561347.3518553762
36269,31379,POINT (958185.230213883 1941215.54807064),59814.99216263132,59410.802801029655,58253.01243617952,913439.3811446589,636227.6477636327,733414.6975405039
36270,31380,POINT (958185.230213883 1941315.54807064),64929.66612467723,64474.31698063668,63223.74216801543,1061564.864415024,739121.4174682581,853700.453671026
36271,31381,POINT (958185.230213883 1941415.54807064),70327.94960001254,69817.87488412019,68471.46186612522,1484462.287117882,992226.026666368,1168223.3376520867
36272,31382,POINT (958185.230213883 1941515.54807064),73281.22871113225,72780.87566364315,71421.50579395365,1621057.7272350152,1082883.5443189614,1275358.4766173977
36273,31383,POINT (958185.230213883 1941615.54807064),71091.35511906615,70732.41767826136,69527.98589543092,1768486.2055238327,1180611.9939405196,1390920.9967678406
36274,31384,POINT (958185.230213883 1941715.54807064),68959.45215328952,68743.91516485353,67699.92213238147,1927147.0063153603,1285641.5233777515,1515203.2726354885
36275,31385,POINT (958185.230213883 1941815.54807064),69167.88181533269,69078.3700519014,68141.98818652162,2097299.750852913,1398100.5868074424,1648382.5459472986
36276,31386,POINT (958185.230213883 1941915.54807064),67922.7204788813,67964.39158992805,67178.04873376369,2438493.2523354567,1635325.7190914305,1931822.213484741
36277,31387,POINT (958185.230213883 1942015.54807064),69613.42028668667,69752.40727910816,69061.80985770076,2663992.6103018387,1786137.480359875,2110176.476825524
36278,31388,POINT (958185.230213883 1942115.54807064),69247.16232623208,69505.58003834133,68958.74984396242,2886127.969067347,1933428.397605779,2285347.2179485853
36279,31389,POINT (958185.230213883 1942215.54807064),69201.44558866386,69575.21413156872,69172.78212782623,3228595.696323111,2159060.989571527,2558503.394609235
36280,31390,POINT (958185.230213883 1942315.54807064),69453.53475601618,69939.2954271657,69683.36211593797,3492343.731789216,2333668.508744165,2767895.293147705
36281,31391,POINT (958185.230213883 1942415.54807064),69980.72428614876,70575.93563657664,70470.13822985388,3756125.68374776,2506891.2362871463,2975605.0260390267
36282,31392,POINT (958185.230213883 1942515.54807064),74871.87577788101,75495.6744178406,75621.52160954525,4025395.3842761577,2682832.9525141586,3187213.3161404524
36283,31393,POINT (958185.230213883 1942615.54807064),76173.76439352465,76899.13639108198,77196.83903173576,4296523.604936265,2858841.9386679847,3399723.275613461
36284,31394,POINT (958185.230213883 1942715.54807064),77697.3697058619,78524.81424985746,79004.2447115474,4565702.866415619,3032128.6992689804,3609985.5393104716
36285,31395,POINT (958185.230213883 1942815.54807064),79419.28143532672,80350.81728051296,81023.88314422705,4869493.668044528,3232292.593823679,3850998.7400305453
36286,31396,POINT (958185.230213883 1942915.54807064),81314.76820518025,82354.15824981201,83234.8896854652,5644051.144655782,3721258.591794192,4444472.484130279
36287,31397,POINT (958185.230213883 1943015.54807064),84668.55953210032,85809.9758340818,86858.82476634839,5936998.938324582,3903675.402993474,4669768.554439276
36288,31398,POINT (958185.230213883 1943115.54807064),86963.927659506,88225.41841956231,89510.425937959,6228670.333095977,4083090.9741377267,4892979.595443704
36289,31399,POINT (958185.230213883 1943215.54807064),89353.106172189,90744.16625348726,92284.43632187454,6523588.791868537,4262480.455527215,5117682.128534613
36290,31400,POINT (958185.230213883 1943315.54807064),91793.86171209926,93325.19806178963,95140.14405835855,6896282.618492666,4502530.429610549,5411532.372408332
36291,31401,POINT (958185.230213883 1943415.54807064),96860.1465874298,98507.89057641347,100611.95798428428,7239263.368982862,4708818.789023578,5670716.459057202
36292,31402,POINT (958185.230213883 1943515.54807064),99393.18032040686,101193.27729380173,103597.61160410341,7685817.814466431,4987892.806832237,6018095.585771568
36293,31403,POINT (958185.230213883 1943615.54807064),103626.28450602718,105196.75664897833,107797.16594757428,8068127.326915121,5217707.372896919,6308637.786201444
36294,31404,POINT (958185.230213883 1943715.54807064),106923.67505593812,108655.81702240366,111414.91887006784,8480692.581784135,5465100.814573757,6621809.379566276
36295,31405,POINT (958185.230213883 1943815.54807064),108195.56658307182,109848.94460718671,112601.83715457421,8896467.146470632,5707266.793279311,6933179.839336161
36296,31406,POINT (958185.230213883 1943915.54807064),108608.58014546419,110067.32241343487,112646.87959915023,9429882.743305039,6036411.726001381,7345528.627609156
36297,31407,POINT (958185.230213883 1944015.54807064),108530.57765010987,109745.63061759504,112080.77069778494,9955772.298725491,6351344.021275484,7744341.997891609
36298,31408,POINT (958185.230213883 1944115.54807064),105967.07570299706,107004.38118499704,109226.56036069125,10464697.860528585,6650068.049186598,8128129.949948421
36299,31409,POINT (958185.230213883 1944215.54807064),105584.15717267848,106368.44575503113,108328.97154794821,11028700.483595468,6988285.329647148,8556129.347586999
36300,31410,POINT (958185.230213883 1944315.54807064),105554.66941141292,106102.97354280265,107792.27859554887,11418022.012468185,7227284.027147113,8857683.395187633
36308,31411,POINT (958285.230213883 1940515.54807064),29309.439993632634,29123.310342435063,28419.39354613046,344634.4838094807,237252.3957703323,274713.35562527523
36309,31412,POINT (958285.230213883 1940615.54807064),33112.65767429068,32845.43956621572,31951.279446483604,378935.52512223704,260897.10270578065,302093.77831222094
36310,31413,POINT (958285.230213883 1940715.54807064),37213.390378893164,36884.25089506185,35894.57138199198,449389.5985014723,313627.3796965355,362679.6117632071
36311,31414,POINT (958285.230213883 1940815.54807064),41475.91885723914,41271.63955533751,40433.44922509433,493279.5371270022,344252.69864022505,398103.5392782225
36312,31415,POINT (958285.230213883 1940915.54807064),45083.091754058034,44851.18820193966,43944.112117654186,541159.5863991149,377662.8512273242,436750.08167423354
36313,31416,POINT (958285.230213883 1941015.54807064),49289.98316120232,49012.93456532751,48034.83851309557,593322.0854846921,414062.35988442827,478856.1692751716
36314,31417,POINT (958285.230213883 1941115.54807064),53392.326849284065,53081.27630521915,52027.32107475834,650061.3938164378,453657.3757486056,524660.6798228661
36315,31418,POINT (958285.230213883 1941215.54807064),59619.72158006168,59255.66252880542,58117.34735530906,857798.9489111805,597748.2729418625,690624.1070129566
36316,31419,POINT (958285.230213883 1941315.54807064),64142.64383063197,63743.32040843369,62530.508946660644,989898.533037958,690702.9970437369,796495.554261431
36317,31420,POINT (958285.230213883 1941415.54807064),68175.01444608867,67755.84633546676,66489.44876621285,1473954.580773085,986358.9906087245,1161606.760957961
36318,31421,POINT (958285.230213883 1941515.54807064),70270.89622100977,69883.27095135662,68629.9146095543,1610047.680066836,1076866.6557280424,1268583.6352689776
36319,31422,POINT (958285.230213883 1941615.54807064),69891.95201803496,69600.59134184147,68444.22650187425,1757088.9289818397,1174552.1513557853,1384113.22870549
36320,31423,POINT (958285.230213883 1941715.54807064),70502.3602070476,70322.21533192103,69251.08438076681,1915536.1399034392,1279689.2967100625,1508538.7722253506
36321,31424,POINT (958285.230213883 1941815.54807064),69273.33185716461,69219.58043420952,68287.49882407548,2234534.52714362,1501956.3951580082,1773987.4484213837
36322,31425,POINT (958285.230213883 1941915.54807064),68237.56808772973,68308.40156342297,67517.3963670448,2448681.1555376705,1645858.9686033018,1943961.6320064892
36323,31426,POINT (958285.230213883 1942015.54807064),69124.62239697903,69301.41767347754,68620.11943305853,2660123.5539236274,1786792.9377206722,2111365.8623483023
36324,31427,POINT (958285.230213883 1942115.54807064),68808.84517677125,69100.97308217462,68558.2488332532,2884483.8807082027,1936062.1508893385,2288878.4706285996
36325,31428,POINT (958285.230213883 1942215.54807064),68789.29625803887,69192.7130367899,68789.4465819823,3229177.894680736,2163746.929753412,2564420.568442108
36326,31429,POINT (958285.230213883 1942315.54807064),70361.87702790753,70846.36028092554,70547.24169604355,3487362.7460787385,2334530.192271804,2768607.7181549715
36327,31430,POINT (958285.230213883 1942415.54807064),71845.67225269979,72420.40132029813,72244.23184713087,3764550.171928796,2518054.984371357,2989116.7380800378
36328,31431,POINT (958285.230213883 1942515.54807064),74403.16793239271,75041.12601893314,75130.20037574107,4038583.703454551,2697841.769473356,3205247.9239964155
36329,31432,POINT (958285.230213883 1942615.54807064),75649.5945866923,76384.25577666731,76637.86298625718,4314015.8883493785,2877345.0652046422,3421880.689699553
36330,31433,POINT (958285.230213883 1942715.54807064),78171.74985271119,78989.89111286936,79407.33985548218,4585829.78455001,3052891.5119770076,3634840.630929666
36331,31434,POINT (958285.230213883 1942815.54807064),79884.0212046423,80799.48144217677,81400.3655007299,5001274.109745997,3333892.069549729,3968648.005323279
36332,31435,POINT (958285.230213883 1942915.54807064),82951.60202039503,83956.75810362215,84702.76658196299,5284374.96734466,3514255.991427032,4189110.6034856164
36333,31436,POINT (958285.230213883 1943015.54807064),85088.00713342839,86196.54640321499,87146.67743943172,5893153.616902538,3879590.94347232,4642852.565788845
36334,31437,POINT (958285.230213883 1943115.54807064),87338.01311696264,88555.4099938196,89723.80509461576,6173220.35558881,4051114.7586348252,4856886.379839432
36335,31438,POINT (958285.230213883 1943215.54807064),89851.155170374,91186.99394195946,92573.86542034858,6455974.398675082,4222149.406398905,5071878.187786741
36336,31439,POINT (958285.230213883 1943315.54807064),92270.78274024957,93726.32671400311,95355.29479242781,6818453.404355005,4455276.4588935785,5357651.9632185185
36337,31440,POINT (958285.230213883 1943415.54807064),96324.03239424023,97875.38098449154,99784.31029325402,7134760.808572665,4645353.14680637,5597909.688312416
36338,31441,POINT (958285.230213883 1943515.54807064),98750.01314634661,100413.66889679899,102564.12680827633,7492988.060781378,4859332.625691957,5867970.663498713
36339,31442,POINT (958285.230213883 1943615.54807064),102779.84078089775,104177.16818393892,106452.83836689782,7970263.229432745,5156770.116700819,6238955.147781662
36340,31443,POINT (958285.230213883 1943715.54807064),105849.98389546575,107247.86398985745,109611.48133399028,8384375.901860444,5405230.922055564,6553516.108509127
36341,31444,POINT (958285.230213883 1943815.54807064),108357.24296286123,109782.80502448053,112138.15398617044,8884208.578138487,5714532.253175128,6940663.068092153
36342,31445,POINT (958285.230213883 1943915.54807064),109217.24808236267,110494.62945623243,112742.85486905246,9333832.897457099,5978992.5504936185,7280605.5101300925
36343,31446,POINT (958285.230213883 1944015.54807064),108468.41658230775,109600.67779926985,111787.12347144607,9882441.823401518,6308495.292840072,7697152.600904657
36353,31447,POINT (958385.230213883 1940915.54807064),45387.67971050367,45175.05567223226,44282.02485498586,542429.2873344813,379372.92832370603,438737.5878523792
36354,31448,POINT (958385.230213883 1941015.54807064),49077.57515877765,48840.110605518246,47880.328017786946,594902.5675114387,416097.89984476264,481222.4100632742
36355,31449,POINT (958385.230213883 1941115.54807064),52888.53632419071,52626.215549668326,51599.74701753263,652036.4576412501,456091.2756569447,527490.5054622346
36356,31450,POINT (958385.230213883 1941215.54807064),58675.176917168974,58372.97758014407,57276.53153776208,714145.0054483975,499575.0798187126,577799.3061683526
36357,31451,POINT (958385.230213883 1941315.54807064),62473.48273158816,62155.600182078044,61006.992923874874,934541.6838942964,652620.2650753924,754094.067914177
36358,31452,POINT (958385.230213883 1941415.54807064),65599.69627477882,65285.764229847606,64111.277362710105,1411661.9218877424,943692.4522976829,1113845.245092282
36359,31453,POINT (958385.230213883 1941515.54807064),67445.91206599167,67170.56458133204,66015.90302305105,1545182.6974246416,1032592.8872177748,1219022.658542846
36360,31454,POINT (958385.230213883 1941615.54807064),69737.14161228851,69527.43338578133,68396.62957766815,1742431.2833054601,1166397.1897410366,1374762.8106614635
36361,31455,POINT (958385.230213883 1941715.54807064),69414.26243075472,69305.34156047361,68275.88481560466,1916775.6715292293,1283380.015312716,1512445.3921538638
36362,31456,POINT (958385.230213883 1941815.54807064),68762.81817850049,68765.37509719642,67854.6142269133,2240290.7622605287,1509276.885672457,1782190.1281052697
36363,31457,POINT (958385.230213883 1941915.54807064),68101.8991390306,68218.55807358457,67434.3686929354,2439471.625965558,1642644.704507729,1940435.3761661453
36364,31458,POINT (958385.230213883 1942015.54807064),69206.08759756625,69420.9879096693,68736.01264277151,2652668.3319125744,1785221.0587946097,2109759.3232085872
36365,31459,POINT (958385.230213883 1942115.54807064),70329.08168947668,70626.65652288009,70034.81166511838,2879747.528977038,1936852.4883553963,2290027.8243700624
36366,31460,POINT (958385.230213883 1942215.54807064),70502.26255438208,70903.33657266894,70440.50811950589,3227236.3897675974,2167051.2446853574,2568433.5264040865
36367,31461,POINT (958385.230213883 1942315.54807064),70929.85820455296,71430.84149886924,71099.20820727159,3490642.0959840384,2342044.4796619304,2777512.3328623255
36368,31462,POINT (958385.230213883 1942415.54807064),71605.96730650165,72203.66252944074,72006.25432095547,3774154.0939862463,2530572.512702612,3003798.2730863346
36369,31463,POINT (958385.230213883 1942515.54807064),72517.52655255202,73209.41048171523,73150.34792716794,4056024.791641178,2716461.3335516592,3227009.225741898
36370,31464,POINT (958385.230213883 1942615.54807064),75418.7918951097,76163.53666577884,76371.59373950734,4339431.442070101,2902162.200441358,3450829.141522494
36371,31465,POINT (958385.230213883 1942715.54807064),76905.61478356275,77738.72066336591,78108.48255934988,4766371.356737684,3193265.8522723545,3795382.76038117
36372,31466,POINT (958385.230213883 1942815.54807064),79603.42343043105,80512.40092738895,81043.49880036476,5044047.78612418,3372341.8625283474,4013229.18925855
36373,31467,POINT (958385.230213883 1942915.54807064),82670.32706035727,83658.37015093643,84319.09389097628,5305225.388313356,3538008.229541163,4216611.7454817565
36374,31468,POINT (958385.230213883 1943015.54807064),85842.90732850661,86912.41843152881,87725.89279448394,5631890.500993852,3752326.384976825,4476081.899005925
36375,31469,POINT (958385.230213883 1943115.54807064),88117.51434851176,89280.47895465477,90288.29675145469,6163412.363250689,4057029.171024981,4862181.566752713
36376,31470,POINT (958385.230213883 1943215.54807064),90448.68136565675,91707.78480981228,92918.84217574705,6427879.181336323,4215786.550502089,5062704.775715889
36377,31471,POINT (958385.230213883 1943315.54807064),94396.20348172107,95727.28241149627,97178.11818768948,6773395.202332477,4437704.626764239,5335186.265469396
36378,31472,POINT (958385.230213883 1943415.54807064),96836.90296847315,98258.75525951151,99917.9721291694,7073970.080134368,4617472.446263038,5563174.939879174
36379,31473,POINT (958385.230213883 1943515.54807064),99170.85935986709,100670.7791514126,102522.29946521865,7417635.869852999,4822255.65415217,5822190.159862943
36380,31474,POINT (958385.230213883 1943615.54807064),103065.48928826766,104278.75094697069,106208.86074105023,7880312.685808449,5110572.431433235,6182082.906825919
36381,31475,POINT (958385.230213883 1943715.54807064),106212.29465293798,107404.13725613627,109388.76808628529,8233578.216188812,5317198.869385383,6449171.905632203
36382,31476,POINT (958385.230213883 1943815.54807064),106789.44138666653,107955.45327080942,110064.14034953965,8725603.67613348,5623233.441469997,6831641.437994323
36387,31477,POINT (958485.230213883 1940915.54807064),44011.52673833394,43892.740394906315,43138.95888709661,542270.6566184117,380076.77849918976,439557.5898060965
36388,31478,POINT (958485.230213883 1941015.54807064),48584.701220360796,48396.46080873702,47463.19159480286,594896.4406289908,417014.4883535235,482290.0730592081
36389,31479,POINT (958485.230213883 1941115.54807064),52073.38147474658,51870.61780563568,50880.79411188037,652253.2135606295,457283.5672414435,528879.0614430357
36390,31480,POINT (958485.230213883 1941215.54807064),57433.750964904866,57204.21988313479,56158.14928204724,714680.2803193076,501125.3752750702,579604.4544992741
36391,31481,POINT (958485.230213883 1941315.54807064),60682.38819995041,60452.839453607856,59371.39315967261,928462.5360218512,649750.4207421015,750824.0744373703
36392,31482,POINT (958485.230213883 1941415.54807064),63317.7562488547,63106.051195097396,62013.322723800055,1340997.8914502668,896428.0659177629,1057754.477815326
36393,31483,POINT (958485.230213883 1941515.54807064),65060.10495384225,64890.84001593589,63820.01969707006,1532320.5506313974,1025653.850007619,1210831.113179146
36394,31484,POINT (958485.230213883 1941615.54807064),67828.04351526992,67715.17436534936,66652.29380875324,1692761.3902731175,1133652.3897694722,1337876.0919725024
36395,31485,POINT (958485.230213883 1941715.54807064),68081.40884669156,68055.42134989078,67073.83161799736,1849812.0528691176,1238398.6879211585,1461852.1237149984
36396,31486,POINT (958485.230213883 1941815.54807064),67950.59325768922,68022.95282269575,67141.23687311438,2174851.8608335885,1465792.242932138,1733459.1986219618
36397,31487,POINT (958485.230213883 1941915.54807064),67693.63651181708,67869.18851231688,67098.32262002253,2425413.191726703,1636243.6007950818,1933026.546508253
36398,31488,POINT (958485.230213883 1942015.54807064),68770.60268805594,69023.55347276689,68332.92125461805,2640196.9828801327,1780371.7029948344,2104137.8224053653
36399,31489,POINT (958485.230213883 1942115.54807064),70512.52981300675,70850.06190597858,70244.77790215853,2870026.136978088,1934419.719014497,2287193.753952496
36400,31490,POINT (958485.230213883 1942215.54807064),70860.25194894843,71293.57639345896,70806.68519766242,3220348.7188618616,2167217.6584713743,2568504.6674393443
36401,31491,POINT (958485.230213883 1942315.54807064),71425.066854561,71950.57496465025,71584.55235063945,3489893.826655815,2347122.8760528266,2783244.332258652
36402,31492,POINT (958485.230213883 1942415.54807064),72212.12552539223,72826.26640351008,72583.95907116884,3781556.1798050553,2542013.3741034884,3016830.8165455246
36403,31493,POINT (958485.230213883 1942515.54807064),73215.50258601394,73915.14959612151,73800.09874594108,4074393.474392028,2736308.5249145073,3249734.126030134
36404,31494,POINT (958485.230213883 1942615.54807064),76109.82850517011,76854.72376731013,76988.92770555407,4370320.579313357,2931542.5582242394,3484540.4374678927
36405,31495,POINT (958485.230213883 1942715.54807064),77650.21789189689,78473.21268931201,78755.08120332939,4817401.436975573,3237891.7565599214,3846544.0662161754
36406,31496,POINT (958485.230213883 1942815.54807064),79358.99838286804,80259.22859739077,80695.8902411363,5101193.7212801855,3421989.99831088,4070087.1495485543
36407,31497,POINT (958485.230213883 1942915.54807064),82286.58693925732,83254.33739902408,83819.6963111319,5357765.470638322,3585050.6432587123,4270286.34460493
36408,31498,POINT (958485.230213883 1943015.54807064),86645.36096732396,87666.11624350658,88335.34182850673,5648683.077524585,3774963.750527275,4501298.200487507
36409,31499,POINT (958485.230213883 1943115.54807064),88900.84477846044,89998.16983714602,90837.5703837729,5888013.319185167,3921877.641735369,4685042.3028131975
36410,31500,POINT (958485.230213883 1943215.54807064),92731.36478434889,93881.30052966888,94926.10415592177,6458732.736291646,4260728.188488722,5109104.165811652
36411,31501,POINT (958485.230213883 1943315.54807064),95146.10698629051,96368.0790228198,97591.4290204869,6716120.8431867035,4413878.671223302,5303968.882884851
36412,31502,POINT (958485.230213883 1943415.54807064),97512.48306960287,98799.48711033697,100194.803052135,6944841.326086437,4543902.927973828,5475299.429695357
36413,31503,POINT (958485.230213883 1943515.54807064),99781.72225552725,101119.621655003,102669.14173346144,7288228.392715054,4751345.401557794,5738679.458214929
36419,31504,POINT (958585.230213883 1940915.54807064),43693.2972143948,43617.23951176968,42876.49736454038,540623.9448472104,379723.8153543091,439151.2246992196
36420,31505,POINT (958585.230213883 1941015.54807064),46907.95110709692,46825.08459160382,46036.3081649802,593223.1396533579,416745.6349039861,481981.80805124977
36421,31506,POINT (958585.230213883 1941115.54807064),50071.31655916511,49985.76758780096,49153.94214033444,650602.8782685073,457146.483459641,528724.2705187361
36422,31507,POINT (958585.230213883 1941215.54807064),56189.787169196876,56036.714688523854,55040.585158312286,713125.5197502573,501185.35389936075,579678.9785449263
36423,31508,POINT (958585.230213883 1941315.54807064),59068.335623843894,58926.95908937004,57906.59385543178,781163.7585773119,549129.3145868469,635155.7919349901
36424,31509,POINT (958585.230213883 1941415.54807064),61423.63185445546,61309.27232523417,60285.566847098795,1329094.1757080788,889999.0601977216,1050171.3816506593
36425,31510,POINT (958585.230213883 1941515.54807064),65006.01746102811,64925.9677489745,63877.33421463103,1472888.6475560453,987048.7639671903,1164184.4843231875
36426,31511,POINT (958585.230213883 1941615.54807064),66183.769593892,66166.9709406471,65162.91235653157,1675996.8382618462,1124406.884347957,1326858.6136757827
36427,31512,POINT (958585.230213883 1941715.54807064),66810.03065323655,66871.77098753031,65935.15540448348,1832175.9191765913,1228860.6303403876,1450456.6718824394
36428,31513,POINT (958585.230213883 1941815.54807064),67079.24809043384,67229.65812668524,66377.6745788796,2159282.3695085966,1458151.509253,1724306.926986257
36429,31514,POINT (958585.230213883 1941915.54807064),68493.85315264255,68711.30675477565,67918.20489740038,2358264.3871745476,1592169.0055317134,1883298.3308454296
36430,31515,POINT (958585.230213883 1942015.54807064),68658.58157731858,68969.35714683334,68277.69976706982,2573036.029840855,1736734.921096402,2054909.7881732562
36431,31516,POINT (958585.230213883 1942115.54807064),70604.70794725206,70992.03340639849,70374.09782708937,2804179.0177251017,1892206.4366065306,2239597.5201866785
36432,31517,POINT (958585.230213883 1942215.54807064),71151.34345767765,71626.1577898638,71114.79797627033,3155867.1348424423,2126612.8297581486,2522631.556548599
36433,31518,POINT (958585.230213883 1942315.54807064),71880.34829574249,72438.78589589006,72036.59798750421,3430902.209845623,2311014.7227089843,2742523.7408966976
36434,31519,POINT (958585.230213883 1942415.54807064),72805.32722227152,73443.29120294345,73152.82841596342,3722414.738078316,2506128.011938884,2975485.112676823
36435,31520,POINT (958585.230213883 1942515.54807064),73926.43086460966,74640.01526584438,74464.15343660612,4037070.7633987693,2716922.6421931167,3228181.8244930734
36436,31521,POINT (958585.230213883 1942615.54807064),75233.79625575777,76019.59140462072,75961.74353136665,4503939.521530369,3039324.977337965,3607849.2053306685
36437,31522,POINT (958585.230213883 1942715.54807064),79495.81331575036,80302.59259396985,80455.74380591788,4825953.554689959,3252927.4256070354,3864464.8163413117
36438,31523,POINT (958585.230213883 1942815.54807064),81332.78709849148,82203.13264311454,82491.52352839554,5123222.448937786,3447451.8661406846,4099872.220177816
36439,31524,POINT (958585.230213883 1942915.54807064),83292.2194590101,84224.70990246204,84654.07869688851,5375116.822913184,3608050.3220639615,4296929.536778147
36440,31525,POINT (958585.230213883 1943015.54807064),86635.1074751122,87617.423234682,88138.24222372325,5640885.182165155,3780864.783060141,4507796.594087495
36441,31526,POINT (958585.230213883 1943115.54807064),88848.52938698362,89890.0838786766,90556.82751964271,5884102.68733216,3930030.1280470947,4695946.338095899
36442,31527,POINT (958585.230213883 1943215.54807064),93709.07403706652,94770.21736582984,95607.66196933066,6139443.923281643,4095136.2951473235,4899058.936349394
36449,31528,POINT (958685.230213883 1940915.54807064),44277.18180078642,44225.983744168974,43475.220395868375,537442.0671186897,378272.9102738844,437470.693840786
36450,31529,POINT (958685.230213883 1941015.54807064),46360.52227038524,46331.93998594833,45563.63051264838,589816.6015392039,415235.7377360575,480233.0111508239
36451,31530,POINT (958685.230213883 1941115.54807064),49314.15299872934,49291.343299189575,48486.350138571586,646993.2908081573,455604.8087205259,526938.757612838
36452,31531,POINT (958685.230213883 1941215.54807064),54065.19930395821,54037.90055999132,53198.84467893127,709352.6245318023,499653.1250811388,577904.5378323512
36453,31532,POINT (958685.230213883 1941315.54807064),56672.2110416358,56667.24218846666,55814.65289760672,777292.8022633705,547667.0103754001,633462.531824184
36454,31533,POINT (958685.230213883 1941415.54807064),58828.86814491914,58859.40155641734,58011.307101156315,1329787.2144726852,892911.1260502646,1052859.5424882253
36455,31534,POINT (958685.230213883 1941515.54807064),63561.732593205794,63577.08947663596,62582.40823464031,1456953.523284568,978164.2429277031,1153614.8179508531
36456,31535,POINT (958685.230213883 1941615.54807064),64868.44285465354,64945.96650898535,63990.073169784395,1595345.9738954764,1070915.0747120394,1263273.4102838507
36457,31536,POINT (958685.230213883 1941715.54807064),65735.13429541752,65886.74685236294,64988.48502587962,1809145.07695933,1215652.9425506298,1434695.9782075258
36458,31537,POINT (958685.230213883 1941815.54807064),67614.74481501798,67821.74205737021,66958.5392655654,2137042.7973576975,1445941.2335674767,1709712.4918810113
36459,31538,POINT (958685.230213883 1941915.54807064),68096.81503985947,68388.56497048611,67606.55506659031,2335311.4457708127,1579881.000940722,1868553.5483673369
36460,31539,POINT (958685.230213883 1942015.54807064),68533.68687329552,68911.0877860925,68217.87115585874,2549983.5729433713,1724849.6973828606,2040562.850293068
36461,31540,POINT (958685.230213883 1942115.54807064),70670.87362840949,71117.32029712512,70486.33480453645,2781993.852206368,1881458.1342718247,2226489.273308018
36462,31541,POINT (958685.230213883 1942215.54807064),71421.395017909,71947.01040985237,71410.34658676782,3032183.495022137,2050245.4016592163,2427002.4954200573
36463,31542,POINT (958685.230213883 1942315.54807064),72327.63096816817,72927.92241902326,72487.98580237564,3413347.8666653577,2304888.993988092,2734431.596929459
36464,31543,POINT (958685.230213883 1942415.54807064),73407.71604891021,74077.75934634513,73736.61806915324,3712738.590942082,2506301.6669865395,2974554.9554780745
36465,31544,POINT (958685.230213883 1942515.54807064),74665.68073892832,75400.56926307145,75160.31730270194,4179214.339594713,2830199.1821011617,3355018.8363580694
36466,31545,POINT (958685.230213883 1942615.54807064),77147.25704572925,77932.92743459162,77762.83080814652,4536187.7086523175,3071146.760306809,3643088.190991599
36467,31546,POINT (958685.230213883 1942715.54807064),78802.03078738457,79643.36969117385,79576.95431215585,4888920.612696771,3307536.9859374976,3925886.954859777
36468,31547,POINT (958685.230213883 1942815.54807064),82384.19803682617,83237.69162341097,83402.88525891576,5250833.24584355,3547542.821366627,4215943.059010528
36469,31548,POINT (958685.230213883 1942915.54807064),84420.58967700951,85320.4536147665,85605.97063562648,5499043.439509141,3706493.978780285,4410810.203596756
36470,31549,POINT (958685.230213883 1943015.54807064),87806.96472681701,88739.6396692108,89094.5786645878,5665821.327197604,3805771.809120662,4537468.759052255
36480,31550,POINT (958785.230213883 1940815.54807064),39096.317348359036,38962.892942374114,38062.6995322332,485180.5919649933,342090.9783594528,395608.64827824966
36481,31551,POINT (958785.230213883 1940915.54807064),43970.15698477331,43966.791494886806,43229.67196674602,532696.0416018377,375696.3132364084,434483.81326056307
36482,31552,POINT (958785.230213883 1941015.54807064),46840.07761853122,46845.35816580929,46070.8014061948,584632.794199897,412445.4814705353,476998.08890188934
36483,31553,POINT (958785.230213883 1941115.54807064),48687.78955849956,48728.269025264315,47946.6928226126,641359.3851640322,452603.35225821397,523458.52228144027
36484,31554,POINT (958785.230213883 1941215.54807064),53293.43427027664,53336.914346021105,52525.58777178038,703267.1982036459,496451.6848467251,574191.8395890936
36485,31555,POINT (958785.230213883 1941315.54807064),55762.4260043921,55835.39084695807,55014.22111577601,787085.0631925417,556148.7336710071,642813.9677277018
36486,31556,POINT (958785.230213883 1941415.54807064),59703.761222367975,59806.89175400404,58945.21162103137,1175687.6662341133,788222.2536372014,932091.4392803849
36487,31557,POINT (958785.230213883 1941515.54807064),61488.50727800243,61644.41698054455,60802.572414284165,1436529.2748458,966202.3155525768,1139394.3685809793
36488,31558,POINT (958785.230213883 1941615.54807064),62844.355175382545,63064.57935693799,62259.975277332946,1573015.3106854719,1057913.0460975107,1247795.4374324256
36489,31559,POINT (958785.230213883 1941715.54807064),65160.85020265564,65427.74087717755,64638.29208666221,1867983.309109414,1265447.2061861332,1495568.503061369
