,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
12602,10713,POINT (945485.230213883 1950515.54807064),68301.23859194605,67259.96706784183,66105.80151585073,1337726.4738330515,988855.1145021555,1177093.534828076
12603,10714,POINT (945485.230213883 1950615.54807064),68093.75684052648,67034.6338785391,65896.38932525844,1295338.0857137053,957222.9325506586,1139040.8325881811
12604,10715,POINT (945485.230213883 1950715.54807064),66299.73451221873,65266.483857222076,64163.53487860974,1293704.6335572721,956788.9426641848,1135839.2975555435
12608,10716,POINT (945585.230213883 1946415.54807064),110321.37968831327,108706.43453230373,107331.49719969073,3250863.5819149315,2295702.651618515,2632588.3209275897
12609,10717,POINT (945585.230213883 1946515.54807064),109721.11109629217,108179.897854335,106868.54741328645,3231050.42817248,2289577.6887006564,2625999.169417015
12610,10718,POINT (945585.230213883 1946615.54807064),108576.05260822747,107038.95551451844,105816.18084600016,3212627.222495547,2283884.051531945,2619874.5185491373
12611,10719,POINT (945585.230213883 1946715.54807064),107448.46997257395,106055.46070046314,104955.2546781632,3175717.415426696,2262125.74321801,2596788.699625672
12612,10720,POINT (945585.230213883 1946815.54807064),105700.86243828642,104487.36146218776,103532.16735367534,3056598.809498738,2189093.8087637196,2514087.4168599322
12613,10721,POINT (945585.230213883 1946915.54807064),105234.87293199061,104058.38612676632,103161.83473352042,3051356.36727577,2190652.1031661755,2516115.107912931
12614,10722,POINT (945585.230213883 1947015.54807064),105936.21341307799,104769.50336252959,103904.9339541954,3042636.288005726,2189121.365294767,2514628.540497233
12615,10723,POINT (945585.230213883 1947115.54807064),107133.29762315073,105964.40487530173,105137.87580895606,3081149.1576625677,2223069.216714191,2554648.6797034703
12616,10724,POINT (945585.230213883 1947215.54807064),109100.60295591937,107892.90119969881,107040.16383181987,3065454.4128004326,2215623.441132634,2546606.404880987
12617,10725,POINT (945585.230213883 1947315.54807064),109156.16273893503,107924.71360332395,107109.71714128104,3031134.2387375617,2192524.9080280126,2520769.0527781006
12618,10726,POINT (945585.230213883 1947415.54807064),109805.6813790129,108578.50358031529,107730.28229657703,2998045.643223726,2171695.034890246,2497660.664193909
12619,10727,POINT (945585.230213883 1947515.54807064),108363.74597993153,107048.1963873467,106183.80609126418,2998891.826336901,2174936.615720255,2504970.624806601
12620,10728,POINT (945585.230213883 1947615.54807064),108712.25709155871,107412.42455443135,106486.47129735738,2946521.5576068284,2139494.491164974,2465471.749104737
12627,10729,POINT (945585.230213883 1949815.54807064),78390.78290310192,77245.17948848297,75914.72864241623,1795168.6079718657,1322856.8224406827,1568283.1454330704
12628,10730,POINT (945585.230213883 1949915.54807064),76216.54355631255,75092.76082807168,73798.62003269346,1747101.8126740537,1287562.4302722022,1526792.0808636316
12629,10731,POINT (945585.230213883 1950015.54807064),74115.30599763493,73014.47293376889,71756.06211445591,1696397.491500475,1250233.846451879,1482843.894012411
12630,10732,POINT (945585.230213883 1950115.54807064),72066.64146974581,70990.03422327804,69766.96471179239,1652349.6921312953,1218888.7493511406,1446997.6889680007
12631,10733,POINT (945585.230213883 1950215.54807064),71308.82134781465,70250.95605986551,69065.76780595364,1604362.2990918243,1183335.3880278573,1404841.5782874827
12632,10734,POINT (945585.230213883 1950315.54807064),69536.31703879006,68498.88065255349,67291.53268655826,1483121.0610213876,1090159.3621234416,1297908.958918411
12633,10735,POINT (945585.230213883 1950415.54807064),67854.50071105028,66838.57825681023,65665.46827317624,1372747.952881532,1011482.8190089135,1206350.7720118521
12634,10736,POINT (945585.230213883 1950515.54807064),66141.45942916785,65148.57445757203,64009.378152167956,1333708.9124404641,982445.1863496491,1171292.0816113977
12635,10737,POINT (945585.230213883 1950615.54807064),66125.65269879602,65108.63990255185,63980.51134557023,1333507.96012054,983153.2124442878,1169434.2297893618
12639,10738,POINT (945685.230213883 1946315.54807064),110190.96711392894,108635.32117492922,107203.7500897969,3399851.427478463,2389999.2979664453,2741056.480429686
12640,10739,POINT (945685.230213883 1946415.54807064),109356.58722505218,107890.61680946458,106532.39917553573,3369860.0164131494,2378832.782476092,2728659.017418567
12641,10740,POINT (945685.230213883 1946515.54807064),109863.75310794922,108443.65471607666,107129.315237448,3341443.1499559493,2367986.0961341816,2716654.5691497447
12642,10741,POINT (945685.230213883 1946615.54807064),108725.15579855716,107307.42891086498,106090.74590535743,3314992.170314234,2357761.219766005,2705345.5604150817
12643,10742,POINT (945685.230213883 1946715.54807064),107628.95451729355,106359.90061211707,105276.21058483135,3301500.5845778063,2356258.3318762314,2704477.6149024274
12644,10743,POINT (945685.230213883 1946815.54807064),103888.12358378764,102856.41606007397,101984.14802805956,3137858.727587874,2249736.486422836,2584512.2165393117
12645,10744,POINT (945685.230213883 1946915.54807064),104620.70261989848,103602.76373508736,102776.24033679382,3125569.747714795,2246949.3660532557,2581565.1491859793
12646,10745,POINT (945685.230213883 1947015.54807064),105235.25835453071,104224.83288895428,103451.47708844526,3154234.461091176,2272962.3140890915,2614338.824571783
12647,10746,POINT (945685.230213883 1947115.54807064),107822.58976614274,106770.08815265144,106004.84023110334,3185952.527159411,2302446.5330876014,2649297.094314416
12648,10747,POINT (945685.230213883 1947215.54807064),108797.69131437526,107742.85457179321,107002.07507095998,3165423.549683353,2291883.250398682,2637754.929394861
12649,10748,POINT (945685.230213883 1947315.54807064),108415.30736837973,107351.5494010011,106663.33013881833,3137596.3892260245,2275469.854258997,2619635.188525186
12650,10749,POINT (945685.230213883 1947415.54807064),109033.94164512263,107975.25092804237,107252.69228714192,3101430.942516812,2252496.234311497,2594151.1918828636
12651,10750,POINT (945685.230213883 1947515.54807064),109264.10305777821,108218.31434120981,107440.72617565896,3056430.7297819355,2222648.691370057,2560961.264071361
12652,10751,POINT (945685.230213883 1947615.54807064),108815.00373587283,107634.14420239166,106789.43956131994,3002774.9787204624,2186107.7420457797,2520278.7750748787
12653,10752,POINT (945685.230213883 1947715.54807064),104798.1461388378,103773.63795139674,102715.4940720983,2931190.1706334576,2134538.29567798,2462564.923642001
12654,10753,POINT (945685.230213883 1947815.54807064),104177.61394881627,103196.31631563026,102091.36982955325,2863646.5774434363,2087328.142759888,2409985.4207684477
12660,10754,POINT (945685.230213883 1949615.54807064),80739.55220228736,79632.84897218253,78278.02452204064,1887058.7133724866,1387594.0402993446,1648698.6370474503
12661,10755,POINT (945685.230213883 1949715.54807064),78361.97269039121,77272.11888001766,75951.07605854071,1835082.369387865,1349148.4597352815,1601171.379392844
12662,10756,POINT (945685.230213883 1949815.54807064),76101.48403065142,75029.10799293786,73740.95192432581,1791502.0367127846,1317049.24497635,1563585.6290149174
12663,10757,POINT (945685.230213883 1949915.54807064),73943.73512796166,72889.66879431275,71633.65377439481,1743654.5862158665,1281768.048340242,1522117.7037972847
12664,10758,POINT (945685.230213883 1950015.54807064),71871.32374700328,70836.5735687904,69612.12822119425,1640117.9975212514,1206339.3522573495,1435228.240061386
12665,10759,POINT (945685.230213883 1950115.54807064),69865.72110004639,68851.42152435986,67658.14279298706,1592035.8286677229,1170727.1943034148,1393054.201529896
12666,10760,POINT (945685.230213883 1950215.54807064),70023.1309934886,68984.66039816967,67784.1917644881,1542397.0963069506,1133934.7656589905,1349431.00733945
12667,10761,POINT (945685.230213883 1950315.54807064),66315.22063272836,65336.3608397119,64145.169900067434,1481796.7416475073,1092109.6632295416,1300914.427477288
12668,10762,POINT (945685.230213883 1950415.54807064),64737.23399218523,63775.42280208435,62614.07481600586,1372249.5517351278,1007516.2989958026,1203612.176883574
12669,10763,POINT (945685.230213883 1950515.54807064),63147.24329066537,62203.939789402204,61072.226629101846,1335374.760024119,980164.1334295465,1170461.7601233078
12673,10764,POINT (945785.230213883 1946315.54807064),110466.25470933346,109029.43212746576,107573.78460380663,3502400.316014844,2458874.2432280486,2819697.9898110954
12674,10765,POINT (945785.230213883 1946415.54807064),109704.82504126719,108361.10493995424,106984.75318592886,3461937.3918117764,2441706.1884582043,2800447.3706987742
12675,10766,POINT (945785.230213883 1946515.54807064),109142.88457760551,107880.68484684435,106583.01681747194,3453990.6007112795,2448547.6779629802,2809878.804073555
12676,10767,POINT (945785.230213883 1946615.54807064),109911.64892670808,108686.3825085809,107438.67742926291,3421079.3753983523,2434917.924134774,2794679.1883946406
12677,10768,POINT (945785.230213883 1946715.54807064),107996.97768322972,106857.89121363142,105782.28287928514,3445697.4260298987,2461925.7780710384,2829176.8315045317
12678,10769,POINT (945785.230213883 1946815.54807064),104378.83104728666,103475.62142400125,102618.39616883539,3305890.4797290545,2375977.5320718545,2731889.079877423
12679,10770,POINT (945785.230213883 1946915.54807064),104030.3869473478,103174.1629944777,102414.04537304079,3255958.031063249,2344268.2836009245,2696954.500378231
12680,10771,POINT (945785.230213883 1947015.54807064),105097.45825111185,104242.9979003933,103536.86610547187,3236494.343554495,2336184.922288511,2688025.286675324
12681,10772,POINT (945785.230213883 1947115.54807064),106246.01221847869,105387.7671759074,104735.43794932603,3261914.891609091,2361533.4077386064,2718208.2626679996
12682,10773,POINT (945785.230213883 1947215.54807064),108613.1216261517,107723.02061644985,107088.4447396519,3237120.23477509,2348236.3723673485,2703526.650066732
12683,10774,POINT (945785.230213883 1947315.54807064),110614.81252880834,109683.10160222276,109030.86945306291,3205751.0087735266,2329488.778066375,2682739.941586664
12684,10775,POINT (945785.230213883 1947415.54807064),110107.78233583832,109160.98932091339,108527.6339515638,3138380.6204308337,2282604.3460112647,2628725.150958602
12685,10776,POINT (945785.230213883 1947515.54807064),107593.42458490327,106741.98503681945,105882.51325962419,3091714.7341148537,2251540.356756512,2594214.196940053
12686,10777,POINT (945785.230213883 1947615.54807064),107371.215608168,106542.51223070707,105615.17438949546,3037047.149227275,2214136.7028818666,2552645.3837835644
12687,10778,POINT (945785.230213883 1947715.54807064),105021.17913244395,104122.31774017459,103146.59023079286,2975130.449281029,2171016.279280481,2504725.811960372
12688,10779,POINT (945785.230213883 1947815.54807064),104014.6674260216,103160.04766375324,102142.65514495721,2907242.1465186635,2123195.62445757,2451601.448001841
12694,10780,POINT (945785.230213883 1949315.54807064),87428.80260835594,86457.5254234931,85041.49298133649,2068031.8170751655,1520552.4930999123,1803743.1311352027
12695,10781,POINT (945785.230213883 1949415.54807064),82911.52875877719,81882.17984523159,80530.6468496519,2031791.6748548155,1493574.230509322,1773185.8364889964
12696,10782,POINT (945785.230213883 1949515.54807064),80187.23844396402,79178.41170252446,77865.03755058098,1993458.8920125307,1465068.2044107912,1740602.3651880731
12697,10783,POINT (945785.230213883 1949615.54807064),78534.96188020818,77505.49304512888,76199.34101549843,1893474.0655450644,1389540.2183394157,1653341.5904265295
12698,10784,POINT (945785.230213883 1949715.54807064),76194.90939680494,75178.20755631314,73900.72490467704,1837372.9295742295,1347836.891266697,1601831.3228403896
12699,10785,POINT (945785.230213883 1949815.54807064),73972.0035249355,72968.86875187239,71719.47303888542,1793425.5335749818,1315283.2986961165,1563727.3924370315
12700,10786,POINT (945785.230213883 1949915.54807064),71857.46362820691,70868.78192976656,69646.91055849465,1745871.0957534995,1280076.81099928,1522354.8675984812
12701,10787,POINT (945785.230213883 1950015.54807064),69837.40881543653,68864.16887618751,67669.35648699767,1646085.1571557184,1207259.1331176504,1438413.52124207
12702,10788,POINT (945785.230213883 1950115.54807064),70005.58371760647,69003.12903575232,67797.0208795072,1598711.3300273714,1172118.3122910368,1396776.6608220441
12703,10789,POINT (945785.230213883 1950215.54807064),68282.62972108884,67294.41236041597,66111.98349072482,1550273.194976692,1136197.1924564298,1354145.1823416767
12704,10790,POINT (945785.230213883 1950315.54807064),65550.06230525256,64592.740110221464,63457.660988765056,1432570.3834450073,1051970.9971434993,1256382.783801831
12705,10791,POINT (945785.230213883 1950415.54807064),63179.32703181059,62259.61249520293,61107.72641604591,1320293.7984484604,965313.6025769898,1156714.2331403901
12706,10792,POINT (945785.230213883 1950515.54807064),63399.60133722884,62447.05189369329,61298.637147794594,1383058.4692479242,1012868.1431886583,1209132.7196976156
12710,10793,POINT (945885.230213883 1946315.54807064),109204.83927017722,107961.7466458402,106512.11009128705,3596266.1756809955,2521628.620395361,2892925.052677818
12711,10794,POINT (945885.230213883 1946415.54807064),110236.27176346857,109021.93166667514,107621.05347933149,3582414.8419058453,2527604.4584020046,2899935.8807052723
12712,10795,POINT (945885.230213883 1946515.54807064),109731.65179609698,108601.95794280733,107285.2446789844,3585377.0226665684,2542164.475606614,2919818.5973202707
12713,10796,POINT (945885.230213883 1946615.54807064),109426.23035144545,108368.2377251166,107135.50229672782,3549878.348400102,2527845.008961667,2903954.06217053
12714,10797,POINT (945885.230213883 1946715.54807064),110438.08227743875,109406.49286064936,108229.9765141945,3527742.4828729783,2522148.904857193,2898381.6324400604
12715,10798,POINT (945885.230213883 1946815.54807064),103810.62316113185,103078.52188758967,102266.58952301496,3495602.4776653796,2507947.0791746113,2882577.814811266
12716,10799,POINT (945885.230213883 1946915.54807064),104812.78184640742,104088.79549713182,103336.59447691133,3358325.8543413477,2423087.9883562843,2786439.3536813334
12717,10800,POINT (945885.230213883 1947015.54807064),105990.76774070355,105265.6605570906,104577.10108170468,3301734.015110024,2386289.6541231545,2745642.120728951
12718,10801,POINT (945885.230213883 1947115.54807064),105975.7743432389,105292.78354655336,104705.1075081516,3274732.0828802516,2372410.8373955865,2730086.490039719
12719,10802,POINT (945885.230213883 1947215.54807064),106809.03891981038,106135.40764181047,105425.89747352205,3294931.55163917,2393682.10544409,2755710.1782662687
12720,10803,POINT (945885.230213883 1947315.54807064),108283.63363031518,107591.23784610578,106935.1910985889,3261505.7303000535,2373663.9923698795,2733461.069532624
12721,10804,POINT (945885.230213883 1947415.54807064),106576.23068005212,105988.78713115367,105335.2431351053,3220827.749015739,2347607.875211527,2704499.3887690622
12722,10805,POINT (945885.230213883 1947515.54807064),107486.47005338075,106788.12143904937,106030.73868964141,3172108.193291287,2314976.993723013,2668238.011216244
12723,10806,POINT (945885.230213883 1947615.54807064),106959.44065539709,106293.45302480044,105460.56493182459,3115328.290363716,2275824.9374522287,2624747.364578829
12724,10807,POINT (945885.230213883 1947715.54807064),106541.93742926724,105901.13852358356,104997.51900193247,3051295.2239910276,2230839.282378126,2574805.2336784066
12725,10808,POINT (945885.230213883 1947815.54807064),104226.67498888716,103508.89751084389,102557.41990713065,2981439.481394903,2181184.7192820814,2519720.879835472
12726,10809,POINT (945885.230213883 1947915.54807064),104147.84240275816,103443.60922725894,102428.73889182287,2907474.755055025,2128239.365427998,2461038.6785481595
12732,10810,POINT (945885.230213883 1949115.54807064),91145.0397332244,90329.90957600634,88971.94948567661,2244129.694428208,1649391.3578379436,1956573.9622401271
12733,10811,POINT (945885.230213883 1949215.54807064),86885.2001689747,85976.61201189796,84592.8037199187,2156086.354732747,1584603.4729429297,1880291.1962831873
12734,10812,POINT (945885.230213883 1949315.54807064),85122.25194965386,84244.28631669754,82893.87692347712,2108234.7892735647,1548123.1271105718,1838981.5394673832
12735,10813,POINT (945885.230213883 1949415.54807064),81692.33683418937,80723.34286357297,79406.30843134724,2063135.557186485,1514305.062628817,1800258.178295293
12736,10814,POINT (945885.230213883 1949515.54807064),78096.89418609987,77164.2047019082,75900.65928495915,2016568.85070025,1479450.2077180143,1760097.695022621
12737,10815,POINT (945885.230213883 1949615.54807064),75652.39186857753,74728.91780890257,73489.9169803318,1982787.7631297037,1453236.9328933158,1728397.2638522945
12738,10816,POINT (945885.230213883 1949715.54807064),74165.87417976654,73218.51348665505,71981.07446274353,1879082.9697137831,1374824.9629466136,1637278.4851469207
12739,10817,POINT (945885.230213883 1949815.54807064),72003.47560013864,71065.45765497097,69850.93740859162,1802567.8607747855,1318709.6152318306,1570104.85821257
12740,10818,POINT (945885.230213883 1949915.54807064),69954.80184830524,69027.12122008146,67835.17015732438,1704094.4886407119,1246738.1458785278,1487294.6400994568
12741,10819,POINT (945885.230213883 1950015.54807064),70100.14804526184,69138.50012429367,67931.11478422544,1658449.4135808477,1212782.2733388525,1447139.8081302445
12742,10820,POINT (945885.230213883 1950115.54807064),68405.59551369137,67452.83789295942,66264.52676536971,1611702.6985841563,1178055.927156791,1405980.4245815568
12743,10821,POINT (945885.230213883 1950215.54807064),66790.46332086828,65847.54595506561,64678.0699526791,1564346.3073123947,1142919.541343031,1364247.1469688858
12744,10822,POINT (945885.230213883 1950315.54807064),65236.88507465643,64304.817825236765,63154.10317795559,1450401.5760486585,1061390.368104851,1269558.703751752
12745,10823,POINT (945885.230213883 1950415.54807064),61903.81884505677,61021.049699435294,59873.28900071072,1337788.4914326419,974450.9028112045,1169589.266943908
12750,10824,POINT (945985.230213883 1946215.54807064),110891.29426720316,109847.5904456334,108073.7180826964,3783912.725885145,2639749.9955408433,3028653.292971522
12751,10825,POINT (945985.230213883 1946315.54807064),107719.50096850406,106665.60694625988,105020.3415456787,3761713.7373625566,2639840.7071313797,3032085.359333154
12752,10826,POINT (945985.230213883 1946415.54807064),106996.21183319927,106047.31323347629,104493.14786369573,3709894.845979665,2617411.3727480737,3007114.56545974
12753,10827,POINT (945985.230213883 1946515.54807064),106458.43680346913,105600.7502257312,104137.40921201084,3667429.7223745924,2600441.6745170406,2988353.140150624
12754,10828,POINT (945985.230213883 1946615.54807064),106118.28362157742,105337.30836657694,103964.86212036082,3630263.4254219355,2585945.12706336,2972349.20485612
12755,10829,POINT (945985.230213883 1946715.54807064),103755.40425847132,103140.49180148407,101968.10845121022,3641774.8338716705,2607835.2507210746,2998067.431407105
12756,10830,POINT (945985.230213883 1946815.54807064),100179.0114791674,99718.69239531778,98789.50936087756,3607439.873244991,2592767.966399734,2981255.4845613763
12757,10831,POINT (945985.230213883 1946915.54807064),100913.02794893895,100480.51247616,99624.00918655726,3465023.1801793366,2504904.826378736,2881642.916590568
12758,10832,POINT (945985.230213883 1947015.54807064),102202.60527949031,101764.4088779738,100976.94126400768,3436946.508395598,2491414.062583914,2866486.991944259
12759,10833,POINT (945985.230213883 1947115.54807064),103684.72476888991,103231.80217703138,102518.02702849654,3375075.8363597225,2450327.6851959657,2820739.0831871233
12760,10834,POINT (945985.230213883 1947215.54807064),105336.68535726372,104861.69323142545,104225.74742336896,3392268.271480723,2469661.505279472,2844041.0882726405
12761,10835,POINT (945985.230213883 1947315.54807064),108510.09795271025,107971.39393615491,107371.9754193372,3358000.3705981662,2449225.8203857443,2821263.4775791583
12762,10836,POINT (945985.230213883 1947415.54807064),106561.10109938512,106144.22658591597,105553.42104396,3316290.8160199653,2422468.640145534,2791487.937162
12763,10837,POINT (945985.230213883 1947515.54807064),105098.07739036405,104633.86948140798,104009.94457833556,3265858.529005131,2388472.005801551,2753700.414996744
12764,10838,POINT (945985.230213883 1947615.54807064),106630.09848946742,106141.44202228356,105381.13510533892,3206543.5347380913,2347190.5251840088,2707859.226618589
12765,10839,POINT (945985.230213883 1947715.54807064),106085.34986878437,105627.382061565,104801.4892448529,3139402.807165085,2299526.5427165194,2654981.062972615
12766,10840,POINT (945985.230213883 1947815.54807064),104115.56257360788,103737.27431739827,102869.8159316717,3066327.017917239,2247030.1419291026,2596804.9912428544
12767,10841,POINT (945985.230213883 1947915.54807064),101874.99479274882,101395.20951570013,100515.4182669677,2989461.765571271,2191446.1603016965,2535284.029759962
12775,10842,POINT (945985.230213883 1948915.54807064),94261.1951482563,93617.43543948878,92335.93278702999,2361776.1247555655,1734621.5147135954,2056724.256012663
12776,10843,POINT (945985.230213883 1949015.54807064),91866.03628748942,91187.94651324212,89902.91351320817,2308837.624009754,1694805.8422761734,2012392.5160264324
12777,10844,POINT (945985.230213883 1949115.54807064),89117.25688251817,88412.90515385728,87133.20737453403,2293605.4960520864,1682936.6017407803,2000020.077116877
12778,10845,POINT (945985.230213883 1949215.54807064),86162.09759885927,85438.12915115878,84170.48586079235,2257828.3110333346,1656904.659843031,1970251.7214649122
12779,10846,POINT (945985.230213883 1949315.54807064),82886.83617305083,82044.79971912665,80725.169030182,2198939.393953809,1611983.8753458362,1918779.1240913689
12780,10847,POINT (945985.230213883 1949415.54807064),79045.58837477872,78224.3743350271,76953.66616799243,2101296.4019634137,1539845.4040709052,1833131.5185429733
12781,10848,POINT (945985.230213883 1949515.54807064),76123.40845651654,75263.21073535916,74045.75166489219,2047220.3538272216,1499175.562711073,1786025.5080288253
12782,10849,POINT (945985.230213883 1949615.54807064),73752.1369559652,72896.0941511835,71697.11683271387,2008038.7023388813,1468714.287924163,1749205.3838471398
12783,10850,POINT (945985.230213883 1949715.54807064),71498.65563976271,70648.18310102148,69467.99806452995,1899351.0214275222,1386400.7589922326,1653470.1839108276
12784,10851,POINT (945985.230213883 1949815.54807064),70194.84635347385,69317.68313715475,68133.80565870882,1798277.2683706516,1312366.0894185503,1568257.443380038
12785,10852,POINT (945985.230213883 1949915.54807064),68231.58921346853,67360.47059252988,66193.96598687556,1723317.1166902753,1257236.5622962685,1502017.1763804592
12786,10853,POINT (945985.230213883 1950015.54807064),68606.83491030794,67694.56264533884,66505.11606576474,1677497.8148029875,1223074.9066508636,1461626.5816599794
12787,10854,POINT (945985.230213883 1950115.54807064),67028.34223542226,66120.46021975619,64944.91472421464,1631203.4937497175,1188640.6595518745,1420806.8697791738
12788,10855,POINT (945985.230213883 1950215.54807064),65538.95007896938,64636.40684876214,63474.634379542804,1514645.9943133504,1105290.0004232975,1324144.508152339
12789,10856,POINT (945985.230213883 1950315.54807064),63037.10898111397,62172.39919204204,61051.804243493745,1474527.7226183447,1075303.2693578138,1288187.492852093
12794,10857,POINT (946085.230213883 1946115.54807064),113475.5975937803,112430.18352800357,110518.29947510803,4073012.3286822718,2831663.273445934,3248636.258456205
12795,10858,POINT (946085.230213883 1946215.54807064),112338.3269171117,111426.67483390859,109614.75762805963,3935889.318788997,2748345.4302614364,3156792.051162674
12796,10859,POINT (946085.230213883 1946315.54807064),110060.45964333459,109299.1809535091,107608.68087916754,3868550.652132028,2717335.8289538096,3122149.012949455
12797,10860,POINT (946085.230213883 1946415.54807064),109359.10764475276,108702.76067404695,107107.85063270277,3818429.6758304886,2697402.724301624,3100169.4400918745
12798,10861,POINT (946085.230213883 1946515.54807064),107964.78170676364,107239.26883298729,105751.36655120073,3780019.7152922563,2684502.1379570556,3086181.2921414
12799,10862,POINT (946085.230213883 1946615.54807064),106468.50916499336,105856.82378852177,104503.75751115469,3746915.744669344,2673919.027788318,3074737.205424675
12800,10863,POINT (946085.230213883 1946715.54807064),102255.59682098986,101894.36443325636,100768.1807336386,3724365.5850379225,2669530.709629626,3070703.0200275
12801,10864,POINT (946085.230213883 1946815.54807064),100378.61928037649,100205.42200579187,99280.44192990442,3688587.4549169703,2653929.572347409,3053258.9134679576
12802,10865,POINT (946085.230213883 1946915.54807064),100426.66676523567,100197.38109499586,99369.7343218859,3541377.4722132282,2563096.4743022546,2950189.0990693257
12803,10866,POINT (946085.230213883 1947015.54807064),102574.6059330516,102313.02334153262,101527.39669250231,3510977.159708772,2548228.824285582,2933357.227507878
12804,10867,POINT (946085.230213883 1947115.54807064),102812.67852720756,102574.68874330391,101875.40487153329,3513945.774664059,2558891.6309429677,2945477.828466269
12805,10868,POINT (946085.230213883 1947215.54807064),104019.50262989616,103770.31344650182,103133.8166998319,3497598.3782788427,2551869.395332155,2939476.967127761
12806,10869,POINT (946085.230213883 1947315.54807064),106392.32824191189,106100.5933438664,105474.47031803183,3464627.9432952716,2532585.7162121157,2917929.547799801
12807,10870,POINT (946085.230213883 1947415.54807064),106344.07962280643,106073.61741262354,105438.597804281,3423495.5846312037,2506295.869059596,2888652.21029041
12808,10871,POINT (946085.230213883 1947515.54807064),104384.61266983578,104232.09705745663,103602.52899135934,3371928.8703660816,2471307.7234309805,2849760.5967759755
12809,10872,POINT (946085.230213883 1947615.54807064),103204.06048014532,103000.24540423173,102355.2992568162,3309562.880221326,2427425.17543354,2801041.5542923966
12810,10873,POINT (946085.230213883 1947715.54807064),103357.00382201097,103165.26332568913,102447.26867132609,3238076.7339036996,2376055.3456463213,2744075.6685381653
12811,10874,POINT (946085.230213883 1947815.54807064),101445.46447467698,101334.39799641,100581.35589697374,3160337.2271257,2319536.150889689,2681483.4745432027
12812,10875,POINT (946085.230213883 1947915.54807064),101201.46673030354,101099.16134185778,100294.01683138411,3044304.1233070386,2232612.125998488,2584593.475649783
12816,10876,POINT (946085.230213883 1948315.54807064),102925.66262177611,102544.88323897614,101476.93953482328,2905624.146486329,2121171.336206395,2483067.319705745
12821,10877,POINT (946085.230213883 1948815.54807064),94995.77524035491,94518.04206788127,93329.50638739468,2505562.303118025,1840211.9705562596,2181374.729036234
12822,10878,POINT (946085.230213883 1948915.54807064),92841.90629980754,92314.83608343659,91111.21052163256,2453325.8855845653,1800971.9288278492,2138516.583326426
12823,10879,POINT (946085.230213883 1949015.54807064),90239.90789136523,89672.56643856908,88462.55004124096,2433213.046207392,1785394.643407708,2122352.7301923395
12824,10880,POINT (946085.230213883 1949115.54807064),87355.39773366178,86755.65324477902,85546.54373983944,2370941.5503360596,1738187.5724869822,2068598.7612361386
12825,10881,POINT (946085.230213883 1949215.54807064),85349.30062322941,84700.65857067471,83474.32610289301,2305544.0024299347,1688554.4703847258,2011489.5682454025
12826,10882,POINT (946085.230213883 1949315.54807064),82391.03523759355,81719.78407575557,80502.08509928608,2236106.124654449,1635417.977590181,1950193.2080263696
12827,10883,POINT (946085.230213883 1949415.54807064),77278.99403821897,76536.22613088836,75312.8285208796,2222933.7662747083,1620363.587933166,1935891.805563411
12828,10884,POINT (946085.230213883 1949515.54807064),73140.3978111959,72318.55521137202,71136.76728361247,2116847.0446673934,1541741.7808022606,1842330.8466799257
12829,10885,POINT (946085.230213883 1949615.54807064),70795.16496381993,69971.08596524992,68801.58353490842,2073072.820403548,1507564.681694514,1801080.7697923458
12830,10886,POINT (946085.230213883 1949715.54807064),69811.79735055483,69019.84625270312,67869.61827133932,1908975.8474399513,1385046.289378341,1659893.3789929207
12831,10887,POINT (946085.230213883 1949815.54807064),67781.36642964622,66991.51248367642,65854.43978317443,1860316.5980976955,1348496.508793408,1616842.477586571
12832,10888,POINT (946085.230213883 1949915.54807064),68065.68489326132,67231.79166779645,66068.47820119637,1782772.8148793802,1291367.7043667655,1548217.0791062512
12833,10889,POINT (946085.230213883 1950015.54807064),67309.17588537859,66441.61133383408,65265.1411435058,1736611.365998201,1256885.5697515348,1507464.8408907808
12834,10890,POINT (946085.230213883 1950115.54807064),65865.52844126752,64997.742873776195,63829.78232164288,1690525.4638730385,1222590.4993442688,1466802.56695421
12835,10891,POINT (946085.230213883 1950215.54807064),63464.44380054354,62628.06546556173,61495.24046524995,1577357.3171640688,1141663.3917788428,1372886.6469810135
12836,10892,POINT (946085.230213883 1950315.54807064),62254.84132544783,61418.568039774764,60292.979756986824,1537757.992137091,1112157.904927171,1337443.2676020502
12840,10893,POINT (946185.230213883 1946015.54807064),116010.90852057535,115003.07251511318,112968.1246243241,4301303.755612488,2976996.105362616,3414643.9983982397
12841,10894,POINT (946185.230213883 1946115.54807064),116038.82059251593,115145.19686241994,113189.62197019928,4176917.653889207,2908212.834949361,3337148.364617864
12842,10895,POINT (946185.230213883 1946215.54807064),113945.96387527356,113177.14895300244,111322.72884212487,4012560.141273139,2804803.062895131,3222625.8861574656
12843,10896,POINT (946185.230213883 1946315.54807064),111718.68591108179,111107.37384630267,109378.59316609456,3950522.9636958055,2778593.856683524,3193644.9408158227
12844,10897,POINT (946185.230213883 1946415.54807064),109646.23722777306,109198.87590968306,107603.44265091016,3909490.270132829,2766196.3428115463,3180462.733764603
12845,10898,POINT (946185.230213883 1946515.54807064),108032.80753464795,107710.95900282437,106251.98301913036,4015653.7871110896,2866162.011363771,3310917.4960292825
12846,10899,POINT (946185.230213883 1946615.54807064),106677.49133891962,106450.14303452162,105107.89306299975,3995060.4855067637,2865599.4741228605,3311329.3599913213
