,ADM_SECT_C,geometry,idx
13045,11560,"POLYGON ((946435.230213883 1948565.54807064, 946435.230213883 1948665.54807064, 946535.230213883 1948665.54807064, 946535.230213883 1948565.54807064, 946435.230213883 1948565.54807064))",11063
13046,11560,"POLYGON ((946435.230213883 1948665.54807064, 946435.230213883 1948765.54807064, 946535.230213883 1948765.54807064, 946535.230213883 1948665.54807064, 946435.230213883 1948665.54807064))",11064
13047,11560,"POLYGON ((946435.230213883 1948765.54807064, 946435.230213883 1948865.54807064, 946535.230213883 1948865.54807064, 946535.230213883 1948765.54807064, 946435.230213883 1948765.54807064))",11065
13048,11560,"POLYGON ((946435.230213883 1948865.54807064, 946435.230213883 1948965.54807064, 946535.230213883 1948965.54807064, 946535.230213883 1948865.54807064, 946435.230213883 1948865.54807064))",11066
13049,11560,"POLYGON ((946435.230213883 1948965.54807064, 946435.230213883 1949065.54807064, 946535.230213883 1949065.54807064, 946535.230213883 1948965.54807064, 946435.230213883 1948965.54807064))",11067
13050,11560,"POLYGON ((946435.230213883 1949065.54807064, 946435.230213883 1949165.54807064, 946535.230213883 1949165.54807064, 946535.230213883 1949065.54807064, 946435.230213883 1949065.54807064))",11068
13051,11560,"POLYGON ((946435.230213883 1949165.54807064, 946435.230213883 1949265.54807064, 946535.230213883 1949265.54807064, 946535.230213883 1949165.54807064, 946435.230213883 1949165.54807064))",11069
13052,11560,"POLYGON ((946435.230213883 1949265.54807064, 946435.230213883 1949365.54807064, 946535.230213883 1949365.54807064, 946535.230213883 1949265.54807064, 946435.230213883 1949265.54807064))",11070
13053,11560,"POLYGON ((946435.230213883 1949365.54807064, 946435.230213883 1949465.54807064, 946535.230213883 1949465.54807064, 946535.230213883 1949365.54807064, 946435.230213883 1949365.54807064))",11071
13054,11560,"POLYGON ((946435.230213883 1949465.54807064, 946435.230213883 1949565.54807064, 946535.230213883 1949565.54807064, 946535.230213883 1949465.54807064, 946435.230213883 1949465.54807064))",11072
13055,11560,"POLYGON ((946435.230213883 1949565.54807064, 946435.230213883 1949665.54807064, 946535.230213883 1949665.54807064, 946535.230213883 1949565.54807064, 946435.230213883 1949565.54807064))",11073
13056,11560,"POLYGON ((946435.230213883 1949665.54807064, 946435.230213883 1949765.54807064, 946535.230213883 1949765.54807064, 946535.230213883 1949665.54807064, 946435.230213883 1949665.54807064))",11074
13057,11560,"POLYGON ((946435.230213883 1949765.54807064, 946435.230213883 1949865.54807064, 946535.230213883 1949865.54807064, 946535.230213883 1949765.54807064, 946435.230213883 1949765.54807064))",11075
13058,11560,"POLYGON ((946435.230213883 1949865.54807064, 946435.230213883 1949965.54807064, 946535.230213883 1949965.54807064, 946535.230213883 1949865.54807064, 946435.230213883 1949865.54807064))",11076
13059,11560,"POLYGON ((946435.230213883 1949965.54807064, 946435.230213883 1950065.54807064, 946535.230213883 1950065.54807064, 946535.230213883 1949965.54807064, 946435.230213883 1949965.54807064))",11077
13060,11560,"POLYGON ((946435.230213883 1950065.54807064, 946435.230213883 1950165.54807064, 946535.230213883 1950165.54807064, 946535.230213883 1950065.54807064, 946435.230213883 1950065.54807064))",11078
13067,11560,"POLYGON ((946535.230213883 1943965.54807064, 946535.230213883 1944065.54807064, 946635.230213883 1944065.54807064, 946635.230213883 1943965.54807064, 946535.230213883 1943965.54807064))",11079
13068,11560,"POLYGON ((946535.230213883 1944065.54807064, 946535.230213883 1944165.54807064, 946635.230213883 1944165.54807064, 946635.230213883 1944065.54807064, 946535.230213883 1944065.54807064))",11080
13069,11560,"POLYGON ((946535.230213883 1944165.54807064, 946535.230213883 1944265.54807064, 946635.230213883 1944265.54807064, 946635.230213883 1944165.54807064, 946535.230213883 1944165.54807064))",11081
13070,11560,"POLYGON ((946535.230213883 1944265.54807064, 946535.230213883 1944365.54807064, 946635.230213883 1944365.54807064, 946635.230213883 1944265.54807064, 946535.230213883 1944265.54807064))",11082
13071,11560,"POLYGON ((946535.230213883 1944365.54807064, 946535.230213883 1944465.54807064, 946635.230213883 1944465.54807064, 946635.230213883 1944365.54807064, 946535.230213883 1944365.54807064))",11083
13072,11560,"POLYGON ((946535.230213883 1944465.54807064, 946535.230213883 1944565.54807064, 946635.230213883 1944565.54807064, 946635.230213883 1944465.54807064, 946535.230213883 1944465.54807064))",11084
13073,11560,"POLYGON ((946535.230213883 1944565.54807064, 946535.230213883 1944665.54807064, 946635.230213883 1944665.54807064, 946635.230213883 1944565.54807064, 946535.230213883 1944565.54807064))",11085
13074,11560,"POLYGON ((946535.230213883 1944665.54807064, 946535.230213883 1944765.54807064, 946635.230213883 1944765.54807064, 946635.230213883 1944665.54807064, 946535.230213883 1944665.54807064))",11086
13075,11560,"POLYGON ((946535.230213883 1944765.54807064, 946535.230213883 1944865.54807064, 946635.230213883 1944865.54807064, 946635.230213883 1944765.54807064, 946535.230213883 1944765.54807064))",11087
13076,11560,"POLYGON ((946535.230213883 1944865.54807064, 946535.230213883 1944965.54807064, 946635.230213883 1944965.54807064, 946635.230213883 1944865.54807064, 946535.230213883 1944865.54807064))",11088
13077,11560,"POLYGON ((946535.230213883 1944965.54807064, 946535.230213883 1945065.54807064, 946635.230213883 1945065.54807064, 946635.230213883 1944965.54807064, 946535.230213883 1944965.54807064))",11089
13078,11560,"POLYGON ((946535.230213883 1945065.54807064, 946535.230213883 1945165.54807064, 946635.230213883 1945165.54807064, 946635.230213883 1945065.54807064, 946535.230213883 1945065.54807064))",11090
13079,11560,"POLYGON ((946535.230213883 1945165.54807064, 946535.230213883 1945265.54807064, 946635.230213883 1945265.54807064, 946635.230213883 1945165.54807064, 946535.230213883 1945165.54807064))",11091
13080,11560,"POLYGON ((946535.230213883 1945265.54807064, 946535.230213883 1945365.54807064, 946635.230213883 1945365.54807064, 946635.230213883 1945265.54807064, 946535.230213883 1945265.54807064))",11092
13081,11560,"POLYGON ((946535.230213883 1945365.54807064, 946535.230213883 1945465.54807064, 946635.230213883 1945465.54807064, 946635.230213883 1945365.54807064, 946535.230213883 1945365.54807064))",11093
13082,11560,"POLYGON ((946535.230213883 1945465.54807064, 946535.230213883 1945565.54807064, 946635.230213883 1945565.54807064, 946635.230213883 1945465.54807064, 946535.230213883 1945465.54807064))",11094
13083,11560,"POLYGON ((946535.230213883 1945565.54807064, 946535.230213883 1945665.54807064, 946635.230213883 1945665.54807064, 946635.230213883 1945565.54807064, 946535.230213883 1945565.54807064))",11095
13084,11560,"POLYGON ((946535.230213883 1945665.54807064, 946535.230213883 1945765.54807064, 946635.230213883 1945765.54807064, 946635.230213883 1945665.54807064, 946535.230213883 1945665.54807064))",11096
13085,11560,"POLYGON ((946535.230213883 1945765.54807064, 946535.230213883 1945865.54807064, 946635.230213883 1945865.54807064, 946635.230213883 1945765.54807064, 946535.230213883 1945765.54807064))",11097
13086,11560,"POLYGON ((946535.230213883 1945865.54807064, 946535.230213883 1945965.54807064, 946635.230213883 1945965.54807064, 946635.230213883 1945865.54807064, 946535.230213883 1945865.54807064))",11098
13087,11560,"POLYGON ((946535.230213883 1945965.54807064, 946535.230213883 1946065.54807064, 946635.230213883 1946065.54807064, 946635.230213883 1945965.54807064, 946535.230213883 1945965.54807064))",11099
13088,11560,"POLYGON ((946535.230213883 1946065.54807064, 946535.230213883 1946165.54807064, 946635.230213883 1946165.54807064, 946635.230213883 1946065.54807064, 946535.230213883 1946065.54807064))",11100
13089,11560,"POLYGON ((946535.230213883 1946165.54807064, 946535.230213883 1946265.54807064, 946635.230213883 1946265.54807064, 946635.230213883 1946165.54807064, 946535.230213883 1946165.54807064))",11101
13090,11560,"POLYGON ((946535.230213883 1946265.54807064, 946535.230213883 1946365.54807064, 946635.230213883 1946365.54807064, 946635.230213883 1946265.54807064, 946535.230213883 1946265.54807064))",11102
13091,11560,"POLYGON ((946535.230213883 1946365.54807064, 946535.230213883 1946465.54807064, 946635.230213883 1946465.54807064, 946635.230213883 1946365.54807064, 946535.230213883 1946365.54807064))",11103
13092,11560,"POLYGON ((946535.230213883 1946465.54807064, 946535.230213883 1946565.54807064, 946635.230213883 1946565.54807064, 946635.230213883 1946465.54807064, 946535.230213883 1946465.54807064))",11104
13093,11560,"POLYGON ((946535.230213883 1946565.54807064, 946535.230213883 1946665.54807064, 946635.230213883 1946665.54807064, 946635.230213883 1946565.54807064, 946535.230213883 1946565.54807064))",11105
13094,11560,"POLYGON ((946535.230213883 1946665.54807064, 946535.230213883 1946765.54807064, 946635.230213883 1946765.54807064, 946635.230213883 1946665.54807064, 946535.230213883 1946665.54807064))",11106
13095,11560,"POLYGON ((946535.230213883 1946765.54807064, 946535.230213883 1946865.54807064, 946635.230213883 1946865.54807064, 946635.230213883 1946765.54807064, 946535.230213883 1946765.54807064))",11107
13096,11560,"POLYGON ((946535.230213883 1946865.54807064, 946535.230213883 1946965.54807064, 946635.230213883 1946965.54807064, 946635.230213883 1946865.54807064, 946535.230213883 1946865.54807064))",11108
13097,11560,"POLYGON ((946535.230213883 1946965.54807064, 946535.230213883 1947065.54807064, 946635.230213883 1947065.54807064, 946635.230213883 1946965.54807064, 946535.230213883 1946965.54807064))",11109
13098,11560,"POLYGON ((946535.230213883 1947065.54807064, 946535.230213883 1947165.54807064, 946635.230213883 1947165.54807064, 946635.230213883 1947065.54807064, 946535.230213883 1947065.54807064))",11110
13099,11560,"POLYGON ((946535.230213883 1947165.54807064, 946535.230213883 1947265.54807064, 946635.230213883 1947265.54807064, 946635.230213883 1947165.54807064, 946535.230213883 1947165.54807064))",11111
13100,11560,"POLYGON ((946535.230213883 1947265.54807064, 946535.230213883 1947365.54807064, 946635.230213883 1947365.54807064, 946635.230213883 1947265.54807064, 946535.230213883 1947265.54807064))",11112
13101,11560,"POLYGON ((946535.230213883 1947365.54807064, 946535.230213883 1947465.54807064, 946635.230213883 1947465.54807064, 946635.230213883 1947365.54807064, 946535.230213883 1947365.54807064))",11113
13102,11560,"POLYGON ((946535.230213883 1947465.54807064, 946535.230213883 1947565.54807064, 946635.230213883 1947565.54807064, 946635.230213883 1947465.54807064, 946535.230213883 1947465.54807064))",11114
13103,11560,"POLYGON ((946535.230213883 1947565.54807064, 946535.230213883 1947665.54807064, 946635.230213883 1947665.54807064, 946635.230213883 1947565.54807064, 946535.230213883 1947565.54807064))",11115
13104,11560,"POLYGON ((946535.230213883 1947665.54807064, 946535.230213883 1947765.54807064, 946635.230213883 1947765.54807064, 946635.230213883 1947665.54807064, 946535.230213883 1947665.54807064))",11116
13105,11560,"POLYGON ((946535.230213883 1947765.54807064, 946535.230213883 1947865.54807064, 946635.230213883 1947865.54807064, 946635.230213883 1947765.54807064, 946535.230213883 1947765.54807064))",11117
13106,11560,"POLYGON ((946535.230213883 1947865.54807064, 946535.230213883 1947965.54807064, 946635.230213883 1947965.54807064, 946635.230213883 1947865.54807064, 946535.230213883 1947865.54807064))",11118
13107,11560,"POLYGON ((946535.230213883 1947965.54807064, 946535.230213883 1948065.54807064, 946635.230213883 1948065.54807064, 946635.230213883 1947965.54807064, 946535.230213883 1947965.54807064))",11119
13108,11560,"POLYGON ((946535.230213883 1948065.54807064, 946535.230213883 1948165.54807064, 946635.230213883 1948165.54807064, 946635.230213883 1948065.54807064, 946535.230213883 1948065.54807064))",11120
13109,11560,"POLYGON ((946535.230213883 1948165.54807064, 946535.230213883 1948265.54807064, 946635.230213883 1948265.54807064, 946635.230213883 1948165.54807064, 946535.230213883 1948165.54807064))",11121
13110,11560,"POLYGON ((946535.230213883 1948265.54807064, 946535.230213883 1948365.54807064, 946635.230213883 1948365.54807064, 946635.230213883 1948265.54807064, 946535.230213883 1948265.54807064))",11122
13111,11560,"POLYGON ((946535.230213883 1948365.54807064, 946535.230213883 1948465.54807064, 946635.230213883 1948465.54807064, 946635.230213883 1948365.54807064, 946535.230213883 1948365.54807064))",11123
13112,11560,"POLYGON ((946535.230213883 1948465.54807064, 946535.230213883 1948565.54807064, 946635.230213883 1948565.54807064, 946635.230213883 1948465.54807064, 946535.230213883 1948465.54807064))",11124
13113,11560,"POLYGON ((946535.230213883 1948565.54807064, 946535.230213883 1948665.54807064, 946635.230213883 1948665.54807064, 946635.230213883 1948565.54807064, 946535.230213883 1948565.54807064))",11125
13114,11560,"POLYGON ((946535.230213883 1948665.54807064, 946535.230213883 1948765.54807064, 946635.230213883 1948765.54807064, 946635.230213883 1948665.54807064, 946535.230213883 1948665.54807064))",11126
13115,11560,"POLYGON ((946535.230213883 1948765.54807064, 946535.230213883 1948865.54807064, 946635.230213883 1948865.54807064, 946635.230213883 1948765.54807064, 946535.230213883 1948765.54807064))",11127
13116,11560,"POLYGON ((946535.230213883 1948865.54807064, 946535.230213883 1948965.54807064, 946635.230213883 1948965.54807064, 946635.230213883 1948865.54807064, 946535.230213883 1948865.54807064))",11128
13117,11560,"POLYGON ((946535.230213883 1948965.54807064, 946535.230213883 1949065.54807064, 946635.230213883 1949065.54807064, 946635.230213883 1948965.54807064, 946535.230213883 1948965.54807064))",11129
13118,11560,"POLYGON ((946535.230213883 1949065.54807064, 946535.230213883 1949165.54807064, 946635.230213883 1949165.54807064, 946635.230213883 1949065.54807064, 946535.230213883 1949065.54807064))",11130
13119,11560,"POLYGON ((946535.230213883 1949165.54807064, 946535.230213883 1949265.54807064, 946635.230213883 1949265.54807064, 946635.230213883 1949165.54807064, 946535.230213883 1949165.54807064))",11131
13120,11560,"POLYGON ((946535.230213883 1949265.54807064, 946535.230213883 1949365.54807064, 946635.230213883 1949365.54807064, 946635.230213883 1949265.54807064, 946535.230213883 1949265.54807064))",11132
13121,11560,"POLYGON ((946535.230213883 1949365.54807064, 946535.230213883 1949465.54807064, 946635.230213883 1949465.54807064, 946635.230213883 1949365.54807064, 946535.230213883 1949365.54807064))",11133
13122,11560,"POLYGON ((946535.230213883 1949465.54807064, 946535.230213883 1949565.54807064, 946635.230213883 1949565.54807064, 946635.230213883 1949465.54807064, 946535.230213883 1949465.54807064))",11134
13123,11560,"POLYGON ((946535.230213883 1949565.54807064, 946535.230213883 1949665.54807064, 946635.230213883 1949665.54807064, 946635.230213883 1949565.54807064, 946535.230213883 1949565.54807064))",11135
13124,11560,"POLYGON ((946535.230213883 1949665.54807064, 946535.230213883 1949765.54807064, 946635.230213883 1949765.54807064, 946635.230213883 1949665.54807064, 946535.230213883 1949665.54807064))",11136
13125,11560,"POLYGON ((946535.230213883 1949765.54807064, 946535.230213883 1949865.54807064, 946635.230213883 1949865.54807064, 946635.230213883 1949765.54807064, 946535.230213883 1949765.54807064))",11137
13126,11560,"POLYGON ((946535.230213883 1949865.54807064, 946535.230213883 1949965.54807064, 946635.230213883 1949965.54807064, 946635.230213883 1949865.54807064, 946535.230213883 1949865.54807064))",11138
13127,11560,"POLYGON ((946535.230213883 1949965.54807064, 946535.230213883 1950065.54807064, 946635.230213883 1950065.54807064, 946635.230213883 1949965.54807064, 946535.230213883 1949965.54807064))",11139
13133,11560,"POLYGON ((946635.230213883 1943565.54807064, 946635.230213883 1943665.54807064, 946735.230213883 1943665.54807064, 946735.230213883 1943565.54807064, 946635.230213883 1943565.54807064))",11140
13134,11560,"POLYGON ((946635.230213883 1943665.54807064, 946635.230213883 1943765.54807064, 946735.230213883 1943765.54807064, 946735.230213883 1943665.54807064, 946635.230213883 1943665.54807064))",11141
13135,11560,"POLYGON ((946635.230213883 1943765.54807064, 946635.230213883 1943865.54807064, 946735.230213883 1943865.54807064, 946735.230213883 1943765.54807064, 946635.230213883 1943765.54807064))",11142
13136,11560,"POLYGON ((946635.230213883 1943865.54807064, 946635.230213883 1943965.54807064, 946735.230213883 1943965.54807064, 946735.230213883 1943865.54807064, 946635.230213883 1943865.54807064))",11143
13137,11560,"POLYGON ((946635.230213883 1943965.54807064, 946635.230213883 1944065.54807064, 946735.230213883 1944065.54807064, 946735.230213883 1943965.54807064, 946635.230213883 1943965.54807064))",11144
13138,11560,"POLYGON ((946635.230213883 1944065.54807064, 946635.230213883 1944165.54807064, 946735.230213883 1944165.54807064, 946735.230213883 1944065.54807064, 946635.230213883 1944065.54807064))",11145
13139,11560,"POLYGON ((946635.230213883 1944165.54807064, 946635.230213883 1944265.54807064, 946735.230213883 1944265.54807064, 946735.230213883 1944165.54807064, 946635.230213883 1944165.54807064))",11146
13140,11560,"POLYGON ((946635.230213883 1944265.54807064, 946635.230213883 1944365.54807064, 946735.230213883 1944365.54807064, 946735.230213883 1944265.54807064, 946635.230213883 1944265.54807064))",11147
13141,11560,"POLYGON ((946635.230213883 1944365.54807064, 946635.230213883 1944465.54807064, 946735.230213883 1944465.54807064, 946735.230213883 1944365.54807064, 946635.230213883 1944365.54807064))",11148
13142,11560,"POLYGON ((946635.230213883 1944465.54807064, 946635.230213883 1944565.54807064, 946735.230213883 1944565.54807064, 946735.230213883 1944465.54807064, 946635.230213883 1944465.54807064))",11149
13143,11560,"POLYGON ((946635.230213883 1944565.54807064, 946635.230213883 1944665.54807064, 946735.230213883 1944665.54807064, 946735.230213883 1944565.54807064, 946635.230213883 1944565.54807064))",11150
13144,11560,"POLYGON ((946635.230213883 1944665.54807064, 946635.230213883 1944765.54807064, 946735.230213883 1944765.54807064, 946735.230213883 1944665.54807064, 946635.230213883 1944665.54807064))",11151
13145,11560,"POLYGON ((946635.230213883 1944765.54807064, 946635.230213883 1944865.54807064, 946735.230213883 1944865.54807064, 946735.230213883 1944765.54807064, 946635.230213883 1944765.54807064))",11152
13146,11560,"POLYGON ((946635.230213883 1944865.54807064, 946635.230213883 1944965.54807064, 946735.230213883 1944965.54807064, 946735.230213883 1944865.54807064, 946635.230213883 1944865.54807064))",11153
13147,11560,"POLYGON ((946635.230213883 1944965.54807064, 946635.230213883 1945065.54807064, 946735.230213883 1945065.54807064, 946735.230213883 1944965.54807064, 946635.230213883 1944965.54807064))",11154
13148,11560,"POLYGON ((946635.230213883 1945065.54807064, 946635.230213883 1945165.54807064, 946735.230213883 1945165.54807064, 946735.230213883 1945065.54807064, 946635.230213883 1945065.54807064))",11155
13149,11560,"POLYGON ((946635.230213883 1945165.54807064, 946635.230213883 1945265.54807064, 946735.230213883 1945265.54807064, 946735.230213883 1945165.54807064, 946635.230213883 1945165.54807064))",11156
13150,11560,"POLYGON ((946635.230213883 1945265.54807064, 946635.230213883 1945365.54807064, 946735.230213883 1945365.54807064, 946735.230213883 1945265.54807064, 946635.230213883 1945265.54807064))",11157
13151,11560,"POLYGON ((946635.230213883 1945365.54807064, 946635.230213883 1945465.54807064, 946735.230213883 1945465.54807064, 946735.230213883 1945365.54807064, 946635.230213883 1945365.54807064))",11158
13152,11560,"POLYGON ((946635.230213883 1945465.54807064, 946635.230213883 1945565.54807064, 946735.230213883 1945565.54807064, 946735.230213883 1945465.54807064, 946635.230213883 1945465.54807064))",11159
13153,11560,"POLYGON ((946635.230213883 1945565.54807064, 946635.230213883 1945665.54807064, 946735.230213883 1945665.54807064, 946735.230213883 1945565.54807064, 946635.230213883 1945565.54807064))",11160
13154,11560,"POLYGON ((946635.230213883 1945665.54807064, 946635.230213883 1945765.54807064, 946735.230213883 1945765.54807064, 946735.230213883 1945665.54807064, 946635.230213883 1945665.54807064))",11161
13155,11560,"POLYGON ((946635.230213883 1945765.54807064, 946635.230213883 1945865.54807064, 946735.230213883 1945865.54807064, 946735.230213883 1945765.54807064, 946635.230213883 1945765.54807064))",11162
13156,11560,"POLYGON ((946635.230213883 1945865.54807064, 946635.230213883 1945965.54807064, 946735.230213883 1945965.54807064, 946735.230213883 1945865.54807064, 946635.230213883 1945865.54807064))",11163
13157,11560,"POLYGON ((946635.230213883 1945965.54807064, 946635.230213883 1946065.54807064, 946735.230213883 1946065.54807064, 946735.230213883 1945965.54807064, 946635.230213883 1945965.54807064))",11164
13158,11560,"POLYGON ((946635.230213883 1946065.54807064, 946635.230213883 1946165.54807064, 946735.230213883 1946165.54807064, 946735.230213883 1946065.54807064, 946635.230213883 1946065.54807064))",11165
13159,11560,"POLYGON ((946635.230213883 1946165.54807064, 946635.230213883 1946265.54807064, 946735.230213883 1946265.54807064, 946735.230213883 1946165.54807064, 946635.230213883 1946165.54807064))",11166
13160,11560,"POLYGON ((946635.230213883 1946265.54807064, 946635.230213883 1946365.54807064, 946735.230213883 1946365.54807064, 946735.230213883 1946265.54807064, 946635.230213883 1946265.54807064))",11167
13161,11560,"POLYGON ((946635.230213883 1946365.54807064, 946635.230213883 1946465.54807064, 946735.230213883 1946465.54807064, 946735.230213883 1946365.54807064, 946635.230213883 1946365.54807064))",11168
13162,11560,"POLYGON ((946635.230213883 1946465.54807064, 946635.230213883 1946565.54807064, 946735.230213883 1946565.54807064, 946735.230213883 1946465.54807064, 946635.230213883 1946465.54807064))",11169
13163,11560,"POLYGON ((946635.230213883 1946565.54807064, 946635.230213883 1946665.54807064, 946735.230213883 1946665.54807064, 946735.230213883 1946565.54807064, 946635.230213883 1946565.54807064))",11170
13164,11560,"POLYGON ((946635.230213883 1946665.54807064, 946635.230213883 1946765.54807064, 946735.230213883 1946765.54807064, 946735.230213883 1946665.54807064, 946635.230213883 1946665.54807064))",11171
13165,11560,"POLYGON ((946635.230213883 1946765.54807064, 946635.230213883 1946865.54807064, 946735.230213883 1946865.54807064, 946735.230213883 1946765.54807064, 946635.230213883 1946765.54807064))",11172
13166,11560,"POLYGON ((946635.230213883 1946865.54807064, 946635.230213883 1946965.54807064, 946735.230213883 1946965.54807064, 946735.230213883 1946865.54807064, 946635.230213883 1946865.54807064))",11173
13167,11560,"POLYGON ((946635.230213883 1946965.54807064, 946635.230213883 1947065.54807064, 946735.230213883 1947065.54807064, 946735.230213883 1946965.54807064, 946635.230213883 1946965.54807064))",11174
13168,11560,"POLYGON ((946635.230213883 1947065.54807064, 946635.230213883 1947165.54807064, 946735.230213883 1947165.54807064, 946735.230213883 1947065.54807064, 946635.230213883 1947065.54807064))",11175
13169,11560,"POLYGON ((946635.230213883 1947165.54807064, 946635.230213883 1947265.54807064, 946735.230213883 1947265.54807064, 946735.230213883 1947165.54807064, 946635.230213883 1947165.54807064))",11176
13170,11560,"POLYGON ((946635.230213883 1947265.54807064, 946635.230213883 1947365.54807064, 946735.230213883 1947365.54807064, 946735.230213883 1947265.54807064, 946635.230213883 1947265.54807064))",11177
13171,11560,"POLYGON ((946635.230213883 1947365.54807064, 946635.230213883 1947465.54807064, 946735.230213883 1947465.54807064, 946735.230213883 1947365.54807064, 946635.230213883 1947365.54807064))",11178
13172,11560,"POLYGON ((946635.230213883 1947465.54807064, 946635.230213883 1947565.54807064, 946735.230213883 1947565.54807064, 946735.230213883 1947465.54807064, 946635.230213883 1947465.54807064))",11179
13173,11560,"POLYGON ((946635.230213883 1947565.54807064, 946635.230213883 1947665.54807064, 946735.230213883 1947665.54807064, 946735.230213883 1947565.54807064, 946635.230213883 1947565.54807064))",11180
13174,11560,"POLYGON ((946635.230213883 1947665.54807064, 946635.230213883 1947765.54807064, 946735.230213883 1947765.54807064, 946735.230213883 1947665.54807064, 946635.230213883 1947665.54807064))",11181
13175,11560,"POLYGON ((946635.230213883 1947765.54807064, 946635.230213883 1947865.54807064, 946735.230213883 1947865.54807064, 946735.230213883 1947765.54807064, 946635.230213883 1947765.54807064))",11182
13176,11560,"POLYGON ((946635.230213883 1947865.54807064, 946635.230213883 1947965.54807064, 946735.230213883 1947965.54807064, 946735.230213883 1947865.54807064, 946635.230213883 1947865.54807064))",11183
13177,11560,"POLYGON ((946635.230213883 1947965.54807064, 946635.230213883 1948065.54807064, 946735.230213883 1948065.54807064, 946735.230213883 1947965.54807064, 946635.230213883 1947965.54807064))",11184
13178,11560,"POLYGON ((946635.230213883 1948065.54807064, 946635.230213883 1948165.54807064, 946735.230213883 1948165.54807064, 946735.230213883 1948065.54807064, 946635.230213883 1948065.54807064))",11185
13179,11560,"POLYGON ((946635.230213883 1948165.54807064, 946635.230213883 1948265.54807064, 946735.230213883 1948265.54807064, 946735.230213883 1948165.54807064, 946635.230213883 1948165.54807064))",11186
13180,11560,"POLYGON ((946635.230213883 1948265.54807064, 946635.230213883 1948365.54807064, 946735.230213883 1948365.54807064, 946735.230213883 1948265.54807064, 946635.230213883 1948265.54807064))",11187
13181,11560,"POLYGON ((946635.230213883 1948365.54807064, 946635.230213883 1948465.54807064, 946735.230213883 1948465.54807064, 946735.230213883 1948365.54807064, 946635.230213883 1948365.54807064))",11188
13182,11560,"POLYGON ((946635.230213883 1948465.54807064, 946635.230213883 1948565.54807064, 946735.230213883 1948565.54807064, 946735.230213883 1948465.54807064, 946635.230213883 1948465.54807064))",11189
13183,11560,"POLYGON ((946635.230213883 1948565.54807064, 946635.230213883 1948665.54807064, 946735.230213883 1948665.54807064, 946735.230213883 1948565.54807064, 946635.230213883 1948565.54807064))",11190
13184,11560,"POLYGON ((946635.230213883 1948665.54807064, 946635.230213883 1948765.54807064, 946735.230213883 1948765.54807064, 946735.230213883 1948665.54807064, 946635.230213883 1948665.54807064))",11191
13185,11560,"POLYGON ((946635.230213883 1948765.54807064, 946635.230213883 1948865.54807064, 946735.230213883 1948865.54807064, 946735.230213883 1948765.54807064, 946635.230213883 1948765.54807064))",11192
13186,11560,"POLYGON ((946635.230213883 1948865.54807064, 946635.230213883 1948965.54807064, 946735.230213883 1948965.54807064, 946735.230213883 1948865.54807064, 946635.230213883 1948865.54807064))",11193
13187,11560,"POLYGON ((946635.230213883 1948965.54807064, 946635.230213883 1949065.54807064, 946735.230213883 1949065.54807064, 946735.230213883 1948965.54807064, 946635.230213883 1948965.54807064))",11194
13188,11560,"POLYGON ((946635.230213883 1949065.54807064, 946635.230213883 1949165.54807064, 946735.230213883 1949165.54807064, 946735.230213883 1949065.54807064, 946635.230213883 1949065.54807064))",11195
13189,11560,"POLYGON ((946635.230213883 1949165.54807064, 946635.230213883 1949265.54807064, 946735.230213883 1949265.54807064, 946735.230213883 1949165.54807064, 946635.230213883 1949165.54807064))",11196
13190,11560,"POLYGON ((946635.230213883 1949265.54807064, 946635.230213883 1949365.54807064, 946735.230213883 1949365.54807064, 946735.230213883 1949265.54807064, 946635.230213883 1949265.54807064))",11197
13191,11560,"POLYGON ((946635.230213883 1949365.54807064, 946635.230213883 1949465.54807064, 946735.230213883 1949465.54807064, 946735.230213883 1949365.54807064, 946635.230213883 1949365.54807064))",11198
13192,11560,"POLYGON ((946635.230213883 1949465.54807064, 946635.230213883 1949565.54807064, 946735.230213883 1949565.54807064, 946735.230213883 1949465.54807064, 946635.230213883 1949465.54807064))",11199
13193,11560,"POLYGON ((946635.230213883 1949565.54807064, 946635.230213883 1949665.54807064, 946735.230213883 1949665.54807064, 946735.230213883 1949565.54807064, 946635.230213883 1949565.54807064))",11200
13194,11560,"POLYGON ((946635.230213883 1949665.54807064, 946635.230213883 1949765.54807064, 946735.230213883 1949765.54807064, 946735.230213883 1949665.54807064, 946635.230213883 1949665.54807064))",11201
13195,11560,"POLYGON ((946635.230213883 1949765.54807064, 946635.230213883 1949865.54807064, 946735.230213883 1949865.54807064, 946735.230213883 1949765.54807064, 946635.230213883 1949765.54807064))",11202
13196,11560,"POLYGON ((946635.230213883 1949865.54807064, 946635.230213883 1949965.54807064, 946735.230213883 1949965.54807064, 946735.230213883 1949865.54807064, 946635.230213883 1949865.54807064))",11203
13197,11560,"POLYGON ((946635.230213883 1949965.54807064, 946635.230213883 1950065.54807064, 946735.230213883 1950065.54807064, 946735.230213883 1949965.54807064, 946635.230213883 1949965.54807064))",11204
13201,11560,"POLYGON ((946735.230213883 1943365.54807064, 946735.230213883 1943465.54807064, 946835.230213883 1943465.54807064, 946835.230213883 1943365.54807064, 946735.230213883 1943365.54807064))",11205
13202,11560,"POLYGON ((946735.230213883 1943465.54807064, 946735.230213883 1943565.54807064, 946835.230213883 1943565.54807064, 946835.230213883 1943465.54807064, 946735.230213883 1943465.54807064))",11206
