,사용월,호선명,지하철역,0405O,0405D,0506O,0506D,0607O,0607D,0708O,0708D,0809O,0809D,0910O,0910D,1011O,1011D,1112O,1112D,1213O,1213D,1314O,1314D,1415O,1415D,1516O,1516D,1617O,1617D,1718O,1718D,1819O,1819D,1920O,1920D,2021O,2021D,2122O,2122D,2223O,2223D,2324O,2324D,0001O,0001D,0102O,0102D,0203O,0203D,0304O,0304D,code,y,x,year,x_5179,y_5179
1090,201901,7호선,남구로,10,0,19132,1979,17322,7113,33675,25939,39953,117385,29476,52980,18974,21954,17680,19702,17976,18029,18748,19231,17790,18435,18783,19594,21828,23609,35249,39383,88156,40912,44870,28763,24408,18791,18867,21770,12289,20565,5707,10901,838,2895,0,0,0,0,0,0,2747.0,37.486056,126.887249,2019,945828.5533970484,1943155.6266000243
1091,201801,7호선,남구로,70,5,18853,1779,17165,7285,34553,26939,41329,118654,29388,49791,18262,20880,16544,18045,17628,17470,18195,18935,16853,18057,17791,19620,20692,22415,32719,36194,84877,38852,46326,29753,25750,19146,18986,21735,12814,21955,5810,11043,865,2783,0,0,0,0,0,0,2747.0,37.486056,126.887249,2018,945828.5533970484,1943155.6266000243
1092,202201,7호선,남성,3,0,4743,647,11011,2987,30907,5199,50035,12303,29192,9731,16871,8808,14167,8959,14437,10227,14858,11233,13370,11908,12374,14879,12818,16720,13368,22626,13077,37527,6877,29505,6942,17333,7374,21978,3479,12225,1044,5613,1,191,0,0,0,0,0,0,2739.0,37.484596,126.971251,2022,953254.0638651724,1942948.6267370237
1093,202101,7호선,남성,4,0,4593,625,10626,3255,30454,4669,46960,12684,25971,8590,14483,7445,12031,7529,11930,8549,12516,10073,11451,10557,10890,12944,10545,15414,11842,20560,12145,36200,6902,29361,6627,17526,6696,19676,3075,9343,1130,4245,5,289,0,0,0,0,0,0,2739.0,37.484596,126.971251,2021,953254.0638651724,1942948.6267370237
1094,202001,7호선,남성,0,0,5528,757,10831,4322,34914,5547,58366,14990,32837,11875,19816,10967,18076,10711,17139,12081,17682,13579,15757,14180,14901,17315,14731,20065,16793,24357,16699,39447,10323,33700,8812,21020,8196,19741,6100,17874,3134,11702,691,3933,4,36,0,6,0,0,2739.0,37.484596,126.971251,2020,953254.0638651724,1942948.6267370237
1095,201901,7호선,남성,0,0,5891,870,11925,4633,38829,5902,64233,16182,36021,13305,20997,11899,18791,11584,18533,13067,19034,15097,17052,15070,15959,18494,15964,20897,17605,26132,18009,42105,11611,37023,9361,22819,9361,22355,6920,21023,3331,13219,783,4457,0,4,0,0,0,0,2739.0,37.484596,126.971251,2019,953254.0638651724,1942948.6267370237
1096,201801,7호선,남성,0,0,5512,869,12507,4812,37571,6565,61550,16034,32937,12987,19461,11680,17184,11009,17778,12402,18626,14115,16137,14392,15389,17131,15053,19850,16439,24138,17987,39162,11512,37280,9372,22750,8603,21815,6540,19863,3315,12804,599,4443,0,3,0,0,0,0,2739.0,37.484596,126.971251,2018,953254.0638651724,1942948.6267370237
1097,202201,7호선,내방,3,0,1829,1471,5744,9354,14354,20490,23988,76332,16622,42267,12718,19436,13341,14931,14876,14703,17176,15504,17876,15054,18985,15224,23267,15951,36144,19286,64423,26779,23400,17959,18394,10478,20923,13889,7905,7222,1993,2961,1,939,0,0,0,0,0,0,2737.0,37.487618,126.993513,2022,955224.0325846779,1943273.077348618
1098,202101,7호선,내방,3,0,1974,1358,5872,9113,13751,20737,22538,69995,15717,39142,10739,16162,10888,12357,11956,11838,14486,13491,14679,12949,16160,12386,20450,13740,31882,16653,61210,24108,23145,17166,17003,10412,18062,11727,6740,5215,1636,2135,2,788,0,1,0,0,0,0,2737.0,37.487618,126.993513,2021,955224.0325846779,1943273.077348618
1099,202001,7호선,내방,3,0,2310,1535,6566,10075,16231,19807,28267,81198,19878,42753,14733,20941,15730,15485,16858,15995,19218,18124,19322,18111,20753,17938,24144,18573,33854,22156,68937,30149,27838,23152,18623,13981,18908,11782,14137,11151,5870,6859,955,3134,12,312,0,4,0,0,2737.0,37.487618,126.993513,2020,955224.0325846779,1943273.077348618
1100,201901,7호선,내방,5,0,2169,1661,6590,10296,17631,21635,30783,94840,21862,49741,15883,22399,16653,17042,18487,17087,20223,19251,20666,18774,21212,19068,25537,19655,35779,22801,77727,32809,32348,25768,21127,15248,22643,12969,16692,12013,6554,7430,1047,3384,1,374,0,0,0,0,2737.0,37.487618,126.993513,2019,955224.0325846779,1943273.077348618
1101,201801,7호선,내방,2,0,2276,1553,7878,9984,19616,23123,31726,98994,21874,48056,15675,22130,16737,16681,18014,16479,19941,19075,20808,18321,21625,18575,23995,19053,33646,22021,76452,32184,34512,26651,22170,16521,22669,13875,17067,12714,6891,8037,984,3289,1,308,0,0,0,0,2737.0,37.487618,126.993513,2018,955224.0325846779,1943273.077348618
1102,202201,7호선,노원,45,1,5834,1838,11782,5270,32986,11581,34480,40906,24474,38145,24285,28538,27428,28132,30568,31192,30772,36544,33215,36187,35901,36272,37265,37324,39181,41066,42523,52297,26305,40356,30103,19308,30867,20945,13510,14013,2242,6387,20,636,0,0,0,0,0,0,2715.0,37.655128,127.061368,2022,961309.5379340928,1961827.3342881983
1103,202101,7호선,노원,74,2,5795,1903,11578,4726,30348,10323,30438,37682,22303,35572,22110,27907,24769,24697,24598,25513,26580,29748,28970,31558,30883,31314,32271,31602,31721,33052,37793,44833,22075,35895,27243,17413,23333,17057,5072,9938,1605,4185,5,615,0,0,0,0,0,0,2715.0,37.655128,127.061368,2021,961309.5379340928,1961827.3342881983
1104,202001,7호선,노원,27,0,7592,2223,14083,6800,36383,13891,37424,45468,26763,46742,28534,35865,32417,32142,35200,36737,37199,42940,38375,42993,43532,44563,46673,44961,47702,48791,51547,63965,33851,59095,33479,29715,29256,23218,26066,19731,12759,14958,2375,5469,20,151,0,1,0,0,2715.0,37.655128,127.061368,2020,961309.5379340928,1961827.3342881983
1105,201901,7호선,노원,82,2,8010,2543,15260,7110,41621,13711,42243,49829,28537,48817,29525,36779,33391,33658,36731,38290,38969,44561,40538,44192,46962,45172,48389,46349,48236,50250,55080,67890,36091,66158,35483,32091,31074,25391,27802,22187,12465,16442,2316,6012,3,129,0,0,0,0,2715.0,37.655128,127.061368,2019,961309.5379340928,1961827.3342881983
1106,201801,7호선,노원,41,21,6827,2566,14580,8018,41133,13708,41003,48560,27087,52073,28099,33813,31883,33504,35570,36632,37881,43479,39701,43727,45089,42213,46472,44477,47511,49304,55077,64629,36307,65587,37107,32679,29159,24374,28194,21654,12542,16741,2326,6060,0,120,0,0,0,0,2715.0,37.655128,127.061368,2018,961309.5379340928,1961827.3342881983
1107,202201,7호선,논현,22,0,1664,1262,3920,14353,7025,42201,13137,111827,11531,95157,10885,37892,12639,24150,15494,22261,17597,24063,20921,22792,26091,21332,32013,22432,54597,24259,97450,29863,52610,14579,39083,8299,55924,10463,19108,5502,4802,2879,6,223,0,0,0,0,0,0,2734.0,37.511093,127.021415,2022,957703.9667604921,1945864.5741141727
1108,202101,7호선,논현,4,1,1638,1237,4019,14975,6651,38099,12974,104640,10630,83896,9535,34265,11678,20264,13636,17731,14831,20396,17710,19994,22410,18370,28430,17432,49197,19904,90076,23056,52514,13350,35957,8455,43718,9032,12944,4315,3849,2715,12,184,0,0,0,0,0,0,2734.0,37.511093,127.021415,2021,957703.9667604921,1945864.5741141727
1109,202001,7호선,논현,31,0,3623,1267,5369,14656,8533,44300,15461,121730,14688,101428,12468,40114,14645,25955,17070,24387,19957,26985,22912,25959,28677,23825,32253,24831,50263,28971,103647,39052,62903,26706,39445,14317,41540,11414,38359,9309,21178,5917,4309,2479,13,35,1,3,0,0,2734.0,37.511093,127.021415,2020,957703.9667604921,1945864.5741141727
1110,201901,7호선,논현,31,0,4032,1214,5838,15744,9914,46221,18180,136687,16313,107846,13387,42060,15923,27418,18370,26020,20875,29570,24113,26699,28412,25576,32872,27175,50196,31613,111552,43000,69952,29813,43363,16027,46836,12323,44967,10585,24699,6863,4640,3025,0,0,0,0,0,0,2734.0,37.511093,127.021415,2019,957703.9667604921,1945864.5741141727
1111,201801,7호선,논현,18,0,3958,1160,6359,15810,9907,48375,17929,131828,15953,104889,13144,41818,15574,28012,18227,26400,21207,29299,24204,27061,28172,25165,32457,25418,45243,29317,106601,40347,69337,30753,43971,16579,46596,13012,44538,10868,22938,6986,4757,2748,0,0,0,0,0,0,2734.0,37.511093,127.021415,2018,957703.9667604921,1945864.5741141727
1112,202201,7호선,대림,25,1,9684,699,8460,2777,13066,4899,20801,16522,14628,11679,10760,13211,11577,14861,12723,13589,13239,13550,13828,12924,14484,14695,14422,15896,16331,20313,17090,22133,10648,13183,9055,9052,9050,15350,3668,7193,1266,2921,0,84,0,0,0,0,0,0,2746.0,37.49297,126.895801,2022,946589.5402550821,1943917.8072563638
1113,202101,7호선,대림,18,1,8572,668,7654,3020,12857,5133,16656,14822,12181,10069,8315,9979,8489,10525,9861,10048,10414,10808,10595,10793,11526,11329,11245,11957,13705,17041,15731,18267,9515,11881,7556,8497,6507,12240,2347,5365,914,2046,0,67,0,0,0,0,0,0,2746.0,37.49297,126.895801,2021,946589.5402550821,1943917.8072563638
1114,202001,7호선,대림,69,0,10226,988,8559,3999,14507,6735,22869,17510,18146,15018,13774,17442,14257,22608,16764,19241,18344,18874,19674,17641,20421,18234,21422,19398,23190,25642,24034,27521,16195,20193,13095,13548,11249,15862,8545,13509,5163,6906,705,1598,18,30,0,0,0,0,2746.0,37.49297,126.895801,2020,946589.5402550821,1943917.8072563638
1115,201901,7호선,대림,63,1,11835,1192,9509,4036,15804,8188,25004,21993,20659,17303,14859,18230,14353,23378,17472,20191,18983,19435,19922,18662,21046,19301,22473,20084,24230,27796,27726,33799,19006,23096,15307,14599,13360,16959,10434,15227,5680,7303,720,1707,0,0,0,0,0,0,2746.0,37.49297,126.895801,2019,946589.5402550821,1943917.8072563638
1116,201801,7호선,대림,21,5,10658,1075,9330,4559,16794,7652,25793,21799,19480,18279,14124,17452,14635,22066,17320,20286,18704,19734,19900,18563,21157,18615,22016,19043,24191,25443,27062,31495,18427,23886,14871,15466,12329,16263,9284,15474,5105,6750,723,1651,0,0,0,0,0,0,2746.0,37.49297,126.895801,2018,946589.5402550821,1943917.8072563638
1117,202201,7호선,도봉산,24,0,4420,747,15216,4407,45850,5874,37238,9176,18294,11552,11223,13378,9598,11285,10932,11489,10080,10988,10386,10955,10461,11631,10943,13582,9547,18462,8361,31281,3998,36354,2688,21817,2610,22470,1473,17755,418,6168,14,753,0,0,0,0,0,0,2712.0,37.689313,127.046222,2022,959991.9038874394,1965626.4060804814
1118,202101,7호선,도봉산,14,0,3794,629,13813,3557,42512,5521,34412,8536,16276,9089,9039,12078,8021,10212,8343,9969,8253,9576,8755,9762,9323,9925,9293,11830,8112,16221,7239,29413,3473,35712,2484,20478,2067,20194,1115,12875,284,4315,10,764,0,0,0,0,0,0,2712.0,37.689313,127.046222,2021,959991.9038874394,1965626.4060804814
1119,202001,7호선,도봉산,26,0,4127,793,15881,4737,52196,5516,39470,9146,21008,11819,13247,14064,11363,11998,12192,11140,12199,12017,11838,12177,11498,13317,11913,15320,11710,19218,10434,31791,5612,40624,3585,25308,2795,21129,2206,21923,923,15958,163,6684,6,1022,0,4,0,0,2712.0,37.689313,127.046222,2020,959991.9038874394,1965626.4060804814
1120,201901,7호선,도봉산,10,1,3611,651,15025,4579,57793,6250,43869,9886,21902,12770,14458,15646,12462,11657,12230,10977,12387,12097,11910,12212,11817,13258,12422,15523,11869,20344,10641,32695,5951,45144,3583,27322,2839,24025,2070,23775,1002,17573,179,7100,0,1235,0,0,0,0,2712.0,37.689313,127.046222,2019,959991.9038874394,1965626.4060804814
1121,201801,7호선,도봉산,32,4,4202,480,16054,4582,54628,6642,43856,10279,21805,11137,13785,13136,11668,10438,12051,9894,11643,10164,11039,10754,10691,12073,10884,14825,10870,18874,10294,30495,5805,45205,3396,27874,2668,23738,2058,23867,971,17906,169,7196,1,1110,0,0,0,0,2712.0,37.689313,127.046222,2018,959991.9038874394,1965626.4060804814
1122,202201,7호선,뚝섬유원지,14,0,3700,318,7331,3318,17957,5005,27863,10767,18337,8227,9770,5870,8232,6609,8748,7156,8963,8332,8458,9709,9090,11124,10559,12243,11847,15876,12311,23547,7279,17416,6776,12041,7283,16214,5028,8494,1552,2915,5,244,0,0,0,0,0,0,2730.0,37.53154,127.066704,2022,961716.9543339991,1948113.6485572753
1123,202101,7호선,뚝섬유원지,4,0,3513,366,7063,3056,15791,4899,24103,10002,15637,6557,8086,4523,6637,5218,7022,5779,7235,6791,7107,7908,7768,9248,8185,10054,9309,13719,10996,20787,6263,16489,5345,10504,5472,13517,3166,5377,981,2496,0,134,0,0,0,0,0,0,2730.0,37.53154,127.066704,2021,961716.9543339991,1948113.6485572753
1124,202001,7호선,뚝섬유원지,5,0,4217,499,7640,3492,19074,4767,30464,11103,20259,9373,11206,7439,9581,8373,10186,9735,10953,11693,10696,12322,11870,13016,13861,13105,14935,16223,13137,23639,7956,19252,6101,12000,5737,11811,4001,11156,1877,6600,263,1933,3,19,0,0,0,0,2730.0,37.53154,127.066704,2020,961716.9543339991,1948113.6485572753
1125,201901,7호선,뚝섬유원지,3,0,4506,582,8447,4165,20581,5578,33820,12602,22257,8859,11491,7570,10375,8547,10416,9175,11301,10023,10912,11069,11322,12136,12904,12922,14441,16265,13343,24095,7833,20863,5796,12938,5380,12890,3650,12709,1852,7448,317,2150,0,14,0,0,0,0,2730.0,37.53154,127.066704,2019,961716.9543339991,1948113.6485572753
1126,201801,7호선,뚝섬유원지,6,1,4457,558,8687,3882,21988,5618,33833,13160,21964,8379,11473,7461,9921,7969,9970,8818,11068,9810,10115,10710,10670,11045,11983,12232,13141,15509,12874,23872,8292,21999,6405,13363,5391,13714,3875,13510,1902,7699,349,2141,0,4,0,0,0,0,2730.0,37.53154,127.066704,2018,961716.9543339991,1948113.6485572753
1127,202201,7호선,마들,4,1,8441,1107,20525,2402,55697,5003,53827,9195,27175,9012,19334,8612,17117,10041,18081,11598,16545,12278,14821,13997,14017,16704,13150,19114,11971,25262,10670,41143,6383,43782,4782,25067,3997,25138,2661,19578,795,8443,15,737,0,0,0,0,0,0,2714.0,37.66494,127.057675,2022,960988.9222008476,1962917.4713125166
1128,202101,7호선,마들,4,0,8309,1182,18330,2044,50214,5306,46626,9119,22284,7572,15566,7548,13712,8237,14477,9447,13786,10539,12407,12038,11684,14004,11306,16325,9973,21443,9215,38277,5391,40429,4384,21963,4087,21679,1994,13430,642,5325,1,720,0,0,0,0,0,0,2714.0,37.66494,127.057675,2021,960988.9222008476,1962917.4713125166
1129,202001,7호선,마들,20,0,8808,1675,19643,3942,58528,5458,52969,9729,29193,9690,21588,9287,19426,10468,20536,12424,18415,13763,16177,15296,15345,18046,15398,21071,14681,25990,13059,36865,8426,43810,5860,26096,4320,22100,3608,21615,1553,15033,245,5531,2,40,0,1,0,0,2714.0,37.66494,127.057675,2020,960988.9222008476,1962917.4713125166
1130,201901,7호선,마들,21,0,8435,1729,20283,4004,64546,5556,59590,10702,30095,9990,22796,9737,20480,10168,21460,12172,19188,13791,16360,15409,15413,18201,14928,21747,15412,25604,13871,38270,8968,48377,5780,27987,4266,23874,3740,23145,1540,17247,261,5986,0,7,0,0,0,0,2714.0,37.66494,127.057675,2019,960988.9222008476,1962917.4713125166
1131,201801,7호선,마들,16,4,8349,1568,22098,2987,63285,5499,59251,10362,28789,9567,20922,8967,19259,9665,20523,11413,18456,13204,15060,14562,14803,16982,14260,20555,13884,24117,13266,37523,8872,48140,5906,28211,4387,23770,3387,22490,1388,16976,241,5691,1,9,0,0,0,0,2714.0,37.66494,127.057675,2018,960988.9222008476,1962917.4713125166
1132,202201,7호선,먹골,7,0,6131,602,11523,2426,31320,4469,40829,13126,23640,8123,14763,8061,13473,9412,14662,10048,14491,10890,13193,11532,12587,14631,12762,17338,13183,23423,13907,32966,8323,31718,6254,18165,6684,21261,2890,13423,1000,5204,4,399,0,0,0,0,0,0,2720.0,37.610637,127.077725,2022,962730.1347981932,1956884.6172627192
1133,202101,7호선,먹골,18,0,6055,640,10579,2398,29608,4273,37299,12261,20593,7650,12596,6974,11151,7376,11533,8330,11325,9321,10944,10161,10365,12391,10172,14996,11459,20400,12818,31497,7521,29806,5843,17186,5398,17975,2168,9384,758,3878,3,341,0,0,0,0,0,0,2720.0,37.610637,127.077725,2021,962730.1347981932,1956884.6172627192
1134,202001,7호선,먹골,28,0,6728,724,11808,3058,35873,4595,45792,14199,25995,10237,17403,9269,15017,9722,16619,11604,16377,12331,15280,12939,14188,15515,15315,19716,16014,24408,17432,35599,10743,36892,7857,21355,7547,19458,5504,18166,2725,12499,589,3810,3,165,0,0,0,0,2720.0,37.610637,127.077725,2020,962730.1347981932,1956884.6172627192
1135,201901,7호선,먹골,28,0,7166,872,13154,3170,40404,4837,52305,15222,28261,10555,18362,9601,16266,10236,17613,12502,17495,13420,16052,13872,14903,16583,15793,20014,17148,26173,19151,38659,12040,42822,8192,24305,7694,21057,5884,20438,2844,13925,570,4088,0,67,0,0,0,0,2720.0,37.610637,127.077725,2019,962730.1347981932,1956884.6172627192
1136,201801,7호선,먹골,26,17,6855,661,13643,3585,40212,4519,51912,14870,27104,11253,17621,9092,15850,9532,16559,11215,16649,12504,15103,13566,14199,16074,14466,19639,16093,24654,18914,37063,12309,41676,8345,24386,7557,21342,5797,20341,2895,13704,537,4138,1,33,0,0,0,0,2720.0,37.610637,127.077725,2018,962730.1347981932,1956884.6172627192
1137,202201,7호선,면목,38,0,10744,574,19970,4886,50712,7591,66962,20067,37312,12970,21675,12076,18616,13047,19780,14844,19768,15401,17839,16665,17343,21749,19143,26627,18639,31749,18307,50515,13301,46723,8183,26707,7938,31936,3524,21295,1196,7774,9,663,0,0,0,0,0,0,2723.0,37.588579,127.087503,2022,963582.3920059369,1954433.5498559596
1138,202101,7호선,면목,11,1,10169,682,18617,4788,47547,6534,62955,18220,33955,11180,18521,10133,15249,10796,16289,11783,16139,12835,14553,14585,14082,18643,15438,23393,16097,29349,16376,49958,11751,45601,7432,26568,7018,30410,2855,14345,971,5747,0,519,0,0,0,0,0,0,2723.0,37.588579,127.087503,2021,963582.3920059369,1954433.5498559596
1139,202001,7호선,면목,20,1,11177,1150,20631,5591,54076,7776,74711,20041,40614,14804,24957,13044,22039,13475,22986,15689,22993,18241,20792,19264,19618,23824,21267,30033,22571,33791,23080,51695,17130,53605,10791,31442,8633,28338,6511,26982,3384,18013,528,6244,3,36,0,0,0,0,2723.0,37.588579,127.087503,2020,963582.3920059369,1954433.5498559596
1140,201901,7호선,면목,4,0,11509,1147,22184,5807,59324,8509,82772,22080,44314,14484,25883,12726,22378,13397,23273,15456,23178,17103,20295,19174,19568,23924,21704,29612,22298,36458,24011,55772,18063,58622,10942,34171,9083,31451,6664,29084,3363,20071,571,6741,0,0,0,0,0,0,2723.0,37.588579,127.087503,2019,963582.3920059369,1954433.5498559596
1141,201801,7호선,면목,12,9,10967,940,20867,5485,60850,8544,84741,21467,42577,13720,24563,11884,20545,11984,21972,13356,21512,15701,19503,17745,17605,21886,19524,27403,20882,33636,22157,54295,18043,59555,10711,35469,8601,31330,6550,30090,3432,21020,622,6853,0,0,0,0,0,0,2723.0,37.588579,127.087503,2018,963582.3920059369,1954433.5498559596
1142,202201,7호선,반포,2,0,760,576,2115,5897,5344,9735,9200,17575,6937,16269,4873,8368,5229,8232,6730,8189,7527,8815,7949,7418,9706,6742,12776,6852,14703,7675,16415,9487,10585,6218,8738,4132,10493,4992,5833,2652,1245,964,1,51,0,0,0,0,0,0,2735.0,37.508178,127.011727,2022,956846.0842959934,1945545.5717232663
1143,202101,7호선,반포,3,0,615,480,2174,4882,5323,9471,8638,16634,6001,14438,3841,7138,3869,7298,5438,6414,6132,6661,6583,5864,7852,5537,10919,5565,13130,6505,14689,8856,9660,5613,8168,3567,10765,4269,2304,1649,707,773,4,64,0,0,0,0,0,0,2735.0,37.508178,127.011727,2021,956846.0842959934,1945545.5717232663
1144,202001,7호선,반포,5,0,1090,678,3154,6182,7710,10968,12308,21651,9248,18529,6638,9474,6922,10485,7980,11377,9232,10196,9818,9099,11776,8995,14831,9342,16164,9937,19815,12709,13164,9070,9789,5635,11771,4790,9095,4986,2705,2934,435,867,5,10,0,5,0,0,2735.0,37.508178,127.011727,2020,956846.0842959934,1945545.5717232663
1145,201901,7호선,반포,0,0,1084,516,3211,5632,8329,11499,13861,24475,9714,20522,6769,10275,6936,11751,8223,12618,9352,10886,9996,9244,11859,9176,15291,9350,17513,10172,22296,13301,14732,9722,10847,5748,12247,5090,10066,5428,2949,3042,472,993,0,0,0,0,0,0,2735.0,37.508178,127.011727,2019,956846.0842959934,1945545.5717232663
1146,201801,7호선,반포,0,0,1060,906,3389,8934,7580,11647,12883,23106,9293,19769,6179,9635,6414,10635,7747,11549,8663,9972,8910,8738,11008,8159,14732,8590,17994,9445,20739,12113,14199,10074,10678,5537,12075,4781,9715,4856,2953,3008,426,918,0,0,0,0,0,0,2735.0,37.508178,127.011727,2018,956846.0842959934,1945545.5717232663
1147,202201,7호선,보라매,15,1,4509,849,6846,4471,19701,13670,31009,35648,17583,12973,10908,8880,10780,7661,11283,8804,11875,9881,11520,9851,11447,9961,13309,11163,16462,16660,30120,26870,10388,20753,8793,12406,9308,15413,3767,9200,1026,3398,1,275,0,0,0,0,0,0,2744.0,37.499872,126.920428,2022,948771.2721648731,1944669.854204771
1148,202101,7호선,보라매,24,0,4696,989,6938,5433,18356,12434,27344,32242,15310,12080,8579,6842,8182,6336,9096,7217,9580,8644,9016,7957,9537,8950,12039,9715,15515,14376,27859,24225,9837,19696,8001,11456,7628,12777,2739,6408,893,2818,1,307,0,0,0,0,0,0,2744.0,37.499872,126.920428,2021,948771.2721648731,1944669.854204771
