,사용월,호선명,지하철역,0405O,0405D,0506O,0506D,0607O,0607D,0708O,0708D,0809O,0809D,0910O,0910D,1011O,1011D,1112O,1112D,1213O,1213D,1314O,1314D,1415O,1415D,1516O,1516D,1617O,1617D,1718O,1718D,1819O,1819D,1920O,1920D,2021O,2021D,2122O,2122D,2223O,2223D,2324O,2324D,0001O,0001D,0102O,0102D,0203O,0203D,0304O,0304D,code,y,x,year,x_5179,y_5179
1015,201901,6호선,청구,1,0,1833,462,2578,2440,7413,5437,11205,26088,6806,13999,4764,5640,5652,4343,4903,4712,5127,5134,5245,4693,5293,5168,5906,5772,7687,6963,13649,8828,9723,6773,5618,4442,4928,4163,3442,4185,1681,2776,315,1089,0,0,0,0,0,0,2635.0,37.560245,127.013828,2019,957061.6361258939,1951321.1484832827
1016,201801,6호선,청구,5,4,1583,315,2571,2124,6986,5195,11318,26992,6307,13813,4241,5830,5375,4275,4801,4566,5258,5240,4900,4615,5199,4813,5693,5699,7387,6655,12628,8587,10461,6637,5652,4508,4674,4132,3551,4116,1867,2745,322,1021,0,0,0,0,0,0,2635.0,37.560245,127.013828,2018,957061.6361258939,1951321.1484832827
1017,202201,6호선,태릉입구,23,0,3741,750,5762,2275,16317,2914,19086,6590,10404,5597,7362,4640,7185,5083,7815,5656,7629,6575,7186,6830,7155,7891,7299,9535,7666,12368,7493,20835,4680,17742,4009,9147,4469,13299,2168,7521,862,3619,5,628,0,0,0,0,0,0,2646.0,37.617983,127.07512,2022,962503.9060071326,1957700.6608588882
1018,202101,6호선,태릉입구,5,1,3349,593,5711,2203,14654,2761,17426,5988,8706,4897,5622,3698,5296,4021,5604,4571,6000,5421,5714,5531,5384,6477,5474,7758,6266,10717,6330,18337,4291,16089,3517,7928,3478,10085,1612,5006,697,2410,0,416,0,0,0,0,0,0,2646.0,37.617983,127.07512,2021,962503.9060071326,1957700.6608588882
1019,202001,6호선,태릉입구,25,0,3935,731,6598,3124,17484,3632,21175,8195,11181,7191,8115,5646,7998,6188,8670,6859,8884,7774,7993,8386,8204,9047,8523,10994,9125,13645,9659,21593,6359,21256,4824,11556,4145,11567,3357,10495,1974,8122,408,4136,3,56,0,0,0,0,2646.0,37.617983,127.07512,2020,962503.9060071326,1957700.6608588882
1020,201901,6호선,태릉입구,27,0,3772,826,6743,3642,19499,4235,24314,7526,12582,6814,8684,5276,8049,5862,8594,6750,8879,7262,8087,8215,7991,8927,8353,10708,8987,14022,9840,22000,6530,22355,5058,13013,4379,11876,3415,11871,2034,9482,407,4556,1,6,0,0,0,0,2646.0,37.617983,127.07512,2019,962503.9060071326,1957700.6608588882
1021,201801,6호선,태릉입구,22,4,3629,994,6746,3418,18563,3917,23160,8848,11244,6469,7499,5151,7341,5484,7922,6379,8224,6634,7340,7410,6961,8246,7396,9706,8421,12785,9224,19693,6364,21772,4658,12530,4317,11133,3429,10703,1972,8991,379,4297,0,11,0,0,0,0,2646.0,37.617983,127.07512,2018,962503.9060071326,1957700.6608588882
1022,202201,6호선,한강진,1,0,439,640,1065,6203,2401,16079,4315,32916,3332,25887,2601,15030,3713,17018,4833,18096,6379,25876,8371,19168,12803,16783,18364,17251,37474,17854,35585,19317,23078,8554,24637,2633,26373,3893,18966,1703,1364,756,0,429,0,0,0,0,0,0,2632.0,37.539631,127.001725,2022,955980.5791275552,1949039.733145575
1023,202101,6호선,한강진,3,0,423,588,1135,5992,2429,16304,3795,27805,3092,22637,2200,11227,2751,9641,3714,7945,4518,10046,5637,8558,8488,8400,13008,8327,19949,8826,26090,8939,16900,4784,15059,2340,15097,3081,4357,1149,882,632,0,387,0,0,0,0,0,0,2632.0,37.539631,127.001725,2021,955980.5791275552,1949039.733145575
1024,202001,6호선,한강진,18,0,862,540,1392,8274,3381,16619,4700,35700,3940,27352,3181,15238,4009,14343,5181,14568,6427,20233,7837,13585,11859,15322,22936,16452,24833,19644,34025,24771,22722,16553,17350,5166,27356,3855,25807,2878,5703,2181,618,1751,2,3,0,7,0,0,2632.0,37.539631,127.001725,2020,955980.5791275552,1949039.733145575
1025,201901,6호선,한강진,8,0,985,1785,1537,12965,3236,19330,5034,38362,3886,28317,3322,15313,4129,13921,5249,16319,6801,20224,8013,18872,12220,14371,21609,15496,33016,19080,40442,26891,23732,20216,19271,5188,23618,3736,27407,3269,14689,2107,583,1879,0,1,0,0,0,0,2632.0,37.539631,127.001725,2019,955980.5791275552,1949039.733145575
1026,201801,6호선,한강진,1,0,955,688,1427,6520,3637,19060,4933,34948,3737,27011,3058,13472,3770,12766,4507,13586,5665,15351,7097,12798,11584,12290,17737,13135,21809,14932,30533,20249,22371,13584,15717,4982,23065,3638,19468,2858,5093,2046,546,1748,0,2,0,0,0,0,2632.0,37.539631,127.001725,2018,955980.5791275552,1949039.733145575
1027,202201,6호선,합정,0,0,2564,1061,4503,5292,10165,14209,17701,38397,12356,25156,10093,15530,11786,17389,14496,18566,16645,20921,18173,19349,20201,20039,23367,22457,29438,26897,43119,34485,27336,19106,32184,10140,45240,15012,11497,6833,3104,4065,0,26,0,0,0,0,0,0,2623.0,37.549463,126.913739,2022,948214.313209934,1950175.3708424415
1028,202101,6호선,합정,9,0,2547,967,4188,5205,9370,12777,15944,34777,10937,21522,8244,12224,8760,13120,11014,13722,12656,15400,14326,14347,16139,15215,18351,17003,22980,20652,37989,26616,23492,17102,24176,8773,27940,10929,7330,4438,2485,2862,1,31,0,0,0,0,0,0,2623.0,37.549463,126.913739,2021,948214.313209934,1950175.3708424415
1029,202001,6호선,합정,14,0,3673,1350,5782,7264,12458,15098,22604,45022,15423,24727,12701,17479,13901,17765,17238,20924,18983,22447,20731,22644,23135,21528,26966,24214,32911,30209,51203,44573,32276,32023,28910,16353,33734,13735,30770,12341,16598,9688,2838,3022,28,40,0,0,0,0,2623.0,37.549463,126.913739,2020,948214.313209934,1950175.3708424415
1030,201901,6호선,합정,29,2,4328,1485,7317,8042,16590,17325,27637,47814,19118,27218,14980,18172,16567,17918,19116,20588,21614,22361,22497,22281,24618,22059,28048,25614,36600,30949,57103,47340,38023,34605,30925,18015,37978,14150,34503,14379,18332,10116,3128,3203,2,1,0,0,0,0,2623.0,37.549463,126.913739,2019,948214.313209934,1950175.3708424415
1031,201801,6호선,합정,29,4,4260,1487,7254,8267,16444,19440,28743,44929,18595,26681,14201,17230,16233,16747,18016,19466,20114,21418,21185,21810,23556,20861,27029,24230,33961,28817,54883,43210,38190,34794,30434,17979,35928,14280,33897,14308,18765,10115,3021,3128,0,0,0,0,0,0,2623.0,37.549463,126.913739,2018,948214.313209934,1950175.3708424415
1032,202201,6호선,화랑대,8,0,4801,864,18236,2244,53593,5109,49625,9154,23779,6179,15456,6128,13040,6364,14521,7448,14105,8071,12089,8488,12013,10989,12718,13093,12527,19335,10524,33353,5478,30738,3749,17563,3876,20802,2152,13943,778,5373,2,470,0,0,0,0,0,0,2647.0,37.620064,127.084689,2022,963349.4054368567,1957927.759247942
1033,202101,6호선,화랑대,14,0,4338,746,16508,2278,47583,4513,44183,8516,19789,4931,12155,4820,9884,4847,10515,5435,10714,6436,8867,6703,8807,8568,9736,10232,9650,16306,8626,30293,4623,28765,3010,15678,2953,16337,1754,9184,686,3565,1,326,0,0,0,0,0,0,2647.0,37.620064,127.084689,2021,963349.4054368567,1957927.759247942
1034,202001,6호선,화랑대,3,0,5206,863,18221,3283,60520,5459,57271,10886,28386,7521,19320,7236,17286,7643,18311,8949,16527,8975,14658,10449,15548,11686,16722,15057,16716,20178,14729,34220,7866,36126,5527,20077,4665,18742,3548,17402,1735,13356,169,4845,3,49,0,0,0,0,2647.0,37.620064,127.084689,2020,963349.4054368567,1957927.759247942
1035,201901,6호선,화랑대,5,0,5787,639,19038,3123,67381,5357,65280,12431,31824,8302,19830,7584,18333,7892,18831,9204,18511,9928,14818,10865,15973,11757,16409,16593,17435,19880,15946,37959,8388,38997,5663,22756,4662,18963,3694,22154,1949,15011,203,4926,0,96,0,0,0,0,2647.0,37.620064,127.084689,2019,963349.4054368567,1957927.759247942
1036,201801,6호선,화랑대,22,19,5542,697,19612,3211,68229,5252,64351,13034,30062,8526,20049,7219,17381,7417,18635,9046,17490,9452,14574,10771,15131,11431,15823,15933,17337,18701,15837,36456,8661,39032,6046,23202,4849,19290,3789,22070,1927,15157,212,5079,0,71,0,0,0,0,2647.0,37.620064,127.084689,2018,963349.4054368567,1957927.759247942
1037,202201,6호선,효창공원앞,10,0,2041,475,4292,2825,13325,5160,21818,19367,12462,11241,8505,6595,7919,5997,8789,6600,8959,7170,8575,7321,8743,7799,10889,9054,12836,10951,19493,17099,7839,12472,5824,7877,6473,10744,2494,5502,980,2081,3,217,0,0,0,0,0,0,2628.0,37.539261,126.961351,2022,952413.5320628646,1949018.350018815
1038,202101,6호선,효창공원앞,3,0,1797,497,3788,2884,12191,4883,19403,17350,10895,10611,6986,5638,6495,5172,7076,5755,7260,6189,6960,6031,7416,6735,8894,8115,11738,9688,17174,15678,8233,11710,5427,7010,5242,8185,2094,4032,936,1530,0,210,0,0,0,0,0,0,2628.0,37.539261,126.961351,2021,952413.5320628646,1949018.350018815
1039,202001,6호선,효창공원앞,2,0,2292,618,4552,3427,13877,5917,25300,21006,14965,13423,9318,7275,9110,7582,10189,7807,10639,9460,10094,8635,10017,9565,12465,10017,14359,11857,22539,17818,11109,13850,6790,8744,5800,8410,4682,7735,2320,5742,392,2059,0,9,0,0,0,0,2628.0,37.539261,126.961351,2020,952413.5320628646,1949018.350018815
1040,201901,6호선,효창공원앞,1,0,2341,634,4721,4818,15392,6496,26843,25283,14726,15384,10077,8747,9447,8460,10520,8246,11163,9535,10629,9156,10637,10334,13163,10777,15711,12457,24460,18734,12618,15217,7886,9265,7107,8481,5689,8887,2737,5462,408,2337,1,3,0,0,0,0,2628.0,37.539261,126.961351,2019,952413.5320628646,1949018.350018815
1041,201801,6호선,효창공원앞,11,8,2384,643,5023,4635,14937,6520,25388,25433,14442,15183,9176,8174,8970,7854,10112,7749,10694,9014,9665,8328,9438,9472,12220,9933,14648,11713,23461,18191,12734,15062,7942,9332,6831,8274,5536,8620,2685,5788,288,2233,0,1,0,0,0,0,2628.0,37.539261,126.961351,2018,952413.5320628646,1949018.350018815
1042,202201,7호선,가산디지털단지,389,2,5625,5378,7927,22438,18800,110156,23029,359552,16504,203909,15784,54526,20425,32196,26469,30582,31149,32134,36541,28880,47159,25679,66534,24566,173617,26321,291273,29930,121278,21060,71409,11455,64262,14238,19352,7847,4980,3518,20,308,1,1,0,0,0,0,2748.0,37.481072,126.882343,2022,945391.1970125309,1942605.5158650458
1043,202101,7호선,가산디지털단지,538,4,6857,5368,7707,20993,17159,105504,20214,343504,13738,198778,13331,53880,17102,31492,21883,27998,25563,29898,30475,26253,38664,24047,57471,22155,163612,23270,283331,26470,129941,19110,74823,11119,61498,11407,19031,6300,5408,2766,15,336,1,1,0,0,0,0,2748.0,37.481072,126.882343,2021,945391.1970125309,1942605.5158650458
1044,202001,7호선,가산디지털단지,458,6,6706,4969,8150,19520,18555,99539,22387,395934,17868,205647,16885,53848,21412,40001,28767,39597,35615,40329,41583,37235,53642,34935,65568,31260,154228,33120,320502,35719,144665,27726,77204,15183,70002,12411,35804,11014,15669,8175,1912,2934,7,30,0,2,0,0,2748.0,37.481072,126.882343,2020,945391.1970125309,1942605.5158650458
1045,201901,7호선,가산디지털단지,752,7,7907,5184,9689,21507,20278,102698,24937,449728,19864,227794,19123,62359,24200,44042,30418,40806,38504,43375,42376,40161,51969,36872,65727,35655,150431,36302,365886,38899,169162,31361,91657,15879,84558,13402,43418,12223,19524,8080,2495,2969,0,0,0,0,0,0,2748.0,37.481072,126.882343,2019,945391.1970125309,1942605.5158650458
1046,201801,7호선,가산디지털단지,439,1,6409,4063,9953,21216,19971,101504,21278,449734,17901,213711,17822,55988,21528,39750,26851,37328,35456,39262,37853,36826,47622,33817,60010,33697,128624,33047,354313,35167,175626,29399,96693,15445,86350,12268,43326,10607,19303,7353,2206,2500,2,4,0,0,0,0,2748.0,37.481072,126.882343,2018,945391.1970125309,1942605.5158650458
1047,202201,7호선,강남구청,7,0,1197,1585,3277,11463,5617,27184,8138,98266,7386,90757,8199,36984,10009,20938,12694,18957,14438,20072,18357,16350,23395,14867,27771,14729,42417,16408,79697,17401,47218,10502,33623,7060,42567,7117,14319,3250,3243,1933,6,183,0,0,0,0,0,0,2732.0,37.517186,127.04128,2022,959462.8868899656,1946531.8105816557
1048,202101,7호선,강남구청,2,0,993,1576,2908,9875,5070,26783,7561,87208,6331,81028,6688,32051,8096,18659,9811,15498,11792,16829,15400,13845,19693,12138,22548,12066,38083,12755,73011,13434,45420,9282,30726,6468,34979,6053,10290,2469,2797,1579,4,146,0,0,0,0,0,0,2732.0,37.517186,127.04128,2021,959462.8868899656,1946531.8105816557
1049,202001,7호선,강남구청,8,0,1849,1730,3984,10053,6351,27422,9368,108720,8816,95027,8931,34929,11154,23889,13450,20069,16213,22396,19719,18550,25826,17652,26758,16979,38078,18146,84234,20408,52210,14886,32759,9078,31741,7835,25940,5797,10910,4302,1888,1937,5,16,0,0,0,0,2732.0,37.517186,127.04128,2020,959462.8868899656,1946531.8105816557
1050,201901,7호선,강남구청,12,0,1749,1454,3815,11803,6990,28456,10439,118381,9353,98843,9771,38066,12135,25109,14493,21467,18270,23647,21503,20974,26873,19065,27917,18177,39199,19278,91835,21595,57341,16196,35502,9961,35248,8283,27784,6203,11544,4479,1982,2173,0,0,0,0,0,0,2732.0,37.517186,127.04128,2019,959462.8868899656,1946531.8105816557
1051,201801,7호선,강남구청,33,6,1837,1582,4232,14687,7176,28803,10688,111207,9405,95109,9627,35868,11887,23911,13515,20787,16570,23222,20984,20514,26246,18024,27291,17150,38949,17488,86381,19766,55812,15742,34234,9661,34021,7968,27503,6120,11370,4586,1921,2016,0,0,0,1,0,0,2732.0,37.517186,127.04128,2018,959462.8868899656,1946531.8105816557
1052,202201,7호선,건대입구,42,3,2620,941,3707,6441,10347,15620,17312,30443,13558,24283,11516,18745,12659,16821,14194,19618,15421,22740,17572,21683,21823,20772,25452,21484,33772,25619,30802,33463,21597,21207,28514,11065,30291,14194,10925,7257,3674,2689,3,1182,0,0,0,0,0,0,2729.0,37.540693,127.07023,2022,962033.1297023539,1949127.6907836474
1053,202101,7호선,건대입구,23,1,2713,988,3774,5854,9879,14656,15565,25916,12103,22898,10059,15452,10599,13251,11642,15620,12185,16692,14548,16914,18386,16591,21353,17072,30170,20592,30257,28638,19944,20070,27050,10133,21325,11729,6127,5168,2454,2544,2,766,0,0,0,0,0,0,2729.0,37.540693,127.07023,2021,962033.1297023539,1949127.6907836474
1054,202001,7호선,건대입구,48,1,4252,944,4807,7607,11584,17922,20568,32457,16007,32556,13685,23251,15179,23732,17383,27171,20365,29959,22412,28693,28086,28855,32411,29020,41632,35120,42769,50901,31848,37458,34301,19035,30554,15030,28285,12669,15272,7718,2487,3882,12,459,0,1,0,0,2729.0,37.540693,127.07023,2020,962033.1297023539,1949127.6907836474
1055,201901,7호선,건대입구,41,0,4571,920,4780,7879,13275,18865,23712,37911,18213,36131,14552,25579,16082,26429,18738,29671,21871,32822,25172,31788,30334,30625,35435,31340,47276,37368,48359,58133,36429,44363,38896,21232,36194,17460,34667,14523,17138,8744,2984,4409,0,483,0,0,0,0,2729.0,37.540693,127.07023,2019,962033.1297023539,1949127.6907836474
1056,201801,7호선,건대입구,50,14,4023,826,5506,7908,13129,19476,22903,37293,17663,36499,14430,24484,16283,26038,18315,29018,21508,31434,24533,30559,30118,29705,34723,29956,44691,35893,47986,55288,36657,46194,40615,22343,35902,17931,33252,14328,16677,8499,2540,4695,0,235,0,0,0,0,2729.0,37.540693,127.07023,2018,962033.1297023539,1949127.6907836474
1057,202201,7호선,고속터미널,24,0,1046,2203,2568,21990,8695,31737,14939,46817,18507,33483,18935,23484,21951,21423,21942,20345,23213,23228,24713,20728,30943,16808,36083,16410,50213,17368,45034,19309,26008,12073,30619,7472,28097,10442,14833,3760,2921,1333,2,115,0,0,0,0,0,0,2736.0,37.50481,127.004943,2022,956244.5399129882,1945175.0456406751
1058,202101,7호선,고속터미널,12,0,916,2582,2626,20070,7805,32294,12592,42995,13589,29433,13789,18388,15643,16654,15895,15261,17037,18417,19013,17037,26316,12745,29660,12294,45026,12453,41164,13921,23974,9127,26226,5854,22825,7701,12355,2099,2750,898,5,101,0,0,0,0,0,0,2736.0,37.50481,127.004943,2021,956244.5399129882,1945175.0456406751
1059,202001,7호선,고속터미널,34,1,1540,2578,3176,21472,10084,37202,20087,57905,25971,45415,27685,33591,31795,33031,35038,30763,34783,32684,36761,31182,44452,26759,48031,25890,63014,26618,66182,30721,45935,21052,44025,11629,41878,10993,31902,6425,12036,4230,1422,1123,27,10,2,5,0,0,2736.0,37.50481,127.004943,2020,956244.5399129882,1945175.0456406751
1060,201901,7호선,고속터미널,32,0,1816,2676,3486,21708,10577,39618,21923,64477,28010,50952,30149,36985,34134,36143,37215,34755,38105,36967,37871,34011,44464,29954,48915,29041,63962,30372,70273,35642,49368,24463,45362,12796,42662,11201,32266,6906,11935,4434,1317,1006,0,5,0,0,0,0,2736.0,37.50481,127.004943,2019,956244.5399129882,1945175.0456406751
1061,201801,7호선,고속터미널,53,15,1846,2561,3864,22623,10468,39599,20830,63969,25838,48899,27810,34667,31139,33503,36393,33142,36902,35016,37496,33301,43128,30167,47992,29106,62538,29462,70902,35009,48591,25065,45068,13109,43404,11105,32840,6765,12082,4500,1297,1112,0,8,0,0,0,0,2736.0,37.50481,127.004943,2018,956244.5399129882,1945175.0456406751
1062,202201,7호선,공릉,26,0,5342,848,12031,3268,31819,7543,38751,18276,21476,12784,15693,9988,14770,10137,15857,12246,15933,13882,15395,14245,15762,16716,16847,19223,18106,24106,19455,35991,9903,32678,10130,18065,11050,21609,4402,15913,1290,6226,0,454,0,0,0,0,0,0,2718.0,37.625742,127.072896,2022,962311.5520738909,1958562.379530752
1063,202101,7호선,공릉,13,0,5279,896,11002,3011,29454,6621,36020,17845,17825,11172,12631,8692,11807,8322,12741,10294,13380,11752,13098,11551,13304,14071,13890,16696,15194,20661,17990,32730,9625,30881,8517,16692,8146,18915,3266,10549,1081,4842,1,254,0,0,0,0,0,0,2718.0,37.625742,127.072896,2021,962311.5520738909,1958562.379530752
1064,202001,7호선,공릉,26,1,5872,1187,12420,4126,35989,7405,42553,23281,24958,15441,18620,11965,17760,12022,20106,14280,19461,16636,17934,16218,19157,18238,20138,22002,23280,26069,24955,39296,14466,40102,11157,23262,10373,20737,8974,19536,4965,14792,939,5656,6,28,0,0,0,0,2718.0,37.625742,127.072896,2020,962311.5520738909,1958562.379530752
1065,201901,7호선,공릉,46,0,6378,1361,13335,4687,40606,8136,48796,25577,26555,15856,19087,12313,18718,11989,20579,14298,20201,15911,18585,16491,18657,19172,19783,22288,23242,27547,26502,41143,15208,44427,11369,25915,10564,22566,9141,21294,5123,16202,987,5919,0,1,0,0,0,0,2718.0,37.625742,127.072896,2019,962311.5520738909,1958562.379530752
1066,201801,7호선,공릉,27,10,5685,1226,14291,5511,40926,8726,48260,25510,25139,16561,17790,11742,17452,11633,19420,14007,20155,15563,17716,16231,18441,18251,19570,21289,22764,26239,25933,38760,15181,44707,11331,25603,10730,22133,8973,21319,5000,16102,930,5570,0,1,0,0,0,0,2718.0,37.625742,127.072896,2018,962311.5520738909,1958562.379530752
1067,202201,7호선,광명사거리,78,1,17693,3954,27868,10071,73752,14615,85230,22373,44018,20602,28689,21237,27629,23966,29913,27038,31065,30739,29466,31880,29813,34616,32654,37431,33156,51661,29737,77078,19813,61522,15623,33847,14230,36565,5970,24245,1651,8734,6,942,0,0,0,0,0,0,2750.0,37.479252,126.854876,2022,942961.3520438456,1942419.882457292
1068,202101,7호선,광명사거리,174,1,18347,4007,27189,10707,66627,13891,80743,22499,39614,19902,24182,17310,22271,18924,24191,21881,26022,23587,24653,24544,25057,29569,26717,33329,29119,45548,26694,74130,17172,59161,15491,32315,12092,34746,4709,17594,1601,6987,15,701,0,0,0,0,0,0,2750.0,37.479252,126.854876,2021,942961.3520438456,1942419.882457292
1069,202001,7호선,광명사거리,132,0,21634,4558,31132,12689,86591,15333,108629,26322,57756,25259,38858,24465,37026,28311,38998,31040,38827,33560,36353,36766,36523,41740,38500,47865,41040,58612,39439,93341,27630,82794,21011,45971,16567,42660,12191,37197,5603,25362,867,7324,17,121,0,9,0,0,2750.0,37.479252,126.854876,2020,942961.3520438456,1942419.882457292
1070,201901,7호선,광명사거리,152,0,24121,4682,35518,11889,100278,18072,131208,28241,66803,26925,42022,24803,38798,28639,41222,32776,42372,35598,38363,38027,36888,43805,39040,50518,42801,63913,43450,106553,29626,96829,21441,53945,18309,50148,13706,44998,6023,28731,966,7863,0,51,0,0,0,0,2750.0,37.479252,126.854876,2019,942961.3520438456,1942419.882457292
1071,201801,7호선,광명사거리,268,26,22858,4415,37288,12677,103308,19192,129585,28987,64839,26513,40442,24063,37269,26011,39200,30190,39160,33018,35685,35274,34751,40572,36122,47498,40527,61148,43758,102792,30311,98357,21442,56017,18362,50731,13727,45975,6662,29679,840,8446,0,4,0,0,0,0,2750.0,37.479252,126.854876,2018,942961.3520438456,1942419.882457292
1072,202201,7호선,군자,21,0,7210,810,12412,5853,30208,7749,53188,27304,35244,16152,19055,10980,16550,10390,17825,11372,18206,12368,16794,13115,17659,16437,19972,18481,24807,25499,30559,38760,17013,30492,16675,17999,19384,23611,7041,13104,2080,5496,12,353,0,0,0,0,0,0,2727.0,37.557121,127.079542,2022,962863.9283956949,1950946.5651541215
1073,202101,7호선,군자,29,0,6635,773,11735,5032,27616,6651,48246,22431,31522,14556,15715,9375,13373,8529,13988,9230,15126,9844,13735,10628,14328,14388,16148,15394,20439,21774,26715,36155,16361,29138,14219,17418,14201,19593,5171,9214,1731,3938,5,228,0,0,0,0,0,0,2727.0,37.557121,127.079542,2021,962863.9283956949,1950946.5651541215
1074,202001,7호선,군자,30,2,7890,655,12676,7161,32813,8156,59024,25891,37331,17315,20743,11419,18578,11242,19033,12493,20633,13799,19591,14913,19745,18567,22580,20102,26465,24996,35200,39171,22241,35786,16997,20989,16298,18812,14485,17787,7171,11844,1401,4152,10,104,0,6,0,0,2727.0,37.557121,127.079542,2020,962863.9283956949,1950946.5651541215
1075,201901,7호선,군자,55,2,7883,843,14043,7349,35718,9268,64624,27916,39330,19824,21886,12520,19510,11451,20811,12222,21023,14191,20439,15515,21071,18382,23866,20204,28369,25340,38442,41457,23612,38111,18576,22567,18116,20130,15621,18795,7726,12425,1427,4304,1,46,0,0,0,0,2727.0,37.557121,127.079542,2019,962863.9283956949,1950946.5651541215
1076,201801,7호선,군자,32,11,6817,841,14196,5731,35668,7339,61171,22957,36664,15143,20372,9616,17896,8308,18961,9163,20409,10437,19180,11744,19614,13652,21172,15215,26628,19613,35912,30833,23227,31679,18267,18441,17929,16426,15046,15535,7567,9795,1336,3238,1,63,0,0,0,0,2727.0,37.557121,127.079542,2018,962863.9283956949,1950946.5651541215
1077,202201,7호선,굴포천,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2760.0,37.506997,126.73128,2022,932058.5905753145,1945580.0995860577
1078,202101,7호선,굴포천,19,0,5421,376,12594,2735,29211,3919,31415,9928,15360,7200,9037,6116,8273,5767,8746,6742,8745,7432,8167,8558,8047,8667,8514,12415,9559,17407,10905,30472,5917,31186,5600,17483,5887,16411,2371,8884,690,3980,6,485,0,0,0,0,0,0,2760.0,37.506997,126.73128,2021,932058.5905753145,1945580.0995860577
1079,202001,7호선,굴포천,6,0,6355,538,14225,3299,35925,4824,36791,11810,19811,10032,13664,7728,13164,8210,13565,9582,12951,10736,12267,11422,11950,13366,12997,16492,14107,21967,15982,36000,9043,38941,7123,23143,7105,19233,5838,17064,3294,10712,470,3963,11,650,0,0,0,0,2760.0,37.506997,126.73128,2020,932058.5905753145,1945580.0995860577
1080,201901,7호선,굴포천,6,0,5987,621,15534,3616,39162,5506,40885,13289,22319,10702,14489,7603,13571,8346,13847,9744,13856,11350,12508,11496,12310,13524,13666,16212,14963,21923,17748,39409,10053,42103,8004,24940,7396,20780,6270,19427,3234,12031,539,4561,0,738,0,0,0,0,2760.0,37.506997,126.73128,2019,932058.5905753145,1945580.0995860577
1081,201801,7호선,굴포천,1,0,5464,453,14287,3215,40344,6037,40833,13670,20919,9770,13712,7693,13039,8200,13838,9263,13442,10667,12254,11700,11576,13057,12674,15651,14608,21333,16696,38115,10180,41819,7637,26067,7575,21673,6538,19187,3337,12100,451,4078,0,795,0,0,0,0,2760.0,37.506997,126.73128,2018,932058.5905753145,1945580.0995860577
1082,202201,7호선,까치울,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2753.0,37.506207,126.810939,2022,939098.5055810253,1945437.916727124
1083,202101,7호선,까치울,0,0,3093,646,8557,3289,25271,4524,32245,6814,14719,3742,7706,3444,6874,4438,7427,5152,7454,5683,6417,6045,6792,6206,7014,9411,7776,14251,7623,25772,4242,22292,3620,13658,3174,14096,1505,7009,346,2452,0,2,0,0,0,0,0,0,2753.0,37.506207,126.810939,2021,939098.5055810253,1945437.916727124
1084,202001,7호선,까치울,4,0,3189,713,8964,3196,28089,4488,36247,8746,18242,4996,11048,4874,10110,5708,10326,6852,10067,7829,9437,7703,9371,8888,9631,11505,10584,16646,10628,27251,7013,24893,5353,15424,4447,13761,3373,13537,1345,7806,132,2096,0,16,0,0,0,0,2753.0,37.506207,126.810939,2020,939098.5055810253,1945437.916727124
1085,201901,7호선,까치울,3,0,3248,876,10004,3350,30096,4549,40315,9282,19807,5467,11392,4549,10519,5991,10431,6890,10609,7525,9660,7854,9539,9266,9964,11447,10516,17057,12197,28611,7372,27329,5166,17343,4650,14643,3610,14761,1329,8191,165,2325,0,0,0,0,0,0,2753.0,37.506207,126.810939,2019,939098.5055810253,1945437.916727124
1086,201801,7호선,까치울,1,0,2975,600,8756,2784,28835,4221,36498,8147,16597,4622,10102,4066,8807,5332,9383,6571,9830,6568,8414,7328,8321,8064,8457,9827,9333,15052,10719,24441,6832,25205,4441,15727,4422,13248,3432,13311,1219,7539,156,1966,0,0,0,0,0,0,2753.0,37.506207,126.810939,2018,939098.5055810253,1945437.916727124
1087,202201,7호선,남구로,110,0,14056,1543,13902,6791,26836,30187,31399,94701,20982,44635,13683,18125,12849,13625,14438,12774,14516,14103,14178,13299,16332,15184,19200,19074,39211,26360,70444,29559,30425,20291,17851,13499,14869,20613,5598,11712,1896,4279,3,306,0,0,0,0,0,0,2747.0,37.486056,126.887249,2022,945828.5533970484,1943155.6266000243
1088,202101,7호선,남구로,17,0,16237,1717,14561,6007,26280,26701,29132,87269,17939,42740,11570,15576,10827,12049,11994,12198,12078,12780,12027,12070,13269,13744,16088,16834,34835,28857,66874,28259,32530,20527,18119,13598,13793,18282,5196,9681,1782,3510,1,174,0,0,0,0,0,0,2747.0,37.486056,126.887249,2021,945828.5533970484,1943155.6266000243
1089,202001,7호선,남구로,30,0,18001,1790,15329,6688,29016,25009,36135,104539,25841,46662,18658,20247,16572,18960,18011,17407,17955,18350,17795,17543,19268,19267,21568,22788,34918,36868,79010,35492,38766,25802,21851,17568,16370,19770,10796,18557,5088,10477,725,2765,8,38,0,1,0,0,2747.0,37.486056,126.887249,2020,945828.5533970484,1943155.6266000243
