,종목코드,회사명,시장구분,업종,업종명,항목명,2022,2021,2020,cc,est_dt,induty_code,address,corp_code,corp_name,stock_code,rlgnm,gu,x,y
1378,110790,크리스에프앤씨,코스닥시장상장법인,141,봉제의복 제조업,영업이익(손실),"87,103,244,505","49,821,538,176","37,707,650,708",00522007,19980806,1419,서울특별시 강남구 도곡로 176,00522007,크리스에프앤씨,110790,서울특별시,강남구,127.038858470,37.491449053
1381,045520,크린앤사이언스,코스닥시장상장법인,291,일반 목적용 기계 제조업,영업이익(손실),"-2,686,239,221","18,908,382,387","10,881,744,879",00185222,19791231,291,서울 강남구 삼성동 159-1 무역회관 903-1호,00185222,크린앤사이언스,045520,서울,강남구,0,0
1383,214150,클래시스,코스닥시장상장법인,271,의료용 기기 제조업,영업이익(손실),"51,712,720,398","40,608,569,011","41,709,475,409",01061327,20150115,271,서울특별시 강남구 테헤란로 208 클래시스,01061327,클래시스,214150,서울특별시,강남구,127.039098764,37.501129976
1386,139670,키네마스터,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"-1,703,005,960","4,103,712,826","317,948,106",00535375,20020909,58222,"서울특별시 서초구 반포대로24길 21 1, 2층",00535375,키네마스터,139670,서울특별시,서초구,127.010368947,37.489773875
1388,054780,키이스트,코스닥시장상장법인,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영업이익(손실),"1,015,064,003","1,667,575,885","-2,138,535,541",00353762,19961008,59130,서울특별시 강남구 학동로11길 30 -,00353762,키이스트,054780,서울특별시,강남구,127.024438030,37.514223811
1394,003240,태광산업,유가증권시장상장법인,205,화학섬유 제조업,영업이익,"355,272,574,329","53,540,948,314","192,034,109,917",00153393,19610915,20501,서울특별시 중구  동호로 310 (장충동2가),00153393,태광산업,003240,서울특별시,중구,127.003731756,37.561729781
1398,124560,태웅로직스,코스닥시장상장법인,529,기타 운송관련 서비스업,영업이익(손실),"79,291,619,959","14,653,355,866","14,980,613,396",00562245,19960120,5299,"서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩)",00562245,태웅로직스,124560,서울특별시,강남구,127.040176000,37.503102959
1409,078000,텔코웨어,유가증권시장상장법인,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",영업손익,"1,154,358,790","546,069,819","3,363,859,925",00361488,20000111,631,서울특별시 서초구  법원로3길 20-7,00361488,텔코웨어,078000,서울특별시,서초구,127.007970028,37.493776910
1411,214420,토니모리,유가증권시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"-13,529,557,979","-25,530,976,710","-274,992,043",00816544,20060726,20423,서울특별시 서초구 남부순환로 2557 토니모리 빌딩,00816544,토니모리,214420,서울특별시,서초구,0,0
1415,079970,투비소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"-6,417,420,425","-99,762,685","-9,047,042,082",00596260,20000710,58221,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",00596260,투비소프트,079970,서울특별시,강남구,127.062666448,37.514933977
1417,026150,특수건설,코스닥시장상장법인,412,토목 건설업,영업이익(손실),"-711,715,450","3,520,917,173","894,458,351",00186939,19710531,412,서울특별시 서초구 서운로 7 -,00186939,특수건설,026150,서울특별시,서초구,127.029419335,37.484669573
1424,363280,티와이홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"11,235,068,662","1,606,673,530",,01497869,20200901,64992,"서울특별시 영등포구 여의공원로 111, 10층(여의도동)",01497869,티와이홀딩스,363280,서울특별시,영등포구,126.925778216,37.529798487
1426,091810,티웨이항공,유가증권시장상장법인,511,항공 여객 운송업,영업이익(손실),"-148,326,842,134","-174,310,213,064","-19,242,683,179",00671376,20030701,511,대구광역시 중구 동덕로 167 케이티대구타워 신관 10층 (동인동2가),00671376,티웨이항공,091810,대구광역시,중구,128.603516191,35.869700260
1432,034230,파라다이스,코스닥시장상장법인,912,유원지 및 기타 오락관련 서비스업,영업이익(손실),"-55,245,896,594","-86,150,819,625","51,868,333,792",00171265,19720427,91249,서울특별시 중구 퇴계로 299 파라다이스빌딩,00171265,파라다이스,034230,서울특별시,중구,127.005040822,37.564030518
1447,032800,판타지오,코스닥시장상장법인,901,창작 및 예술관련 서비스업,영업이익(손실),"1,831,076,344","-708,265,130","552,011,217",00231691,19910108,901,서울특별시 강남구 삼성로 648 2층,00231691,판타지오,032800,서울특별시,강남구,127.051024191,37.518009123
1450,027710,팜스토리,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,영업이익(손실),"25,114,462,686","22,046,546,013","10,398,204,548",00192499,19910417,1080,서울특별시 강남구  강남대로 310 유니온센터 3층,00192499,팜스토리,027710,서울특별시,강남구,127.031485710,37.490983291
1452,225590,패션플랫폼,코스닥시장상장법인,141,봉제의복 제조업,영업이익(손실),"5,969,012,953","1,750,106,738","7,459,020,555",01101041,20150715,141,서울특별시 강남구 논현로28길 9 유진빌딩 3층,01101041,패션플랫폼,225590,서울특별시,강남구,127.043356065,37.482719463
1453,028670,팬오션,유가증권시장상장법인,501,해상 운송업,영업이익(손실),"572,946,000,000","225,212,000,000","210,019,000,000",00122737,19660528,50112,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),00122737,팬오션,028670,서울특별시,종로구,126.980547123,37.570669768
1462,047050,포스코인터내셔널,유가증권시장상장법인,461,상품 중개업,영업이익(손실),"585,385,807,000","474,478,289,000","605,317,746,000",00124504,20001227,461,서울특별시 강남구 테헤란로 134 포스코타워역삼(26층),00124504,포스코인터내셔널,047050,서울특별시,강남구,127.033804126,37.499377220
1464,189690,포시에스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"4,733,386,523","4,787,320,283","5,006,158,036",00939942,20080723,58222,서울특별시 강남구 논현로 646 -,00939942,포시에스,189690,서울특별시,강남구,127.032411596,37.511416429
1471,094940,푸른기술,코스닥시장상장법인,263,컴퓨터 및 주변 장치 제조업,영업이익(손실),"78,736,520","101,904,412","372,414,192",00537832,19970724,263,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,00537832,푸른기술,094940,서울특별시,서초구,127.019393691,37.484424996
1486,009810,플레이그램,유가증권시장상장법인,467,기타 전문 도매업,영업이익(손실),"-1,511,144,382","-2,345,134,885","-1,336,039,044",00103130,19740417,467,서울시 강남구 삼성로648 4층 삼성동,00103130,플레이그램,009810,서울시,강남구,0,0
1487,300080,플리토,코스닥시장상장법인,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",영업이익(손실),"-6,143,736,170","-3,410,300,603","-5,737,235,186",01237434,20120824,63120,서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층,01237434,플리토,300080,서울특별시,강남구,127.039155252,37.501820805
1499,163730,핑거,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"7,425,039,236","3,294,975,153","4,765,027,141",01142075,20001229,582,"서울특별시 영등포구 여의대로 24, 43층(여의도동, 전국경제인연합회회관)",01142075,핑거,163730,서울특별시,영등포구,126.920045279,37.521693217
1502,039130,하나투어,유가증권시장상장법인,752,여행사 및 기타 여행 보조 서비스업,영업이익(손실),"-127,293,510,463","-114,866,698,486","7,460,033,702",00269940,19931101,75210,서울특별시 종로구 인사동5길 41 (주)하나투어,00269940,하나투어,039130,서울특별시,종로구,126.984170401,37.571852757
1512,000080,하이트진로,유가증권시장상장법인,111,알코올 음료 제조업,영업이익,"174,111,104,900","198,478,557,062","88,246,563,619",00150244,19540615,11122,서울특별시 강남구 영동대로 714,00150244,하이트진로,000080,서울특별시,강남구,127.056769788,37.521642454
1513,004590,한국가구,코스닥시장상장법인,464,생활용품 도매업,영업이익,"14,936,233,953","10,490,762,873","8,690,313,384",00156442,19660520,464,서울특별시 강남구  학동로 120,00156442,한국가구,004590,서울특별시,강남구,127.024304276,37.511719833
1515,039340,한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,영업이익(손실),"26,534,790,009","18,182,632,881","13,691,975,708",00263371,19990906,60221,서울특별시 중구 청파로 463 한국경제신문사빌딩,00263371,한국경제TV,039340,서울특별시,중구,126.967211582,37.560387724
1517,034950,한국기업평가,코스닥시장상장법인,759,기타 사업 지원 서비스업,영업이익,"36,219,070,401","32,710,069,584","31,647,801,133",00156956,19831229,75993,서울특별시 영등포구 의사당대로 97 교보증권 7층,00156956,한국기업평가,034950,서울특별시,영등포구,126.924585875,37.522516001
1523,002200,한국수출포장공업,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",영업이익(손실),"20,005,644,083","10,883,823,163","19,270,972,723",00158112,19571121,1721,서울특별시 서초구 서초중앙로 63,00158112,한국수출포장공업,002200,서울특별시,서초구,127.014451884,37.487329803
1528,041460,한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"5,525,878,170","4,596,355,359","2,321,879,881",00361169,19990326,58221,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)",00361169,한국전자인증,041460,서울특별시,서초구,127.016584070,37.494195543
1529,006200,한국전자홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"38,507,381,292","-195,791,683","-12,104,565,637",00159254,19690909,64992,서울특별시 서초구  마방로10길 5,00159254,한국전자홀딩스,006200,서울특별시,서초구,127.043288361,37.477058902
1532,025770,한국정보통신,코스닥시장상장법인,612,전기 통신업,영업이익(손실),"23,559,172,000","21,079,400,000","34,228,775,000",00159342,19860509,61299,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,00159342,한국정보통신,025770,서울특별시,중구,126.973777605,37.560714198
1537,050540,한국코퍼레이션,코스닥시장상장법인,759,기타 사업 지원 서비스업,영업이익(손실),"1,073,832,792","-665,192,281","-12,297,978,915",00302078,19910724,75991,서울특별시 중구 소월로2길 30 남산트라팰리스,00302078,엠피씨플러스,050540,서울특별시,중구,126.975967378,37.553803888
1542,053590,한국테크놀로지,코스닥시장상장법인,303,자동차 신품 부품 제조업,영업이익(손실),"5,634,276,508","5,172,177,022","-4,223,561,271",00355548,19970722,473,서울특별시 중구 소월로2길 30 남산트라팰리스,00355548,한국테크놀로지,053590,서울특별시,중구,126.975967378,37.553803888
1545,123690,한국화장품,유가증권시장상장법인,464,생활용품 도매업,영업이익(손실),"-3,193,220,979","-16,993,356,942","-17,394,170,012",00823429,20100503,46443,서울특별시 종로구 청계천로 35,00823429,한국화장품,123690,서울특별시,종로구,126.981376171,37.569341486
1550,053690,한미글로벌,유가증권시장상장법인,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",영업이익(손실),"19,637,903,345","16,500,753,182","24,407,031,088",00413523,19960618,72111,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,00413523,한미글로벌,053690,서울특별시,강남구,127.058596939,37.510233090
1556,020000,한섬,유가증권시장상장법인,141,봉제의복 제조업,영업이익(손실),"152,192,853,992","102,052,974,543","106,549,798,864",00188089,19870525,14112,서울특별시 강남구  도산대로 523 한섬빌딩,00188089,한섬,020000,서울특별시,강남구,127.050700949,37.524964123
1557,105630,한세실업,유가증권시장상장법인,141,봉제의복 제조업,영업이익(손실),"106,694,162,989","64,864,260,293","84,888,528,510",00728638,20090106,14199,서울특별시 영등포구 은행로 29 정우빌딩,00728638,한세실업,105630,서울특별시,영등포구,126.921888886,37.529083843
1558,069640,한세엠케이,유가증권시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",영업이익(손실),"-12,087,443,066","-18,861,876,976","-23,884,332,522",00357360,19950331,4741,서울특별시 강남구  논현로 633,00357360,한세엠케이,069640,서울특별시,강남구,127.032171966,37.509981204
1559,016450,한세예스24홀딩스,유가증권시장상장법인,141,봉제의복 제조업,영업이익(손실),"134,681,974,504","81,651,030,400","97,998,490,723",00161976,19821118,1419,서울특별시 영등포구 은행로 30 중소기업중앙회 6층,00161976,한세예스24홀딩스,016450,서울특별시,영등포구,126.922626782,37.528191347
1560,009180,한솔로지스틱스,유가증권시장상장법인,529,기타 운송관련 서비스업,영업이익(손실),"30,304,814,315","13,076,633,836","9,519,510,274",00140946,19730814,5299,서울특별시 중구 을지로 100 파인애비뉴 B동 22층,00140946,한솔로지스틱스,009180,서울특별시,중구,126.988757341,37.565788064
1562,213500,한솔제지,유가증권시장상장법인,171,"펄프, 종이 및 판지 제조업",영업이익(손실),"60,727,652,921","94,561,342,525","95,958,210,793",01060744,20150102,1712,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴)",01060744,한솔제지,213500,서울특별시,중구,126.988142548,37.565648682
1563,014680,한솔케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익,"197,684,583,161","151,933,828,832","111,153,549,117",00140955,19800313,20129,서울특별시 강남구 테헤란로 513K Tower 7F / 8F,00140955,한솔케미칼,014680,서울특별시,강남구,127.058887174,37.508003109
1564,004710,한솔테크닉스,유가증권시장상장법인,262,전자 부품 제조업,영업이익,"-4,255,870,192","32,460,187,655","25,466,383,367",00157399,19660820,26299,서울특별시 중구 을지로 100,00157399,한솔테크닉스,004710,서울특별시,중구,126.988142548,37.565648682
1565,010420,한솔피엔에스,유가증권시장상장법인,467,기타 전문 도매업,영업이익(손실),"4,551,324,744","3,891,210,459","3,983,302,577",00103626,19750204,467,서울특별시 중구 퇴계로 213 일흥빌딩 5층,00103626,한솔피엔에스,010420,서울특별시,중구,126.995495057,37.561910701
1566,004150,한솔홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"18,378,267,000","12,456,630,000","14,799,625,000",00171636,19650119,64992,서울특별시 중구 을지로 100 파인애비뉴 B동 24층,00171636,한솔홀딩스,004150,서울특별시,중구,126.988757341,37.565788064
1576,046110,한일네트웍스,코스닥시장상장법인,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",영업이익(손실),"13,011,892,949","10,007,527,116","8,722,634,934",00277736,19980826,63112,서울특별시 중구 수표로 34 씨티센터타워 10층,00277736,한일네트웍스,046110,서울특별시,중구,126.990362266,37.564349651
1579,002220,한일철강,유가증권시장상장법인,241,1차 철강 제조업,영업이익(손실),"29,642,526,663","-4,237,473,773","-7,314,730,415",00163196,19571205,2419,서울특별시 중구  퇴계로27길 28 (한영빌딩 9층),00163196,한일철강,002220,서울특별시,중구,126.991626611,37.562370535
1583,002320,한진,유가증권시장상장법인,493,도로 화물 운송업,영업이익(손실),"99,432,891,702","105,917,310,389","90,655,085,859",00163512,19580310,49309,서울특별시 중구 남대문로 63 한진빌딩,00163512,한진,002320,서울특별시,중구,126.981363692,37.563079039
1584,180640,한진칼,유가증권시장상장법인,511,항공 여객 운송업,영업이익,"-195,175,723,509","-221,140,549,162","-3,881,273,804",00983040,20130801,511,서울특별시 중구 서소문로 117 -,00983040,한진칼,180640,서울특별시,중구,126.974130526,37.563567979
1591,000880,한화,유가증권시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"2,927,888,000,000","1,549,002,000,000","103,388,000,000",00160588,19521028,20494,서울특별시 중구  청계천로 86 24층,00160588,한화,000880,서울특별시,중구,126.986525106,37.567518804
1592,009830,한화솔루션,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익,"738,347,655,292","594,183,118,076","459,151,320,504",00162461,19740427,20111,서울특별시 중구 청계천로 86 한화빌딩,00162461,한화솔루션,009830,서울특별시,중구,126.986525106,37.567518804
1596,034810,해성산업,코스닥시장상장법인,649,기타 금융업,영업이익(손실),"93,413,922,428","23,066,212,465","5,217,231,717",00219361,19540205,649,서울 강남구 대치3동 942,00219361,해성산업,034810,서울,강남구,0,0
1602,000720,현대건설,유가증권시장상장법인,412,토목 건설업,영업이익,"753,504,000,000","548,972,000,000","859,667,000,000",00164478,19500110,41221,서울특별시 종로구  율곡로 75,00164478,현대건설,000720,서울특별시,종로구,126.987519036,37.577768623
1608,319400,현대무벡스,코스닥시장상장법인,291,일반 목적용 기계 제조업,영업이익,"15,407,257,360","16,553,939,611","10,249,249,959",01358463,20190218,291,서울시 종로구 율곡로 194 현대그룹빌딩,01358463,현대무벡스,319400,서울시,종로구,127.000722947,37.575315758
1616,307950,현대오토에버,유가증권시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"96,106,277,138","86,813,994,800","80,212,335,242",00362441,20000410,582,서울특별시 강남구 테헤란로 510 루첸타워,00362441,현대오토에버,307950,서울특별시,강남구,127.058649756,37.507020582
1622,227840,현대코퍼레이션홀딩스,유가증권시장상장법인,463,음ㆍ식료품 및 담배 도매업,영업이익(손실),"8,146,424,903","10,102,432,737","9,283,405,926",01108099,20151002,463,서울특별시 종로구 율곡로2길 25,01108099,현대코퍼레이션홀딩스,227840,서울특별시,종로구,126.980510590,37.574365462
1623,126560,현대퓨처넷,유가증권시장상장법인,602,텔레비전 방송업,영업이익(손실),"7,411,747,056","-16,921,741,186","-2,610,619,632",00403632,19920316,61299,"서울특별시 서초구 반포대로 19 (서초동, 현대퓨처넷빌딩)",00403632,현대퓨처넷,126560,서울특별시,서초구,127.011926941,37.482183518
1627,011080,형지I&C,코스닥시장상장법인,141,봉제의복 제조업,정상영업손익,"-2,904,940,471","-5,330,610,708","450,766,081",00142713,19760225,1419,"서울특별시 강남구 논현로 322 4층(역삼동, 형지빌딩)",00142713,형지I&C,011080,서울특별시,강남구,127.040445786,37.494122173
1629,003010,혜인,유가증권시장상장법인,465,기계장비 및 관련 물품 도매업,영업이익(손실),"9,063,861,690","8,819,184,380","11,803,676,728",00165343,19601017,465,서울특별시 서초구  동산로 86 혜인빌딩,00165343,혜인,003010,서울특별시,서초구,127.048002267,37.473018325
1640,094280,효성 ITX,유가증권시장상장법인,759,기타 사업 지원 서비스업,영업이익(손실),"20,287,985,472","16,812,254,864","13,026,206,983",00414850,19970509,759,서울특별시 영등포구  선유동2로 57 이레빌딩 15층,00414850,효성 ITX,094280,서울특별시,영등포구,126.896867699,37.533836305
1645,290270,휴네시온,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"2,879,699,999","2,805,532,107","1,897,965,383",01251577,20031215,582,서울특별시 강남구 학동로97길 20 성호빌딩 2층/3층,01251577,휴네시온,290270,서울특별시,강남구,127.055518118,37.521146604
1652,079980,휴비스,유가증권시장상장법인,205,화학섬유 제조업,영업이익(손실),"6,490,560,612","39,869,748,147","4,867,302,957",00362238,20001101,20501,서울특별시 강남구  학동로 343,00362238,휴비스,079980,서울특별시,강남구,127.040619448,37.517480740
1654,005010,휴스틸,유가증권시장상장법인,241,1차 철강 제조업,영업이익(손실),"63,214,154,152","17,657,216,066","-12,915,905,238",00156488,19670418,2413,"서울특별시 강남구  테헤란로 512 (대치동, 신안빌딩 14층)",00156488,휴스틸,005010,서울특별시,강남구,127.059248564,37.507245372
1659,069260,휴켐스,유가증권시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"93,395,046,788","95,247,595,160","106,356,571,907",00426086,20020915,2049,서울특별시 중구  퇴계로 173 19층,00426086,티케이지휴켐스,069260,서울특별시,중구,126.991058511,37.561824080
1661,189980,흥국에프엔비,코스닥시장상장법인,112,비알코올 음료 및 얼음 제조업,영업이익(손실),"6,695,133,134","2,479,235,199","5,813,142,782",00916516,20080325,11209,"서울특별시 서초구 마방로 60 24층 (양재동, 트러스트타워)",00916516,흥국에프엔비,189980,서울특별시,서초구,127.043743809,37.477190003
1662,003280,흥아해운,유가증권시장상장법인,501,해상 운송업,영업이익(손실),"-1,874,688,534","-5,797,542,983","-12,364,292,518",00167208,19611208,50112,"서울특별시 중구 남대문로9길 39 서울시 중구 남대문로9길 39(을지로1가, 부림빌딩) 8층",00167208,흥아해운,003280,서울특별시,중구,126.980245360,37.566663685
1665,001040,CJ,유가증권시장상장법인,649,기타 금융업,영업이익,"1,881,800,099,000","1,390,340,166,000","1,509,154,524,000",00148540,19530801,64992,"서울특별시 중구 소월로2길 12 (남대문로5가, CJ THE CENTER)",00148540,CJ,001040,서울특별시,중구,126.975974645,37.554600952
1666,000120,CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,영업이익,"343,880,765,667","325,337,561,292","307,186,346,174",00113410,19301115,493,서울특별시 종로구 종로5길 7(청진동) Tower 8,00113410,CJ대한통운,000120,서울특별시,종로구,126.980547123,37.570669768
1668,000210,DL,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"221,893,397,682","119,049,765,679","135,985,787,217",00109693,19391010,20111,서울특별시 종로구 통일로 134 디타워 돈의문,00109693,DL,000210,서울특별시,종로구,126.966357117,37.566735081
1669,375500,DL이앤씨,유가증권시장상장법인,412,토목 건설업,영업이익,"957,257,982,914",,,01524093,20210104,412,서울특별시 종로구 통일로 134,01524093,DL이앤씨,375500,서울특별시,종로구,126.966357117,37.566735081
1671,078930,GS,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"2,640,272,000,000","920,569,000,000","2,033,142,000,000",00500254,20040701,64992,서울특별시 강남구 논현로 508,00500254,GS,078930,서울특별시,강남구,127.037476010,37.502001742
1672,006360,GS건설,유가증권시장상장법인,411,건물 건설업,영업이익,"646,485,539,335","750,397,845,885","767,266,689,077",00120030,19691219,4111,서울특별시 종로구 종로 33 그랑서울,00120030,GS건설,006360,서울특별시,종로구,126.981435735,37.571014181
1673,001250,GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,영업이익(손실),"38,846,703,450","32,299,928,715","58,277,395,763",00138190,19540731,468,서울특별시 강남구 논현로 508 GS강남타워,00138190,GS글로벌,001250,서울특별시,강남구,127.037476010,37.502001742
1674,012630,HDC,유가증권시장상장법인,649,기타 금융업,영업이익,"368,697,035,249","544,670,794,788","128,121,494,512",00164636,19771014,649,서울특별시 강남구 영동대로 520 아이파크타워,00164636,HDC,012630,서울특별시,강남구,127.061106445,37.513706885
1680,003550,LG,유가증권시장상장법인,649,기타 금융업,영업이익(손실),"2,460,104,000,000","1,586,056,000,000","841,193,000,000",00120021,19470105,64992,서울특별시 영등포구  여의대로 128,00120021,LG,003550,서울특별시,영등포구,126.929139246,37.527885439
1681,051900,LG생활건강,유가증권시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"1,289,630,423,605","1,220,864,731,311","1,176,411,246,904",00356370,20010403,20422,서울특별시 종로구  새문안로 58,00356370,LG생활건강,051900,서울특별시,종로구,126.971562298,37.569268927
1682,373220,LG에너지솔루션,유가증권시장상장법인,282,일차전지 및 축전지 제조업,영업이익(손실),"768,470,000,000","-475,206,000,000",,01515323,20201201,28202,"서울특별시 영등포구 여의대로 108, 타워 1",01515323,LG에너지솔루션,373220,서울특별시,영등포구,126.927176775,37.526637268
1685,066570,LG전자,유가증권시장상장법인,264,통신 및 방송장비 제조업,영업이익(손실),"3,863,774,000,000","3,905,108,000,000","3,293,329,000,000",00401731,20020401,264,서울특별시 영등포구  여의대로 128 LG트윈타워,00401731,LG전자,066570,서울특별시,영등포구,126.929139246,37.527885439
1686,051910,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익 (손실),"5,025,466,000,000","1,805,359,000,000","831,703,000,000",00356361,20010401,20111,서울특별시 영등포구  여의대로 128,00356361,LG화학,051910,서울특별시,영등포구,126.929139246,37.527885439
1688,001120,LX인터내셔널,유가증권시장상장법인,461,상품 중개업,영업이익(손실),"656,217,086,586","159,835,470,836","134,784,427,823",00120076,19531126,4610,서울특별시 종로구 새문안로 58 LG광화문빌딩,00120076,LX인터내셔널,001120,서울특별시,종로구,126.971562298,37.569268927
1689,108670,LX하우시스,유가증권시장상장법인,222,플라스틱 제품 제조업,영업이익,"67,273,000,000","70,987,000,000","68,777,000,000",00759513,20090402,2222,서울특별시 중구 후암로 98 LG서울역빌딩,00759513,LX하우시스,108670,서울특별시,중구,126.974858791,37.553868314
1690,010060,OCI,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익(손실),"625,984,935,000","-86,145,075,000","-180,605,008,000",00148896,19740701,20129,서울특별시 중구  소공로 94 OCI 빌딩,00148896,OCI,010060,서울특별시,중구,126.980462760,37.563347622
1691,017670,SK텔레콤,유가증권시장상장법인,612,전기 통신업,영업이익(손실),"1,387,162,000,000","1,248,578,000,000","1,038,668,000,000",00159023,19840420,61220,서울특별시 중구  을지로 65 (을자로2가),00159023,SK텔레콤,017670,서울특별시,중구,126.985128366,37.566487349
1695,000050,경방,유가증권시장상장법인,471,종합 소매업,영업이익(손실),"53,796,815,200","21,853,996,547","32,020,529,934",00101628,19191005,47119,서울특별시 영등포구 영중로 15 (영등포동 4가),00101628,경방,000050,서울특별시,영등포구,126.904378098,37.516874683
1697,011780,금호석유화학,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익(손실),"2,406,835,526,956","742,159,982,879","365,369,653,508",00106368,19761210,201,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워)",00106368,금호석유화학,011780,서울특별시,중구,126.988113238,37.567472764
1698,000270,기아,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,영업이익,"5,065,685,000,000","2,066,457,000,000","2,009,680,000,000",00106641,19441210,30121,서울특별시 서초구 헌릉로 12 기아자동차,00106641,기아,000270,서울특별시,서초구,127.042042669,37.463673451
1699,089600,나스미디어,코스닥시장상장법인,713,광고업,영업이익(손실),"32,875,303,239","26,967,943,321","30,558,603,138",00486097,20000313,71310,"서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F",00486097,나스미디어,089600,서울특별시,강남구,127.032300026,37.491105813
1706,006370,대구백화점,유가증권시장상장법인,471,종합 소매업,영업이익(손실),"-18,071,441,256","-17,554,676,458","-14,239,578,798",00108977,19691226,47111,대구광역시 중구 동성로 30 9층 재무팀,00108977,대구백화점,006370,대구광역시,중구,128.595939966,35.869476740
1708,047040,대우건설,유가증권시장상장법인,411,건물 건설업,영업이익(손실),"738,313,485,108","558,257,521,374","364,061,074,652",00124540,20001227,41112,서울특별시 중구 을지로 170 (을지로4가),00124540,대우건설,047040,서울특별시,중구,126.997318381,37.566146865
1713,005160,동국산업,코스닥시장상장법인,241,1차 철강 제조업,영업이익(손실),"34,929,987,273","18,463,403,866","32,924,085,223",00172680,19670901,24122,서울특별시 중구  다동길 46,00172680,동국산업,005160,서울특별시,중구,126.981726026,37.567860541
1714,001230,동국제강,유가증권시장상장법인,241,1차 철강 제조업,영업이익(손실),"803,015,420,425","294,697,649,009","164,555,175,276",00114792,19540707,241,서울특별시 중구  을지로5길 19 페럼타워,00114792,동국제강,001230,서울특별시,중구,126.984209484,37.566978919
1715,001520,동양,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",영업이익,"7,617,953,056","-7,551,089,878","-20,118,140,716",00117337,19550825,23322,서울특별시 영등포구 국제금융로2길 24 -,00117337,동양,001520,서울특별시,영등포구,126.924832138,37.524305253
1717,000150,두산,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,영업이익(손실),"945,931,226,947","-20,352,567,986","783,035,133,162",00117212,19331208,64992,서울특별시 중구  장충단로 275 두산타원,00117212,두산,000150,서울특별시,중구,127.008711651,37.568835534
1720,003160,디아이,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외",영업이익(손실),"16,476,140,212","5,521,898,717","-6,535,241,328",00118275,19610316,27212,서울특별시 강남구  논현로 703,00118275,디아이,003160,서울특별시,강남구,127.030119285,37.514402905
1721,001530,디아이동일,유가증권시장상장법인,461,상품 중개업,영업이익(손실),"48,592,979,653","26,370,789,955","17,436,087,739",00118345,19550805,46103,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,00118345,디아이동일,001530,서울특별시,강남구,127.060079255,37.507412774
